gene	length	species	median
13_distribution_divergence/01_input_alignments/OG0000213_disco_tree3_aligned_trim.faa	175	20	0.0775533119661139
13_distribution_divergence/01_input_alignments/OG0009923_disco_tree1_aligned_trim.faa	90	25	0.0778638757563589
13_distribution_divergence/01_input_alignments/OG0001105_disco_tree2_aligned_trim.faa	802	24	0.0784433723826306
13_distribution_divergence/01_input_alignments/OG0006733_disco_tree1_aligned_trim.faa	212	34	0.0794337515452375
13_distribution_divergence/01_input_alignments/OG0006279_disco_tree1_aligned_trim.faa	114	20	0.0797039509508972
13_distribution_divergence/01_input_alignments/OG0009622_disco_tree1_aligned_trim.faa	442	25	0.0798650774232395
13_distribution_divergence/01_input_alignments/OG0012110_disco_tree1_aligned_trim.faa	64	18	0.0799591981580869
13_distribution_divergence/01_input_alignments/OG0007119_disco_tree1_aligned_trim.faa	182	25	0.0800933615236832
13_distribution_divergence/01_input_alignments/OG0008071_disco_tree1_aligned_trim.faa	257	34	0.0816842591796709
13_distribution_divergence/01_input_alignments/OG0003094_disco_tree1_aligned_trim.faa	240	17	0.082068867714066
13_distribution_divergence/01_input_alignments/OG0001453_disco_tree2_aligned_trim.faa	183	31	0.0831948014206503
13_distribution_divergence/01_input_alignments/OG0009632_disco_tree1_aligned_trim.faa	456	33	0.083251546685689
13_distribution_divergence/01_input_alignments/OG0005264_disco_tree1_aligned_trim.faa	151	31	0.0834131610885685
13_distribution_divergence/01_input_alignments/OG0006859_disco_tree1_aligned_trim.faa	458	33	0.0841954861881047
13_distribution_divergence/01_input_alignments/OG0008335_disco_tree1_aligned_trim.faa	195	23	0.0846116262678915
13_distribution_divergence/01_input_alignments/OG0003433_disco_tree1_aligned_trim.faa	205	23	0.0846619667578265
13_distribution_divergence/01_input_alignments/OG0005429_disco_tree1_aligned_trim.faa	102	29	0.0846682873511861
13_distribution_divergence/01_input_alignments/OG0000594_disco_tree2_aligned_trim.faa	135	19	0.0846729430773824
13_distribution_divergence/01_input_alignments/OG0000473_disco_tree1_aligned_trim.faa	125	22	0.0868316769290237
13_distribution_divergence/01_input_alignments/OG0005693_disco_tree1_aligned_trim.faa	473	21	0.0874452299722494
13_distribution_divergence/01_input_alignments/OG0009675_disco_tree1_aligned_trim.faa	235	33	0.0877029724415533
13_distribution_divergence/01_input_alignments/OG0008513_disco_tree1_aligned_trim.faa	551	32	0.0890506469476371
13_distribution_divergence/01_input_alignments/OG0000072_disco_tree6_aligned_trim.faa	377	31	0.0898898945817174
13_distribution_divergence/01_input_alignments/OG0005371_disco_tree1_aligned_trim.faa	318	17	0.0905146130008294
13_distribution_divergence/01_input_alignments/OG0001145_disco_tree2_aligned_trim.faa	216	31	0.0918763604462676
13_distribution_divergence/01_input_alignments/OG0005824_disco_tree1_aligned_trim.faa	445	32	0.0919153137306594
13_distribution_divergence/01_input_alignments/OG0003358_disco_tree1_aligned_trim.faa	193	32	0.0929074131533159
13_distribution_divergence/01_input_alignments/OG0009693_disco_tree1_aligned_trim.faa	523	26	0.0940402599934349
13_distribution_divergence/01_input_alignments/OG0001405_disco_tree2_aligned_trim.faa	354	25	0.0944533720617977
13_distribution_divergence/01_input_alignments/OG0006320_disco_tree1_aligned_trim.faa	1337	24	0.0950276734684003
13_distribution_divergence/01_input_alignments/OG0007747_disco_tree1_aligned_trim.faa	182	32	0.0951775340023499
13_distribution_divergence/01_input_alignments/OG0006999_disco_tree1_aligned_trim.faa	130	29	0.0954629538346059
13_distribution_divergence/01_input_alignments/OG0008523_disco_tree1_aligned_trim.faa	114	23	0.095522102638977
13_distribution_divergence/01_input_alignments/OG0002533_disco_tree2_aligned_trim.faa	165	32	0.096099721292179
13_distribution_divergence/01_input_alignments/OG0002134_disco_tree1_aligned_trim.faa	340	29	0.0961551690621376
13_distribution_divergence/01_input_alignments/OG0000251_disco_tree2_aligned_trim.faa	453	23	0.0967367581486944
13_distribution_divergence/01_input_alignments/OG0001090_disco_tree3_aligned_trim.faa	214	34	0.097126204187815
13_distribution_divergence/01_input_alignments/OG0008606_disco_tree1_aligned_trim.faa	210	32	0.0971610629688962
13_distribution_divergence/01_input_alignments/OG0008486_disco_tree1_aligned_trim.faa	368	30	0.0972931667750261
13_distribution_divergence/01_input_alignments/OG0010677_disco_tree1_aligned_trim.faa	103	32	0.0979990286780461
13_distribution_divergence/01_input_alignments/OG0010159_disco_tree1_aligned_trim.faa	241	34	0.0984536302207855
13_distribution_divergence/01_input_alignments/OG0003454_disco_tree1_aligned_trim.faa	1685	30	0.0988236979687561
13_distribution_divergence/01_input_alignments/OG0009313_disco_tree1_aligned_trim.faa	260	34	0.0988254214773726
13_distribution_divergence/01_input_alignments/OG0007195_disco_tree1_aligned_trim.faa	288	30	0.0988976200107458
13_distribution_divergence/01_input_alignments/OG0008641_disco_tree1_aligned_trim.faa	421	33	0.0990823482129262
13_distribution_divergence/01_input_alignments/OG0008467_disco_tree1_aligned_trim.faa	1112	32	0.0992938869509895
13_distribution_divergence/01_input_alignments/OG0009115_disco_tree1_aligned_trim.faa	163	22	0.099764655454363
13_distribution_divergence/01_input_alignments/OG0005770_disco_tree1_aligned_trim.faa	208	33	0.101177559739807
13_distribution_divergence/01_input_alignments/OG0008173_disco_tree1_aligned_trim.faa	353	22	0.101317180402286
13_distribution_divergence/01_input_alignments/OG0010419_disco_tree1_aligned_trim.faa	132	33	0.101724849717029
13_distribution_divergence/01_input_alignments/OG0004412_disco_tree1_aligned_trim.faa	356	26	0.102277775840355
13_distribution_divergence/01_input_alignments/OG0008198_disco_tree1_aligned_trim.faa	185	33	0.102994443654271
13_distribution_divergence/01_input_alignments/OG0009230_disco_tree1_aligned_trim.faa	422	29	0.103291357057519
13_distribution_divergence/01_input_alignments/OG0010425_disco_tree1_aligned_trim.faa	337	33	0.103381064256464
13_distribution_divergence/01_input_alignments/OG0001983_disco_tree2_aligned_trim.faa	463	25	0.103527064488508
13_distribution_divergence/01_input_alignments/OG0000681_disco_tree3_aligned_trim.faa	147	29	0.104041326388191
13_distribution_divergence/01_input_alignments/OG0008704_disco_tree1_aligned_trim.faa	513	33	0.104226219399818
13_distribution_divergence/01_input_alignments/OG0006551_disco_tree1_aligned_trim.faa	647	34	0.104977391684458
13_distribution_divergence/01_input_alignments/OG0009354_disco_tree1_aligned_trim.faa	508	33	0.106067338790218
13_distribution_divergence/01_input_alignments/OG0009342_disco_tree1_aligned_trim.faa	249	33	0.106387664032812
13_distribution_divergence/01_input_alignments/OG0001071_disco_tree2_aligned_trim.faa	300	33	0.106390609251305
13_distribution_divergence/01_input_alignments/OG0000426_disco_tree2_aligned_trim.faa	191	30	0.106472233555461
13_distribution_divergence/01_input_alignments/OG0008746_disco_tree1_aligned_trim.faa	108	33	0.106582198099635
13_distribution_divergence/01_input_alignments/OG0008478_disco_tree1_aligned_trim.faa	158	34	0.107213447956683
13_distribution_divergence/01_input_alignments/OG0007569_disco_tree1_aligned_trim.faa	507	21	0.107308886248004
13_distribution_divergence/01_input_alignments/OG0004764_disco_tree1_aligned_trim.faa	1077	29	0.107462620051562
13_distribution_divergence/01_input_alignments/OG0007638_disco_tree1_aligned_trim.faa	120	33	0.10760044627952
13_distribution_divergence/01_input_alignments/OG0004096_disco_tree1_aligned_trim.faa	506	29	0.107999730824163
13_distribution_divergence/01_input_alignments/OG0006416_disco_tree1_aligned_trim.faa	350	28	0.108315520985736
13_distribution_divergence/01_input_alignments/OG0004881_disco_tree1_aligned_trim.faa	196	21	0.108374442780941
13_distribution_divergence/01_input_alignments/OG0009576_disco_tree1_aligned_trim.faa	308	31	0.108588341131825
13_distribution_divergence/01_input_alignments/OG0006912_disco_tree1_aligned_trim.faa	486	33	0.109200110036557
13_distribution_divergence/01_input_alignments/OG0005432_disco_tree1_aligned_trim.faa	622	33	0.109252698586332
13_distribution_divergence/01_input_alignments/OG0000252_disco_tree1_aligned_trim.faa	448	17	0.109328753138528
13_distribution_divergence/01_input_alignments/OG0006395_disco_tree1_aligned_trim.faa	777	28	0.109602436966748
13_distribution_divergence/01_input_alignments/OG0006843_disco_tree1_aligned_trim.faa	561	29	0.1099586817206
13_distribution_divergence/01_input_alignments/OG0004820_disco_tree1_aligned_trim.faa	387	18	0.110570696050891
13_distribution_divergence/01_input_alignments/OG0008860_disco_tree1_aligned_trim.faa	149	31	0.1106367814616
13_distribution_divergence/01_input_alignments/OG0004807_disco_tree1_aligned_trim.faa	161	26	0.111056772135654
13_distribution_divergence/01_input_alignments/OG0004266_disco_tree1_aligned_trim.faa	609	23	0.111879327029004
13_distribution_divergence/01_input_alignments/OG0008714_disco_tree1_aligned_trim.faa	127	33	0.111995301417618
13_distribution_divergence/01_input_alignments/OG0006840_disco_tree1_aligned_trim.faa	237	30	0.11204003414324
13_distribution_divergence/01_input_alignments/OG0002355_disco_tree2_aligned_trim.faa	184	29	0.112552775143188
13_distribution_divergence/01_input_alignments/OG0004300_disco_tree1_aligned_trim.faa	143	29	0.1130416668302
13_distribution_divergence/01_input_alignments/OG0002024_disco_tree2_aligned_trim.faa	171	34	0.113424735585214
13_distribution_divergence/01_input_alignments/OG0009891_disco_tree1_aligned_trim.faa	130	33	0.114222616572762
13_distribution_divergence/01_input_alignments/OG0005182_disco_tree1_aligned_trim.faa	92	27	0.114762794729288
13_distribution_divergence/01_input_alignments/OG0008848_disco_tree1_aligned_trim.faa	127	33	0.114833788652002
13_distribution_divergence/01_input_alignments/OG0006785_disco_tree1_aligned_trim.faa	510	29	0.11483585232901
13_distribution_divergence/01_input_alignments/OG0007885_disco_tree1_aligned_trim.faa	783	34	0.114973428949896
13_distribution_divergence/01_input_alignments/OG0005472_disco_tree1_aligned_trim.faa	106	18	0.115085713314831
13_distribution_divergence/01_input_alignments/OG0008968_disco_tree1_aligned_trim.faa	415	29	0.116312054854734
13_distribution_divergence/01_input_alignments/OG0002133_disco_tree2_aligned_trim.faa	193	26	0.116702038606428
13_distribution_divergence/01_input_alignments/OG0004531_disco_tree2_aligned_trim.faa	486	18	0.116720479520148
13_distribution_divergence/01_input_alignments/OG0001104_disco_tree1_aligned_trim.faa	325	27	0.116781647611249
13_distribution_divergence/01_input_alignments/OG0006293_disco_tree1_aligned_trim.faa	492	26	0.116985734008597
13_distribution_divergence/01_input_alignments/OG0009335_disco_tree1_aligned_trim.faa	143	33	0.117095955413566
13_distribution_divergence/01_input_alignments/OG0001685_disco_tree1_aligned_trim.faa	179	30	0.117208339084097
13_distribution_divergence/01_input_alignments/OG0008767_disco_tree1_aligned_trim.faa	197	26	0.118139359806927
13_distribution_divergence/01_input_alignments/OG0011740_disco_tree1_aligned_trim.faa	83	20	0.119234274285156
13_distribution_divergence/01_input_alignments/OG0006005_disco_tree1_aligned_trim.faa	166	28	0.120577503075801
13_distribution_divergence/01_input_alignments/OG0010611_disco_tree1_aligned_trim.faa	227	28	0.120731323517766
13_distribution_divergence/01_input_alignments/OG0010134_disco_tree1_aligned_trim.faa	107	34	0.121037409817849
13_distribution_divergence/01_input_alignments/OG0011806_disco_tree1_aligned_trim.faa	85	24	0.121149433231253
13_distribution_divergence/01_input_alignments/OG0000024_disco_tree2_aligned_trim.faa	159	22	0.121408303834552
13_distribution_divergence/01_input_alignments/OG0007170_disco_tree1_aligned_trim.faa	98	24	0.121514431486615
13_distribution_divergence/01_input_alignments/OG0005730_disco_tree1_aligned_trim.faa	731	26	0.122061403062205
13_distribution_divergence/01_input_alignments/OG0007162_disco_tree1_aligned_trim.faa	315	27	0.12209155451754
13_distribution_divergence/01_input_alignments/OG0000213_disco_tree2_aligned_trim.faa	181	26	0.122763768546335
13_distribution_divergence/01_input_alignments/OG0001381_disco_tree1_aligned_trim.faa	418	19	0.123066102080685
13_distribution_divergence/01_input_alignments/OG0007544_disco_tree1_aligned_trim.faa	179	23	0.123556260542613
13_distribution_divergence/01_input_alignments/OG0009131_disco_tree1_aligned_trim.faa	344	30	0.124256269126239
13_distribution_divergence/01_input_alignments/OG0001777_disco_tree1_aligned_trim.faa	380	33	0.125504752400865
13_distribution_divergence/01_input_alignments/OG0003520_disco_tree1_aligned_trim.faa	891	30	0.125797241944299
13_distribution_divergence/01_input_alignments/OG0010215_disco_tree1_aligned_trim.faa	256	32	0.12636228214001
13_distribution_divergence/01_input_alignments/OG0010234_disco_tree1_aligned_trim.faa	170	32	0.126621186089545
13_distribution_divergence/01_input_alignments/OG0007576_disco_tree2_aligned_trim.faa	307	18	0.127078985556192
13_distribution_divergence/01_input_alignments/OG0010071_disco_tree1_aligned_trim.faa	182	33	0.127148356987119
13_distribution_divergence/01_input_alignments/OG0010213_disco_tree1_aligned_trim.faa	625	34	0.127276383004371
13_distribution_divergence/01_input_alignments/OG0005474_disco_tree1_aligned_trim.faa	171	33	0.127769328409567
13_distribution_divergence/01_input_alignments/OG0003599_disco_tree1_aligned_trim.faa	1265	18	0.128665775208293
13_distribution_divergence/01_input_alignments/OG0009227_disco_tree1_aligned_trim.faa	246	34	0.128862721186757
13_distribution_divergence/01_input_alignments/OG0009471_disco_tree1_aligned_trim.faa	532	28	0.129974598387171
13_distribution_divergence/01_input_alignments/OG0009948_disco_tree1_aligned_trim.faa	160	33	0.130228391513745
13_distribution_divergence/01_input_alignments/OG0004635_disco_tree1_aligned_trim.faa	192	21	0.130981747051463
13_distribution_divergence/01_input_alignments/OG0002102_disco_tree1_aligned_trim.faa	710	32	0.131110453616511
13_distribution_divergence/01_input_alignments/OG0000239_disco_tree1_aligned_trim.faa	662	28	0.132046415030597
13_distribution_divergence/01_input_alignments/OG0001080_disco_tree3_aligned_trim.faa	303	21	0.132517302164032
13_distribution_divergence/01_input_alignments/OG0006152_disco_tree1_aligned_trim.faa	343	30	0.133177995988315
13_distribution_divergence/01_input_alignments/OG0002254_disco_tree2_aligned_trim.faa	119	33	0.13322378390823
13_distribution_divergence/01_input_alignments/OG0002134_disco_tree2_aligned_trim.faa	342	29	0.133297775668611
13_distribution_divergence/01_input_alignments/OG0005023_disco_tree1_aligned_trim.faa	479	17	0.133320489070326
13_distribution_divergence/01_input_alignments/OG0007929_disco_tree1_aligned_trim.faa	152	30	0.133839560686254
13_distribution_divergence/01_input_alignments/OG0005903_disco_tree1_aligned_trim.faa	333	32	0.13400109323718
13_distribution_divergence/01_input_alignments/OG0007066_disco_tree1_aligned_trim.faa	117	33	0.134637505339667
13_distribution_divergence/01_input_alignments/OG0007150_disco_tree1_aligned_trim.faa	180	33	0.134643748295068
13_distribution_divergence/01_input_alignments/OG0007550_disco_tree1_aligned_trim.faa	459	33	0.13526811545071
13_distribution_divergence/01_input_alignments/OG0005465_disco_tree1_aligned_trim.faa	451	33	0.135475809416822
13_distribution_divergence/01_input_alignments/OG0007553_disco_tree1_aligned_trim.faa	889	26	0.136214865680522
13_distribution_divergence/01_input_alignments/OG0008445_disco_tree1_aligned_trim.faa	256	25	0.136502264715968
13_distribution_divergence/01_input_alignments/OG0007217_disco_tree1_aligned_trim.faa	321	31	0.137277527535123
13_distribution_divergence/01_input_alignments/OG0008775_disco_tree1_aligned_trim.faa	245	31	0.137710172298637
13_distribution_divergence/01_input_alignments/OG0010224_disco_tree1_aligned_trim.faa	147	34	0.137758877129144
13_distribution_divergence/01_input_alignments/OG0007967_disco_tree1_aligned_trim.faa	237	26	0.138027658726373
13_distribution_divergence/01_input_alignments/OG0008446_disco_tree1_aligned_trim.faa	173	34	0.138342402788185
13_distribution_divergence/01_input_alignments/OG0010288_disco_tree1_aligned_trim.faa	169	32	0.138604068650078
13_distribution_divergence/01_input_alignments/OG0008300_disco_tree1_aligned_trim.faa	205	34	0.138627914631685
13_distribution_divergence/01_input_alignments/OG0008652_disco_tree1_aligned_trim.faa	422	33	0.139629907985098
13_distribution_divergence/01_input_alignments/OG0005718_disco_tree1_aligned_trim.faa	278	33	0.140420073431691
13_distribution_divergence/01_input_alignments/OG0009527_disco_tree1_aligned_trim.faa	187	32	0.140662468028611
13_distribution_divergence/01_input_alignments/OG0006142_disco_tree1_aligned_trim.faa	1235	18	0.140712187344351
13_distribution_divergence/01_input_alignments/OG0002089_disco_tree1_aligned_trim.faa	222	31	0.140735981150949
13_distribution_divergence/01_input_alignments/OG0004802_disco_tree1_aligned_trim.faa	723	20	0.141007492023944
13_distribution_divergence/01_input_alignments/OG0007940_disco_tree1_aligned_trim.faa	1190	34	0.141304008848299
13_distribution_divergence/01_input_alignments/OG0003176_disco_tree1_aligned_trim.faa	1137	18	0.14131584641462
13_distribution_divergence/01_input_alignments/OG0005324_disco_tree1_aligned_trim.faa	115	34	0.141900769590941
13_distribution_divergence/01_input_alignments/OG0002043_disco_tree2_aligned_trim.faa	366	32	0.141902975319059
13_distribution_divergence/01_input_alignments/OG0005639_disco_tree1_aligned_trim.faa	212	22	0.142765520338234
13_distribution_divergence/01_input_alignments/OG0005687_disco_tree1_aligned_trim.faa	216	24	0.144162660184477
13_distribution_divergence/01_input_alignments/OG0010389_disco_tree1_aligned_trim.faa	499	28	0.144192470757242
13_distribution_divergence/01_input_alignments/OG0001358_disco_tree1_aligned_trim.faa	199	33	0.144781616960351
13_distribution_divergence/01_input_alignments/OG0006876_disco_tree1_aligned_trim.faa	764	28	0.144995512357946
13_distribution_divergence/01_input_alignments/OG0010103_disco_tree1_aligned_trim.faa	351	33	0.145046412207074
13_distribution_divergence/01_input_alignments/OG0009141_disco_tree1_aligned_trim.faa	106	32	0.14528405310953
13_distribution_divergence/01_input_alignments/OG0004896_disco_tree1_aligned_trim.faa	555	26	0.14538898978531
13_distribution_divergence/01_input_alignments/OG0004372_disco_tree1_aligned_trim.faa	887	20	0.145571030666109
13_distribution_divergence/01_input_alignments/OG0005297_disco_tree1_aligned_trim.faa	123	25	0.145856341509273
13_distribution_divergence/01_input_alignments/OG0006747_disco_tree1_aligned_trim.faa	1181	32	0.146306259811338
13_distribution_divergence/01_input_alignments/OG0004050_disco_tree1_aligned_trim.faa	707	29	0.14646780815621
13_distribution_divergence/01_input_alignments/OG0006299_disco_tree1_aligned_trim.faa	979	30	0.146883381241269
13_distribution_divergence/01_input_alignments/OG0004219_disco_tree1_aligned_trim.faa	136	20	0.147104421072963
13_distribution_divergence/01_input_alignments/OG0003478_disco_tree1_aligned_trim.faa	877	23	0.147289544300756
13_distribution_divergence/01_input_alignments/OG0001634_disco_tree1_aligned_trim.faa	4494	19	0.147529136989393
13_distribution_divergence/01_input_alignments/OG0009399_disco_tree1_aligned_trim.faa	201	26	0.148075346217007
13_distribution_divergence/01_input_alignments/OG0009954_disco_tree1_aligned_trim.faa	394	31	0.14838990826424
13_distribution_divergence/01_input_alignments/OG0010520_disco_tree1_aligned_trim.faa	335	31	0.148804943937861
13_distribution_divergence/01_input_alignments/OG0005891_disco_tree1_aligned_trim.faa	186	30	0.14905214392022
13_distribution_divergence/01_input_alignments/OG0001150_disco_tree1_aligned_trim.faa	263	24	0.149111915415655
13_distribution_divergence/01_input_alignments/OG0001381_disco_tree2_aligned_trim.faa	461	27	0.149647411537651
13_distribution_divergence/01_input_alignments/OG0003099_disco_tree2_aligned_trim.faa	128	32	0.149996842073179
13_distribution_divergence/01_input_alignments/OG0002766_disco_tree2_aligned_trim.faa	330	22	0.150321639996064
13_distribution_divergence/01_input_alignments/OG0010461_disco_tree1_aligned_trim.faa	200	31	0.150371321737307
13_distribution_divergence/01_input_alignments/OG0012103_disco_tree1_aligned_trim.faa	74	19	0.150591865104333
13_distribution_divergence/01_input_alignments/OG0001633_disco_tree1_aligned_trim.faa	2846	22	0.150707468626808
13_distribution_divergence/01_input_alignments/OG0007810_disco_tree1_aligned_trim.faa	306	33	0.151226026689358
13_distribution_divergence/01_input_alignments/OG0000213_disco_tree1_aligned_trim.faa	180	17	0.151447466859851
13_distribution_divergence/01_input_alignments/OG0007982_disco_tree1_aligned_trim.faa	483	32	0.151583913222137
13_distribution_divergence/01_input_alignments/OG0009924_disco_tree1_aligned_trim.faa	256	34	0.152078812647169
