gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Ppur_DN2292.c0.g1.i1.p1	OG4:dmd-10	86.0	dmd-10	86.0
Mcor_CAC5397186.1	OG4:dmd-10	86.0	dmd-10	86.0
Medu_CAG2232556.1	OG4:dmd-10	86.0	dmd-10	86.0
Hsap_NP.067063.1	OG5:dmrt-3	63.0	dmrt-3	63.0
Cgig_XP.011427033.2	OG5:dmrt-3	63.0	dmrt-3	56.0
Scon_Chr8.2435	OG5:dmrt-3	63.0	dmrt-3	56.0
Cvir_XP.022317913.1	OG5:dmrt-3	63.0	dmrt-3	56.0
Pcor_DN33000.c0.g1.i1.p1	OG5:dmrt-3	63.0	dmrt-3	56.0
Airc_Contig349.40	OG5:dmrt-3	63.0	dmrt-3	56.0
Oedu_XP.048761857.1	OG5:dmrt-3	63.0	dmrt-3	56.0
Bgla_XP.013077145.1	OG5:dmrt-3	63.0	dmrt-3	96.0
Cang_XP.052687934.1	OG5:dmrt-3	63.0	dmrt-3	56.0
Mmar_MMAM00000039146	OG5:dmrt-3	63.0	dmrt-3	54.0
Sglo_Sgl014397	OG5:dmrt-3	63.0	dmrt-3	56.0
Sbro_EVM0006488.1	OG5:dmrt-3	63.0	dmrt-3	56.0
Hbia_M00000034631	OG5:dmrt-3	63.0	dmrt-3	54.0
Dpol_XP.052246678.1	OG5:dmrt-3	63.0	dmrt-3	56.0
Mner_g243052.t1	OG5:dmrt-3	63.0	dmrt-3	54.0
Gaeg_XP.041357684.1	OG5:dmrt-3	63.0	dmrt-3	96.0
Pmax_XP.033737545.1	OG5:dmrt-3	63.0	dmrt-3	56.0
Mcal_XP.052076466.1	OG5:dmrt-3	63.0	dmrt-3	56.0
Tgra_KAJ8305800.1	OG5:dmrt-3	63.0	dmrt-3	56.0
Csin_Hic.asm.11.1174	OG5:dmrt-3	63.0	dmrt-3	56.0
Rphi_XP.060576862.1	OG5:dmrt-3	63.0	dmrt-3	56.0
Pcan_XP.025110327.1	OG5:dmrt-3	63.0	dmrt-3	96.0
Mgal_VDI32052.1	OG5:dmrt-3	63.0	dmrt-3	56.0
Amar_Ama12564	OG5:dmrt-3	63.0	dmrt-3	56.0
Medu_CAG2226664.1	OG5:dmrt-3	63.0	dmrt-3	56.0
Apur_scaffold.95.76	OG5:dmrt-3	63.0	dmrt-3	56.0
Dmel_NP.524428.1	OG5:dmrt-3	63.0	dmrt-3	92.0
Mcor_CAC5360634.1	OG5:dmrt-3	63.0	dmrt-3	56.0
Mare_XP.052777877.1	OG5:dmrt-3	63.0	dmrt-3	56.0
Hruf_XP.046367747.2	OG5:dmrt-3	63.0	dmrt-3	96.0
Pyes_XP.021377273.1	OG5:dmrt-3	63.0	dmrt-3	56.0
Acal_XP.005096932.1	OG5:dmrt-3	63.0	dmrt-3	96.0
Pvir_s00097g272	OG5:dmrt-3	63.0	dmrt-3	56.0
Mmer_XP.045157038.1	OG5:dmrt-3	63.0	dmrt-3	56.0
Mphi_scaf.42165.0.7	OG5:dmrt-3	63.0	dmrt-3	56.0
Cpli_DN37429.c0.g2.i1.p1	OG5:dmrt-3	63.0	dmrt-3	54.0
Cari_EVM0028466.1	OG5:dmrt-3	63.0	dmrt-3	56.0
Cele_NP.510466.1	OG5:dmrt-3	63.0	dmrt-3	92.0
Obim_XP.052832484.1	OG6:dmrt-2	93.0	dmrt-2	93.0
Cpli_DN116454.c0.g1.i1.p1	OG6:dmrt-2	93.0	dmrt-2	92.0
Osin_XP.029650766.2	OG6:dmrt-2	93.0	dmrt-2	93.0
Pstr_KAK3603675.1	OG6:dmrt-2	93.0	dmrt-2	92.0
Mcor_CAC5404148.1	OG6:dmrt-2	93.0	dmrt-2	89.0
Airc_Contig172.94	OG6:dmrt-2	93.0	dmrt-2	89.0
Rphi_XP.060589226.1	OG6:dmrt-2	93.0	dmrt-2	94.0
Tsqu_DN51730.c0.g1.i1.p1	OG6:dmrt-2	93.0	dmrt-2	94.0
Mgal_VDI42071.1	OG6:dmrt-2	93.0	dmrt-2	89.0
Dmel_NP.511146.2	OG6:dmrt-2	93.0	dmrt-2	93.0
Scon_Chr8.1365	OG6:dmrt-2	93.0	dmrt-2	98.0
Gaeg_XP.041359971.1	OG6:dmrt-2	93.0	NA	NA
Bgla_XP.055887190.1	OG6:dmrt-2	93.0	NA	NA
Pvir_s00097g235	OG6:dmrt-2	93.0	dmrt-2	89.0
Pcor_DN165632.c0.g1.i1.p1	OG6:dmrt-2	93.0	NA	NA
Tgra_KAJ8306274.1	OG6:dmrt-2	93.0	dmrt-2	89.0
Sbro_EVM0001645.1	OG6:dmrt-2	93.0	dmrt-2	89.0
Pmax_XP.033738864.1	OG6:dmrt-2	93.0	dmrt-2	89.0
Apec_DN21321.c1.g1.i1.p1	OG6:dmrt-2	93.0	dmrt-2	53.0
Pcor_DN115233.c0.g1.i1.p1	OG6:dmrt-2	93.0	dmrt-2	70.0
Mmer_XP.045156965.2	OG6:dmrt-2	93.0	dmrt-2	94.0
Mphi_scaf.30477.1.9	OG6:dmrt-2	93.0	dmrt-2	89.0
Pyes_XP.021368788.1	OG6:dmrt-2	93.0	dmrt-2	89.0
Pcan_XP.025111540.1	OG6:dmrt-2	93.0	NA	NA
Hruf_XP.048255484.1	OG6:dmrt-2	93.0	NA	NA
Medu_CAG2252366.1	OG6:dmrt-2	93.0	dmrt-2	89.0
Hsap_NP.870987.2	OG6:dmrt-2	93.0	dmrt-2	93.0
Pmar_DN28033.c0.g1.i1.p1	OG6:dmrt-2	93.0	dmrt-2	93.0
Mchi_DN34711.c0.g1.i2.p1	OG7:DMRT-B1	87.0	DMRT-B1	87.0
Scon_Chr8.738	OG7:DMRT-B1	87.0	DMRT-B1	87.0
Hsap_NP.149056.1	OG7:DMRT-B1	87.0	DMRT-B1	100.0
Hsap_NP.071443.2	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	56.0/87.0
Lorb_DN147341.c0.g1.i1.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Hsap_NP.115486.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	56.0/100.0
Pstr_KAK3612677.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Scon_Chr8.1999	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Hbia_M00000038945	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mner_g34603.t1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Gaeg_XP.041357898.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mmod_DN116828.c0.g1.i1.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Pstr_KAK3583105.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Sbro_EVM0004355.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Pcor_DN12587.c0.g3.i3.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Hruf_XP.046367734.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Apur_scaffold.95.77	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Cgig_NP.001295834.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Dmel_NP.524549.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	98.0/56.0
Pcor_DN12587.c0.g2.i1.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Csin_Hic.asm.11.400	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Acal_XP.005096931.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Cele_NP.495138.2	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	98.0/56.0
Medu_CAG2209978.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Pgen_DN68344.c0.g1.i1.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Dpol_XP.052255215.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Pcan_XP.025110328.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mmer_XP.045157593.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mner_g58531.t1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Cpli_DN67594.c0.g1.i1.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Bgla_XP.013089804.2	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mcor_CAC5398878.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Tsqu_DN75749.c0.g1.i1.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Cang_XP.052685010.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mcal_XP.052092340.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Tgra_KAJ8305799.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mare_XP.052776891.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Pyes_XP.021377274.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mner_g241174.t1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Pcor_DN1623.c0.g1.i3.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Scon_Chr8.2143	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Sglo_Sgl006992	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mchi_DN35166.c0.g1.i1.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Hbia_M00000038948	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mare_XP.052774906.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Cari_EVM0008623.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Cpli_DN55944.c0.g1.i1.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Cpli_DN54583.c0.g1.i1.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mgal_VDI24477.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mmar_MMAM00000040448	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mner_g192820.t1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Rphi_XP.060600638.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mare_XP.052776885.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Pmax_XP.033737544.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Oedu_XP.048763391.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Amar_Ama12441	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Cpli_DN9274.c0.g1.i1.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mmer_XP.045157053.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Cpli_DN67594.c0.g2.i1.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Apec_DN10969.c0.g1.i1.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Hbia_M00000038946	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Sgra_DN54078.c0.g1.i1.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Cvir_XP.022319926.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Sbro_EVM0021940.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Amar_Ama12902	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Rphi_XP.060600746.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Dpol_XP.052224782.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mmar_MMAM00000008515	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mmer_XP.045159713.2	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mmar_MMAM00000016566	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Dpol_XP.052257495.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mmar_MMAM00000047004	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Pstr_KAK3583112.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Rphi_XP.060578674.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Rdec_DN26973.c0.g1.i1.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mphi_scaf.68796.0.3	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Pgen_DN35556.c0.g1.i2.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Pstr_KAK3583110.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Lorb_DN40542.c0.g1.i1.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Pcor_DN12587.c0.g1.i4.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Csin_Hic.asm.11.338	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Sgra_DN6659.c0.g1.i3.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Pvir_s00733g2	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Airc_Contig349.42	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Hbia_M00000019813	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Poku_DN35178.c0.g1.i2.p1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Hbia_M00000038947	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Pstr_KAK3583109.1	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Mmar_MMAM00000044361	OG8:dmrt-4-5	56.0	dmrt-4/dmrt-5	83.0/56.0
Apec_DN8372.c0.g4.i1.p1	OG9:NA	1.0	NA	NA
Hsap_XP.006716795.1	OG10:DMRT-1	1.0	DMRT-1	100.0
Dmel_NP.731197.1	OG11:dsx	1.0	dsx	100.0
