gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Dele_XP.017131043.1	OG1:dmrt-99B/dmrt-A2	24.0	dmrt-99B/dmrt-A2/dmrt-A2-like	78.0/13.0/13.0
Dbip_XP.017099960.2	OG2:NA	1.0	dmrt-99B/dmrt-A2/dmrt-A2-like	37.0/13.0/13.0
Dmir_XP.017145289.1	OG3:NA	1.0	dmrt-99B/dmrt-A2/dmrt-A2-like	27.0/13.0/13.0
Dpse_XP.001357766.3	OG4:dmrt-A2	1.0	dmrt-99B/dmrt-A2/dmrt-A2-like	27.0/13.0/13.0
Dhyd_XP.023160825.2	OG5:dmrt-A	1.0	dmrt-99B/dmrt-A2/dmrt-A2-like	13.0/13.0/100.0
Dari_XP.017869153.1	OG6:NA	1.0	dmrt-99B/dmrt-A2	13.0/99.0
Dgri_XP.001996117.1	OG7:NA	1.0	dmrt-99B/dmrt-A2/dmrt-A2-like	13.0/13.0/61.0
Dhyd_XP.023160826.2	OG8:dmrt-A2	1.0	dmrt-99B/dmrt-A2	13.0/13.0
Dana_XP.001964762.1	OG9:NA	1.0	dmrt-99B/dmrt-A2/dmrt-A2-like	37.0/13.0/13.0
Agam_XP.061501728.1	OG10:dmrt-93B/dmrt-A2	100.0	dmrt-93B/dmrt-A2	100.0/100.0
Dalb_XP.034117959.2	OG10:dmrt-93B/dmrt-A2	100.0	dmrt-93B/dmrt-A2	83.0/96.0
Dpse_XP.001360059.2	OG10:dmrt-93B/dmrt-A2	100.0	dmrt-93B/dmrt-A2	83.0/83.0
Dkik_XP.017036725.1	OG10:dmrt-93B/dmrt-A2	100.0	dmrt-93B/dmrt-A2	88.0/83.0
Dbip_XP.017102685.2	OG10:dmrt-93B/dmrt-A2	100.0	dmrt-93B/dmrt-A2	86.0/86.0
Dbus_XP.017844858.1	OG10:dmrt-93B/dmrt-A2	100.0	dmrt-93B/dmrt-A2	83.0/96.0
Dsuz_XP.036672900.1	OG10:dmrt-93B/dmrt-A2	100.0	dmrt-93B/dmrt-A2	100.0/83.0
Dser_XP.020817775.1	OG10:dmrt-93B/dmrt-A2	100.0	dmrt-93B/dmrt-A2	88.0/83.0
Dari_XP.017874225.1	OG10:dmrt-93B/dmrt-A2	100.0	dmrt-93B/dmrt-A2	83.0/96.0
Dgri_XP.001990371.1	OG10:dmrt-93B/dmrt-A2	100.0	dmrt-93B/dmrt-A2	83.0/96.0
Dwil_XP.002073560.1	OG10:dmrt-93B/dmrt-A2	100.0	dmrt-93B/dmrt-A2	83.0/96.0
Dmel_NP.524428.1	OG10:dmrt-93B/dmrt-A2	100.0	dmrt-93B/dmrt-A2	100.0/83.0
Dmir_XP.017140144.1	OG10:dmrt-93B/dmrt-A2	100.0	dmrt-93B/dmrt-A2	83.0/100.0
Dsec_XP.002044276.1	OG10:dmrt-93B/dmrt-A2	100.0	dmrt-93B/dmrt-A2	100.0/83.0
Dele_XP.017118537.1	OG10:dmrt-93B/dmrt-A2	100.0	dmrt-93B/dmrt-A2	100.0/83.0
Dana_XP.001954937.1	OG10:dmrt-93B/dmrt-A2	100.0	dmrt-93B/dmrt-A2	86.0/86.0
Dere_XP.001979344.2	OG10:dmrt-93B/dmrt-A2	100.0	dmrt-93B/dmrt-A2	100.0/83.0
Dmel_NP.511146.2	OG11:dmrt-2-11E	100.0	dmrt-11E/dmrt-2	100.0/100.0
Dsec_XP.002042926.2	OG11:dmrt-2-11E	100.0	dmrt-11E/dmrt-2	100.0/82.0
Dwil_XP.002075263.1	OG11:dmrt-2-11E	100.0	dmrt-11E/dmrt-2	100.0/99.0
Dpse_XP.001355530.3	OG11:dmrt-2-11E	100.0	dmrt-11E/dmrt-2	100.0/80.0
Dbip_XP.017089150.2	OG11:dmrt-2-11E	100.0	dmrt-11E/dmrt-2	100.0/80.0
Dser_XP.020808350.1	OG11:dmrt-2-11E	100.0	dmrt-11E/dmrt-2	100.0/65.0
Dmir_XP.017136076.1	OG11:dmrt-2-11E	100.0	dmrt-11E/dmrt-2	100.0/80.0
Dana_XP.032309371.1	OG11:dmrt-2-11E	100.0	dmrt-11E/dmrt-2	100.0/80.0
Dere_XP.015010652.2	OG11:dmrt-2-11E	100.0	dmrt-11E/dmrt-2	100.0/84.0
Dbus_XP.017850127.1	OG11:dmrt-2-11E	100.0	dmrt-11E/dmrt-2	100.0/89.0
Dsuz_XP.016924080.2	OG11:dmrt-2-11E	100.0	dmrt-11E/dmrt-2	100.0/87.0
Dalb_XP.034099986.1	OG11:dmrt-2-11E	100.0	dmrt-11E/dmrt-2	100.0/100.0
Dgri_XP.043071903.1	OG11:dmrt-2-11E	100.0	dmrt-11E/dmrt-2	100.0/89.0
Dele_XP.017112743.2	OG11:dmrt-2-11E	100.0	dmrt-11E/dmrt-2	100.0/90.0
Dhyd_XP.023180022.1	OG11:dmrt-2-11E	100.0	dmrt-11E/dmrt-2	100.0/80.0
Dkik_XP.017034619.2	OG11:dmrt-2-11E	100.0	dmrt-11E/dmrt-2	100.0/65.0
Dari_XP.017869421.1	OG11:dmrt-2-11E	100.0	dmrt-11E/dmrt-2	100.0/100.0
Agam_XP.310668.5	OG12:NA	1.0	NA	NA
