in_gene	out_gene	branch_support	ev_type	sos
Agam_XP.061505879.1	Dwil_XP.023034158.2	100.0	S	0.0
Agam_XP.061505879.1	Dpse_XP.033233400.1	100.0	S	0.0
Agam_XP.061505879.1	Dpse_XP.015038643.2	100.0	S	0.0
Agam_XP.061505879.1	Dmir_XP.033244969.1	100.0	S	0.0
Agam_XP.061505879.1	Dmel_NP.524302.1	100.0	S	0.0
Agam_XP.061505879.1	Dbip_XP.017100743.2	100.0	S	0.0
Agam_XP.061505879.1	Dbus_XP.017845708.1	100.0	S	0.0
Dbip_XP.043069566.1	Dsec_XP.002044492.1	100.0	S	0.0
Dbip_XP.043069566.1	Dere_XP.026838997.1	100.0	S	0.0
Dbip_XP.043069566.1	Dhyd_XP.023165574.2	100.0	S	0.0
Dbip_XP.043069566.1	Dele_XP.041564577.1	100.0	S	0.0
Dbip_XP.043069566.1	Dsuz_XP.036678464.1	100.0	S	0.0
Dbip_XP.043069566.1	Dalb_XP.051862243.1	100.0	S	0.0
Dbip_XP.043069566.1	Dana_XP.032311767.1	100.0	S	0.0
Dbip_XP.043069566.1	Dpse_XP.033237266.1	100.0	S	0.0
Dbip_XP.043069566.1	Dmel_NP.726538.1	100.0	S	0.0
Dbip_XP.043069566.1	Dmir_XP.017155587.1	100.0	S	0.0
Dbip_XP.043069566.1	Dser_XP.020809944.1	100.0	S	0.0
Dbip_XP.043069566.1	Dbus_XP.017853536.1	100.0	S	0.0
Dbip_XP.043069566.1	Dwil_XP.023035694.1	100.0	S	0.0
Dbip_XP.043069566.1	Dkik_XP.017037372.1	100.0	S	0.0
Dwil_XP.002072563.1	Dhyd_XP.023163080.1	100.0	S	0.0
Dwil_XP.002072563.1	Dbip_XP.017098296.2	100.0	S	0.0
Dwil_XP.002072563.1	Dmel_NP.651951.1	100.0	S	0.0
Dwil_XP.002072563.1	Dsuz_XP.036671526.1	100.0	S	0.0
Dwil_XP.002072563.1	Dele_XP.017126055.1	100.0	S	0.0
Dwil_XP.002072563.1	Dbus_XP.017853523.1	100.0	S	0.0
Dwil_XP.002072563.1	Dsec_XP.002043702.1	100.0	S	0.0
Dwil_XP.002072563.1	Agam_XP.061505343.1	100.0	S	0.0
Dwil_XP.002072563.1	Dere_XP.001982706.1	100.0	S	0.0
Dwil_XP.002072563.1	Dmir_XP.017155765.1	100.0	S	0.0
Dwil_XP.002072563.1	Dana_XP.032308054.1	100.0	S	0.0
Dwil_XP.002072563.1	Dalb_XP.034112224.1	100.0	S	0.0
Dwil_XP.002072563.1	Dpse_XP.015044407.1	100.0	S	0.0
Dwil_XP.002072563.1	Dkik_XP.041632589.1	100.0	S	0.0
Dwil_XP.002072563.1	Dgri_XP.043071810.1	100.0	S	0.0
Dwil_XP.002072563.1	Dser_XP.020809941.1	100.0	S	0.0
Dwil_XP.002072563.1	Dari_XP.017869379.1	100.0	S	0.0
Dalb_XP.034097387.1	Dgri_XP.032593899.1	92.0	S	0.0
Dalb_XP.034097387.1	Dhyd_XP.023174414.2	92.0	S	0.0
Dalb_XP.034097387.1	Dbus_XP.017852827.2	92.0	S	0.0
Dalb_XP.034097387.1	Dari_XP.017869569.1	92.0	S	0.0
Dwil_XP.023030939.1	Dkik_XP.017022654.1	71.0	S	0.0
Dwil_XP.023030939.1	Dana_XP.032308510.1	71.0	S	0.0
Dwil_XP.023030939.1	Dmir_XP.033252440.1	71.0	S	0.0
Dwil_XP.023030939.1	Dser_XP.020805864.1	71.0	S	0.0
Dwil_XP.023030939.1	Dpse_XP.033241472.1	71.0	S	0.0
Dwil_XP.023030939.1	Dbip_XP.017091473.2	71.0	S	0.0
Dwil_XP.023034158.2	Dalb_XP.034114927.1	100.0	S	0.0
Dwil_XP.023034158.2	Dgri_XP.001990048.1	100.0	S	0.0
Dwil_XP.023034158.2	Dmir_XP.033244968.1	100.0	S	0.0
Dwil_XP.023034158.2	Dsec_XP.002031751.2	100.0	S	0.0
Dwil_XP.023034158.2	Dser_XP.020814051.1	100.0	S	0.0
Dwil_XP.023034158.2	Dari_XP.017867184.1	100.0	S	0.0
Dwil_XP.023034158.2	Dkik_XP.017026689.1	100.0	S	0.0
Dwil_XP.023034158.2	Dana_XP.001952947.1	100.0	S	0.0
Dwil_XP.023034158.2	Dmir_XP.033244970.1	100.0	S	0.0
Dwil_XP.023034158.2	Dere_XP.001980679.1	100.0	S	0.0
Dwil_XP.023034158.2	Dele_XP.017119152.1	100.0	S	0.0
Dwil_XP.023034158.2	Dsuz_XP.016944421.1	100.0	S	0.0
Dwil_XP.023034158.2	Dhyd_XP.023174343.2	100.0	S	0.0
Dwil_XP.023034158.2	Dpse_XP.033233400.1	100.0	S	0.0
Dwil_XP.023034158.2	Dpse_XP.015038643.2	100.0	S	0.0
Dwil_XP.023034158.2	Dmir_XP.033244969.1	100.0	S	0.0
Dwil_XP.023034158.2	Dmel_NP.524302.1	100.0	S	0.0
Dwil_XP.023034158.2	Dbip_XP.017100743.2	100.0	S	0.0
Dwil_XP.023034158.2	Dbus_XP.017845708.1	100.0	S	0.0
Dana_XP.032311767.1	Dsec_XP.002044492.1	74.0	S	0.0
Dana_XP.032311767.1	Dere_XP.026838997.1	74.0	S	0.0
Dana_XP.032311767.1	Dhyd_XP.023165574.2	74.0	S	0.0
Dana_XP.032311767.1	Dele_XP.041564577.1	74.0	S	0.0
Dana_XP.032311767.1	Dsuz_XP.036678464.1	74.0	S	0.0
Dana_XP.032311767.1	Dalb_XP.051862243.1	74.0	S	0.0
Dana_XP.032311767.1	Dpse_XP.033237266.1	74.0	S	0.0
Dana_XP.032311767.1	Dmel_NP.726538.1	74.0	S	0.0
Dana_XP.032311767.1	Dmir_XP.017155587.1	74.0	S	0.0
Dana_XP.032311767.1	Dser_XP.020809944.1	74.0	S	0.0
Dana_XP.032311767.1	Dbus_XP.017853536.1	74.0	S	0.0
Dana_XP.032311767.1	Dwil_XP.023035694.1	74.0	S	0.0
Dana_XP.032311767.1	Dkik_XP.017037372.1	74.0	S	0.0
Agam_XP.061502996.1	Dhyd_XP.023172914.1	100.0	S	0.0
Dbus_XP.033148941.1	Dhyd_XP.023172914.1	100.0	S	0.0
Agam_XP.061502996.1	Dbip_XP.043067838.1	100.0	S	0.0
Dbus_XP.033148941.1	Dbip_XP.043067838.1	100.0	S	0.0
Agam_XP.061502996.1	Dgri_XP.032593352.2	100.0	S	0.0
Dbus_XP.033148941.1	Dgri_XP.032593352.2	100.0	S	0.0
Agam_XP.061502996.1	Dana_XP.044571198.1	100.0	S	0.0
Dbus_XP.033148941.1	Dana_XP.044571198.1	100.0	S	0.0
Agam_XP.061502996.1	Dalb_XP.051862673.1	100.0	S	0.0
Dbus_XP.033148941.1	Dalb_XP.051862673.1	100.0	S	0.0
Agam_XP.061502996.1	Dmir_XP.033244694.1	100.0	S	0.0
Dbus_XP.033148941.1	Dmir_XP.033244694.1	100.0	S	0.0
Agam_XP.061502996.1	Dmel_NP.001247011.1	100.0	S	0.0
Dbus_XP.033148941.1	Dmel_NP.001247011.1	100.0	S	0.0
Agam_XP.061502996.1	Dere_XP.015009985.2	100.0	S	0.0
Dbus_XP.033148941.1	Dere_XP.015009985.2	100.0	S	0.0
Agam_XP.061502996.1	Dele_XP.017117570.1	100.0	S	0.0
Dbus_XP.033148941.1	Dele_XP.017117570.1	100.0	S	0.0
Agam_XP.061502996.1	Dsuz_XP.016930987.1	100.0	S	0.0
Dbus_XP.033148941.1	Dsuz_XP.016930987.1	100.0	S	0.0
Agam_XP.061502996.1	Dpse_XP.033241607.1	100.0	S	0.0
Dbus_XP.033148941.1	Dpse_XP.033241607.1	100.0	S	0.0
Agam_XP.061502996.1	Dwil_XP.046865977.1	100.0	S	0.0
Dbus_XP.033148941.1	Dwil_XP.046865977.1	100.0	S	0.0
Agam_XP.061502996.1	Dsec_XP.032577368.1	100.0	S	0.0
Dbus_XP.033148941.1	Dsec_XP.032577368.1	100.0	S	0.0
Agam_XP.061502996.1	Dser_XP.020813734.1	100.0	S	0.0
Dbus_XP.033148941.1	Dser_XP.020813734.1	100.0	S	0.0
Dwil_XP.002072142.2	Agam_XP.061497073.1	100.0	S	0.0
Dwil_XP.002072142.2	Dari_XP.017859446.1	100.0	S	0.0
Dwil_XP.002072142.2	Dsuz_XP.036674215.1	100.0	S	0.0
Dwil_XP.002072142.2	Dsuz_XP.036672729.1	100.0	S	0.0
Dwil_XP.002072142.2	Dgri_XP.032595778.1	100.0	S	0.0
Dwil_XP.002072142.2	Dbip_XP.017091959.2	100.0	S	0.0
Dwil_XP.002072142.2	Dmir_XP.017143568.1	100.0	S	0.0
Dwil_XP.002072142.2	Dalb_XP.034113157.1	100.0	S	0.0
Dwil_XP.002072142.2	Dsec_XP.032576567.1	100.0	S	0.0
Dwil_XP.002072142.2	Dhyd_XP.023171342.1	100.0	S	0.0
Dwil_XP.002072142.2	Dbus_XP.033149836.1	100.0	S	0.0
Dwil_XP.002072142.2	Dere_XP.026839669.1	100.0	S	0.0
Dwil_XP.002072142.2	Dkik_XP.017026758.1	100.0	S	0.0
Dwil_XP.002072142.2	Dser_XP.020817293.1	100.0	S	0.0
Dwil_XP.002072142.2	Dpse_XP.033236382.1	100.0	S	0.0
Dwil_XP.002072142.2	Dele_XP.041565035.1	100.0	S	0.0
Dwil_XP.002072142.2	Dana_XP.032311428.1	100.0	S	0.0
Dwil_XP.002072142.2	Dmel_NP.650330.3	100.0	S	0.0
Dhyd_XP.023163080.1	Dbip_XP.017098296.2	9.0	S	0.0
Dbus_XP.017853523.1	Dbip_XP.017098296.2	9.0	S	0.0
Dalb_XP.034112224.1	Dbip_XP.017098296.2	9.0	S	0.0
Dgri_XP.043071810.1	Dbip_XP.017098296.2	9.0	S	0.0
Dari_XP.017869379.1	Dbip_XP.017098296.2	9.0	S	0.0
Dhyd_XP.023163080.1	Dmel_NP.651951.1	9.0	S	0.0
Dbus_XP.017853523.1	Dmel_NP.651951.1	9.0	S	0.0
Dalb_XP.034112224.1	Dmel_NP.651951.1	9.0	S	0.0
Dgri_XP.043071810.1	Dmel_NP.651951.1	9.0	S	0.0
Dari_XP.017869379.1	Dmel_NP.651951.1	9.0	S	0.0
Dhyd_XP.023163080.1	Dsuz_XP.036671526.1	9.0	S	0.0
Dbus_XP.017853523.1	Dsuz_XP.036671526.1	9.0	S	0.0
Dalb_XP.034112224.1	Dsuz_XP.036671526.1	9.0	S	0.0
Dgri_XP.043071810.1	Dsuz_XP.036671526.1	9.0	S	0.0
Dari_XP.017869379.1	Dsuz_XP.036671526.1	9.0	S	0.0
Dhyd_XP.023163080.1	Dele_XP.017126055.1	9.0	S	0.0
Dbus_XP.017853523.1	Dele_XP.017126055.1	9.0	S	0.0
Dalb_XP.034112224.1	Dele_XP.017126055.1	9.0	S	0.0
Dgri_XP.043071810.1	Dele_XP.017126055.1	9.0	S	0.0
Dari_XP.017869379.1	Dele_XP.017126055.1	9.0	S	0.0
Dhyd_XP.023163080.1	Dsec_XP.002043702.1	9.0	S	0.0
Dbus_XP.017853523.1	Dsec_XP.002043702.1	9.0	S	0.0
Dalb_XP.034112224.1	Dsec_XP.002043702.1	9.0	S	0.0
Dgri_XP.043071810.1	Dsec_XP.002043702.1	9.0	S	0.0
Dari_XP.017869379.1	Dsec_XP.002043702.1	9.0	S	0.0
Dhyd_XP.023163080.1	Agam_XP.061505343.1	9.0	S	0.0
Dbus_XP.017853523.1	Agam_XP.061505343.1	9.0	S	0.0
Dalb_XP.034112224.1	Agam_XP.061505343.1	9.0	S	0.0
Dgri_XP.043071810.1	Agam_XP.061505343.1	9.0	S	0.0
Dari_XP.017869379.1	Agam_XP.061505343.1	9.0	S	0.0
Dhyd_XP.023163080.1	Dere_XP.001982706.1	9.0	S	0.0
Dbus_XP.017853523.1	Dere_XP.001982706.1	9.0	S	0.0
Dalb_XP.034112224.1	Dere_XP.001982706.1	9.0	S	0.0
Dgri_XP.043071810.1	Dere_XP.001982706.1	9.0	S	0.0
Dari_XP.017869379.1	Dere_XP.001982706.1	9.0	S	0.0
Dhyd_XP.023163080.1	Dmir_XP.017155765.1	9.0	S	0.0
Dbus_XP.017853523.1	Dmir_XP.017155765.1	9.0	S	0.0
Dalb_XP.034112224.1	Dmir_XP.017155765.1	9.0	S	0.0
Dgri_XP.043071810.1	Dmir_XP.017155765.1	9.0	S	0.0
Dari_XP.017869379.1	Dmir_XP.017155765.1	9.0	S	0.0
Dhyd_XP.023163080.1	Dana_XP.032308054.1	9.0	S	0.0
Dbus_XP.017853523.1	Dana_XP.032308054.1	9.0	S	0.0
Dalb_XP.034112224.1	Dana_XP.032308054.1	9.0	S	0.0
Dgri_XP.043071810.1	Dana_XP.032308054.1	9.0	S	0.0
Dari_XP.017869379.1	Dana_XP.032308054.1	9.0	S	0.0
Dhyd_XP.023163080.1	Dpse_XP.015044407.1	9.0	S	0.0
Dbus_XP.017853523.1	Dpse_XP.015044407.1	9.0	S	0.0
Dalb_XP.034112224.1	Dpse_XP.015044407.1	9.0	S	0.0
Dgri_XP.043071810.1	Dpse_XP.015044407.1	9.0	S	0.0
Dari_XP.017869379.1	Dpse_XP.015044407.1	9.0	S	0.0
Dhyd_XP.023163080.1	Dkik_XP.041632589.1	9.0	S	0.0
Dbus_XP.017853523.1	Dkik_XP.041632589.1	9.0	S	0.0
Dalb_XP.034112224.1	Dkik_XP.041632589.1	9.0	S	0.0
Dgri_XP.043071810.1	Dkik_XP.041632589.1	9.0	S	0.0
Dari_XP.017869379.1	Dkik_XP.041632589.1	9.0	S	0.0
Dhyd_XP.023163080.1	Dser_XP.020809941.1	9.0	S	0.0
Dbus_XP.017853523.1	Dser_XP.020809941.1	9.0	S	0.0
Dalb_XP.034112224.1	Dser_XP.020809941.1	9.0	S	0.0
Dgri_XP.043071810.1	Dser_XP.020809941.1	9.0	S	0.0
Dari_XP.017869379.1	Dser_XP.020809941.1	9.0	S	0.0
Agam_XP.001688749.2	Dmel_NP.523950.2	100.0	S	0.0
Agam_XP.001688749.2	Dalb_XP.034105454.1	100.0	S	0.0
Agam_XP.001688749.2	Dser_XP.020817612.1	100.0	S	0.0
Agam_XP.001688749.2	Dele_XP.017121425.1	100.0	S	0.0
Agam_XP.001688749.2	Dkik_XP.017017381.1	100.0	S	0.0
Agam_XP.001688749.2	Dana_XP.001958356.2	100.0	S	0.0
Agam_XP.001688749.2	Dari_XP.017864430.1	100.0	S	0.0
Agam_XP.001688749.2	Dbus_XP.017841230.1	100.0	S	0.0
Agam_XP.001688749.2	Dwil_XP.002061803.1	100.0	S	0.0
Agam_XP.001688749.2	Dgri_XP.001983803.1	100.0	S	0.0
Agam_XP.001688749.2	Dere_XP.001971514.2	100.0	S	0.0
Agam_XP.001688749.2	Dsuz_XP.036672243.1	100.0	S	0.0
Agam_XP.001688749.2	Dpse_XP.002134730.3	100.0	S	0.0
Agam_XP.001688749.2	Dhyd_XP.030081482.1	100.0	S	0.0
Agam_XP.001688749.2	Dbip_XP.017095285.2	100.0	S	0.0
Agam_XP.001688749.2	Dmir_XP.017139097.1	100.0	S	0.0
Agam_XP.001688749.2	Dsec_XP.002035641.1	100.0	S	0.0
Dbus_XP.017852827.2	Dgri_XP.032593899.1	93.0	S	0.0
Dbus_XP.017852827.2	Dhyd_XP.023174414.2	93.0	S	0.0
Dbus_XP.017852827.2	Dari_XP.017869569.1	93.0	S	0.0
Dpse_XP.033241472.1	Dser_XP.020805864.1	93.0	S	0.0
Dmir_XP.033252440.1	Dser_XP.020805864.1	93.0	S	0.0
Dpse_XP.033241472.1	Dana_XP.032308510.1	93.0	S	0.0
Dmir_XP.033252440.1	Dana_XP.032308510.1	93.0	S	0.0
Dpse_XP.033241472.1	Dkik_XP.017022654.1	93.0	S	0.0
Dmir_XP.033252440.1	Dkik_XP.017022654.1	93.0	S	0.0
Dpse_XP.033241472.1	Dbip_XP.017091473.2	93.0	S	0.0
Dmir_XP.033252440.1	Dbip_XP.017091473.2	93.0	S	0.0
Dgri_XP.001990048.1	Dmir_XP.033244968.1	96.0	S	0.0
Dalb_XP.034114927.1	Dmir_XP.033244968.1	96.0	S	0.0
Dari_XP.017867184.1	Dmir_XP.033244968.1	96.0	S	0.0
Dbus_XP.017845708.1	Dmir_XP.033244968.1	96.0	S	0.0
Dhyd_XP.023174343.2	Dmir_XP.033244968.1	96.0	S	0.0
Dgri_XP.001990048.1	Dsec_XP.002031751.2	96.0	S	0.0
Dalb_XP.034114927.1	Dsec_XP.002031751.2	96.0	S	0.0
Dari_XP.017867184.1	Dsec_XP.002031751.2	96.0	S	0.0
Dbus_XP.017845708.1	Dsec_XP.002031751.2	96.0	S	0.0
Dhyd_XP.023174343.2	Dsec_XP.002031751.2	96.0	S	0.0
Dgri_XP.001990048.1	Dpse_XP.015038643.2	96.0	S	0.0
Dalb_XP.034114927.1	Dpse_XP.015038643.2	96.0	S	0.0
Dari_XP.017867184.1	Dpse_XP.015038643.2	96.0	S	0.0
Dbus_XP.017845708.1	Dpse_XP.015038643.2	96.0	S	0.0
Dhyd_XP.023174343.2	Dpse_XP.015038643.2	96.0	S	0.0
Dgri_XP.001990048.1	Dana_XP.001952947.1	96.0	S	0.0
Dalb_XP.034114927.1	Dana_XP.001952947.1	96.0	S	0.0
Dari_XP.017867184.1	Dana_XP.001952947.1	96.0	S	0.0
Dbus_XP.017845708.1	Dana_XP.001952947.1	96.0	S	0.0
Dhyd_XP.023174343.2	Dana_XP.001952947.1	96.0	S	0.0
Dgri_XP.001990048.1	Dser_XP.020814051.1	96.0	S	0.0
Dalb_XP.034114927.1	Dser_XP.020814051.1	96.0	S	0.0
Dari_XP.017867184.1	Dser_XP.020814051.1	96.0	S	0.0
Dbus_XP.017845708.1	Dser_XP.020814051.1	96.0	S	0.0
Dhyd_XP.023174343.2	Dser_XP.020814051.1	96.0	S	0.0
Dgri_XP.001990048.1	Dmir_XP.033244970.1	96.0	S	0.0
Dalb_XP.034114927.1	Dmir_XP.033244970.1	96.0	S	0.0
Dari_XP.017867184.1	Dmir_XP.033244970.1	96.0	S	0.0
