in_gene	out_gene	branch_support	ev_type	sos
Dari_XP.017874634.1	Dmir_XP.017142875.1	77.0	S	0.0
Dwil_XP.023035845.1	Dsec_XP.002038750.1	77.0	S	0.0
Dgri_XP.043071113.1	Dsec_XP.002038750.1	77.0	S	0.0
Dalb_XP.034117252.2	Dsec_XP.002038750.1	77.0	S	0.0
Dhyd_XP.023178918.2	Dsec_XP.002038750.1	77.0	S	0.0
Dbus_XP.017847641.1	Dsec_XP.002038750.1	77.0	S	0.0
Dari_XP.017874634.1	Dsec_XP.002038750.1	77.0	S	0.0
Dwil_XP.023035845.1	Dser_XP.020809854.1	77.0	S	0.0
Dgri_XP.043071113.1	Dser_XP.020809854.1	77.0	S	0.0
Dalb_XP.034117252.2	Dser_XP.020809854.1	77.0	S	0.0
Dhyd_XP.023178918.2	Dser_XP.020809854.1	77.0	S	0.0
Dbus_XP.017847641.1	Dser_XP.020809854.1	77.0	S	0.0
Dari_XP.017874634.1	Dser_XP.020809854.1	77.0	S	0.0
Dwil_XP.023035845.1	Dele_XP.017119779.1	77.0	S	0.0
Dgri_XP.043071113.1	Dele_XP.017119779.1	77.0	S	0.0
Dalb_XP.034117252.2	Dele_XP.017119779.1	77.0	S	0.0
Dhyd_XP.023178918.2	Dele_XP.017119779.1	77.0	S	0.0
Dbus_XP.017847641.1	Dele_XP.017119779.1	77.0	S	0.0
Dari_XP.017874634.1	Dele_XP.017119779.1	77.0	S	0.0
Dwil_XP.023035845.1	Dpse_XP.033235910.1	77.0	S	0.0
Dgri_XP.043071113.1	Dpse_XP.033235910.1	77.0	S	0.0
Dalb_XP.034117252.2	Dpse_XP.033235910.1	77.0	S	0.0
Dhyd_XP.023178918.2	Dpse_XP.033235910.1	77.0	S	0.0
Dbus_XP.017847641.1	Dpse_XP.033235910.1	77.0	S	0.0
Dari_XP.017874634.1	Dpse_XP.033235910.1	77.0	S	0.0
Dwil_XP.023035845.1	Dmel_NP.001262353.1	77.0	S	0.0
Dgri_XP.043071113.1	Dmel_NP.001262353.1	77.0	S	0.0
Dalb_XP.034117252.2	Dmel_NP.001262353.1	77.0	S	0.0
Dhyd_XP.023178918.2	Dmel_NP.001262353.1	77.0	S	0.0
Dbus_XP.017847641.1	Dmel_NP.001262353.1	77.0	S	0.0
Dari_XP.017874634.1	Dmel_NP.001262353.1	77.0	S	0.0
Dwil_XP.023035845.1	Dbip_XP.017088683.2	77.0	S	0.0
Dgri_XP.043071113.1	Dbip_XP.017088683.2	77.0	S	0.0
Dalb_XP.034117252.2	Dbip_XP.017088683.2	77.0	S	0.0
Dhyd_XP.023178918.2	Dbip_XP.017088683.2	77.0	S	0.0
Dbus_XP.017847641.1	Dbip_XP.017088683.2	77.0	S	0.0
Dari_XP.017874634.1	Dbip_XP.017088683.2	77.0	S	0.0
Dwil_XP.023035845.1	Dsuz_XP.036675224.1	77.0	S	0.0
Dgri_XP.043071113.1	Dsuz_XP.036675224.1	77.0	S	0.0
Dalb_XP.034117252.2	Dsuz_XP.036675224.1	77.0	S	0.0
Dhyd_XP.023178918.2	Dsuz_XP.036675224.1	77.0	S	0.0
Dbus_XP.017847641.1	Dsuz_XP.036675224.1	77.0	S	0.0
Dari_XP.017874634.1	Dsuz_XP.036675224.1	77.0	S	0.0
Dwil_XP.023035845.1	Dana_XP.014766033.1	77.0	S	0.0
Dgri_XP.043071113.1	Dana_XP.014766033.1	77.0	S	0.0
Dalb_XP.034117252.2	Dana_XP.014766033.1	77.0	S	0.0
Dhyd_XP.023178918.2	Dana_XP.014766033.1	77.0	S	0.0
Dbus_XP.017847641.1	Dana_XP.014766033.1	77.0	S	0.0
Dari_XP.017874634.1	Dana_XP.014766033.1	77.0	S	0.0
Dbus_XP.017844894.1	Dmel_NP.524549.1	24.0	S	0.0
Dbus_XP.017844894.1	Dbip_XP.017099960.2	24.0	S	0.0
Dbus_XP.017844894.1	Dere_XP.001981330.1	24.0	S	0.0
Dbus_XP.017844894.1	Dmir_XP.017145289.1	24.0	S	0.0
Dbus_XP.017844894.1	Dwil_XP.023034529.1	24.0	S	0.0
Dbus_XP.017844894.1	Dkik_XP.017021883.1	24.0	S	0.0
Dbus_XP.017844894.1	Dpse_XP.001357766.3	24.0	S	0.0
Dbus_XP.017844894.1	Dhyd_XP.023160825.2	24.0	S	0.0
Dbus_XP.017844894.1	Dari_XP.017869153.1	24.0	S	0.0
Dbus_XP.017844894.1	Dgri_XP.001996117.1	24.0	S	0.0
Dbus_XP.017844894.1	Dser_XP.020811324.1	24.0	S	0.0
Dbus_XP.017844894.1	Dalb_XP.051862400.1	24.0	S	0.0
Dbus_XP.017844894.1	Dsuz_XP.036674364.1	24.0	S	0.0
Dbus_XP.017844894.1	Dsec_XP.002037224.1	24.0	S	0.0
Dbus_XP.017844894.1	Dele_XP.017131043.1	24.0	S	0.0
Dbus_XP.017844894.1	Dhyd_XP.023160826.2	24.0	S	0.0
Dbus_XP.017844894.1	Dana_XP.001964762.1	24.0	S	0.0
Dwil_XP.023035845.1	Dgri_XP.043071113.1	87.0	S	0.0
Dwil_XP.023035845.1	Dalb_XP.034117252.2	87.0	S	0.0
Dwil_XP.023035845.1	Dhyd_XP.023178918.2	87.0	S	0.0
Dwil_XP.023035845.1	Dbus_XP.017847641.1	87.0	S	0.0
Dwil_XP.023035845.1	Dari_XP.017874634.1	87.0	S	0.0
Dmir_XP.017142875.1	Dere_XP.026836830.1	88.0	S	0.0
Dpse_XP.033235910.1	Dere_XP.026836830.1	88.0	S	0.0
Dmir_XP.017142875.1	Dkik_XP.041630485.1	88.0	S	0.0
Dpse_XP.033235910.1	Dkik_XP.041630485.1	88.0	S	0.0
Dmir_XP.017142875.1	Dsuz_XP.036672758.1	88.0	S	0.0
Dpse_XP.033235910.1	Dsuz_XP.036672758.1	88.0	S	0.0
Dmir_XP.017142875.1	Dsec_XP.002038750.1	88.0	S	0.0
Dpse_XP.033235910.1	Dsec_XP.002038750.1	88.0	S	0.0
Dmir_XP.017142875.1	Dser_XP.020809854.1	88.0	S	0.0
Dpse_XP.033235910.1	Dser_XP.020809854.1	88.0	S	0.0
Dmir_XP.017142875.1	Dele_XP.017119779.1	88.0	S	0.0
Dpse_XP.033235910.1	Dele_XP.017119779.1	88.0	S	0.0
Dmir_XP.017142875.1	Dmel_NP.001262353.1	88.0	S	0.0
Dpse_XP.033235910.1	Dmel_NP.001262353.1	88.0	S	0.0
Dmir_XP.017142875.1	Dbip_XP.017088683.2	88.0	S	0.0
Dpse_XP.033235910.1	Dbip_XP.017088683.2	88.0	S	0.0
Dmir_XP.017142875.1	Dsuz_XP.036675224.1	88.0	S	0.0
Dpse_XP.033235910.1	Dsuz_XP.036675224.1	88.0	S	0.0
Dmir_XP.017142875.1	Dana_XP.014766033.1	88.0	S	0.0
Dpse_XP.033235910.1	Dana_XP.014766033.1	88.0	S	0.0
Dhyd_XP.023160826.2	Dmel_NP.524549.1	13.0	S	0.0
Dhyd_XP.023160825.2	Dmel_NP.524549.1	13.0	S	0.0
Dari_XP.017869153.1	Dmel_NP.524549.1	13.0	S	0.0
Dgri_XP.001996117.1	Dmel_NP.524549.1	13.0	S	0.0
Dhyd_XP.023160826.2	Dbip_XP.017099960.2	13.0	S	0.0
Dhyd_XP.023160825.2	Dbip_XP.017099960.2	13.0	S	0.0
Dari_XP.017869153.1	Dbip_XP.017099960.2	13.0	S	0.0
Dgri_XP.001996117.1	Dbip_XP.017099960.2	13.0	S	0.0
Dhyd_XP.023160826.2	Dere_XP.001981330.1	13.0	S	0.0
Dhyd_XP.023160825.2	Dere_XP.001981330.1	13.0	S	0.0
Dari_XP.017869153.1	Dere_XP.001981330.1	13.0	S	0.0
Dgri_XP.001996117.1	Dere_XP.001981330.1	13.0	S	0.0
Dhyd_XP.023160826.2	Dmir_XP.017145289.1	13.0	S	0.0
Dhyd_XP.023160825.2	Dmir_XP.017145289.1	13.0	S	0.0
Dari_XP.017869153.1	Dmir_XP.017145289.1	13.0	S	0.0
Dgri_XP.001996117.1	Dmir_XP.017145289.1	13.0	S	0.0
Dhyd_XP.023160826.2	Dwil_XP.023034529.1	13.0	S	0.0
Dhyd_XP.023160825.2	Dwil_XP.023034529.1	13.0	S	0.0
Dari_XP.017869153.1	Dwil_XP.023034529.1	13.0	S	0.0
Dgri_XP.001996117.1	Dwil_XP.023034529.1	13.0	S	0.0
Dhyd_XP.023160826.2	Dkik_XP.017021883.1	13.0	S	0.0
Dhyd_XP.023160825.2	Dkik_XP.017021883.1	13.0	S	0.0
Dari_XP.017869153.1	Dkik_XP.017021883.1	13.0	S	0.0
Dgri_XP.001996117.1	Dkik_XP.017021883.1	13.0	S	0.0
Dhyd_XP.023160826.2	Dpse_XP.001357766.3	13.0	S	0.0
Dhyd_XP.023160825.2	Dpse_XP.001357766.3	13.0	S	0.0
Dari_XP.017869153.1	Dpse_XP.001357766.3	13.0	S	0.0
Dgri_XP.001996117.1	Dpse_XP.001357766.3	13.0	S	0.0
Dhyd_XP.023160826.2	Dser_XP.020811324.1	13.0	S	0.0
Dhyd_XP.023160825.2	Dser_XP.020811324.1	13.0	S	0.0
Dari_XP.017869153.1	Dser_XP.020811324.1	13.0	S	0.0
Dgri_XP.001996117.1	Dser_XP.020811324.1	13.0	S	0.0
Dhyd_XP.023160826.2	Dalb_XP.051862400.1	13.0	S	0.0
Dhyd_XP.023160825.2	Dalb_XP.051862400.1	13.0	S	0.0
Dari_XP.017869153.1	Dalb_XP.051862400.1	13.0	S	0.0
Dgri_XP.001996117.1	Dalb_XP.051862400.1	13.0	S	0.0
Dhyd_XP.023160826.2	Dsuz_XP.036674364.1	13.0	S	0.0
Dhyd_XP.023160825.2	Dsuz_XP.036674364.1	13.0	S	0.0
Dari_XP.017869153.1	Dsuz_XP.036674364.1	13.0	S	0.0
Dgri_XP.001996117.1	Dsuz_XP.036674364.1	13.0	S	0.0
Dhyd_XP.023160826.2	Dsec_XP.002037224.1	13.0	S	0.0
Dhyd_XP.023160825.2	Dsec_XP.002037224.1	13.0	S	0.0
Dari_XP.017869153.1	Dsec_XP.002037224.1	13.0	S	0.0
Dgri_XP.001996117.1	Dsec_XP.002037224.1	13.0	S	0.0
Dhyd_XP.023160826.2	Dele_XP.017131043.1	13.0	S	0.0
Dhyd_XP.023160825.2	Dele_XP.017131043.1	13.0	S	0.0
Dari_XP.017869153.1	Dele_XP.017131043.1	13.0	S	0.0
Dgri_XP.001996117.1	Dele_XP.017131043.1	13.0	S	0.0
Dhyd_XP.023160826.2	Dana_XP.001964762.1	13.0	S	0.0
Dhyd_XP.023160825.2	Dana_XP.001964762.1	13.0	S	0.0
Dari_XP.017869153.1	Dana_XP.001964762.1	13.0	S	0.0
Dgri_XP.001996117.1	Dana_XP.001964762.1	13.0	S	0.0
Dbus_XP.017847641.1	Dari_XP.017874634.1	94.0	S	0.0
Dalb_XP.034117252.2	Dari_XP.017874634.1	94.0	S	0.0
Dbus_XP.017847641.1	Dhyd_XP.023178918.2	94.0	S	0.0
Dalb_XP.034117252.2	Dhyd_XP.023178918.2	94.0	S	0.0
Dbus_XP.017847641.1	Dgri_XP.043071113.1	94.0	S	0.0
Dalb_XP.034117252.2	Dgri_XP.043071113.1	94.0	S	0.0
Dmir_XP.017142875.1	Dpse_XP.033235910.1	100.0	S	0.0
Dbip_XP.017088683.2	Dere_XP.026836830.1	84.0	S	0.0
Dana_XP.014766033.1	Dere_XP.026836830.1	84.0	S	0.0
Dbip_XP.017088683.2	Dkik_XP.041630485.1	84.0	S	0.0
Dana_XP.014766033.1	Dkik_XP.041630485.1	84.0	S	0.0
Dbip_XP.017088683.2	Dsec_XP.002038750.1	84.0	S	0.0
Dana_XP.014766033.1	Dsec_XP.002038750.1	84.0	S	0.0
Dbip_XP.017088683.2	Dser_XP.020809854.1	84.0	S	0.0
Dana_XP.014766033.1	Dser_XP.020809854.1	84.0	S	0.0
Dbip_XP.017088683.2	Dele_XP.017119779.1	84.0	S	0.0
Dana_XP.014766033.1	Dele_XP.017119779.1	84.0	S	0.0
Dbip_XP.017088683.2	Dmel_NP.001262353.1	84.0	S	0.0
Dana_XP.014766033.1	Dmel_NP.001262353.1	84.0	S	0.0
Dbip_XP.017088683.2	Dsuz_XP.036672758.1	84.0	S	0.0
Dana_XP.014766033.1	Dsuz_XP.036672758.1	84.0	S	0.0
Dbip_XP.017088683.2	Dsuz_XP.036675224.1	84.0	S	0.0
Dana_XP.014766033.1	Dsuz_XP.036675224.1	84.0	S	0.0
Dalb_XP.051862400.1	Dmel_NP.524549.1	14.0	S	0.0
Dalb_XP.051862400.1	Dbip_XP.017099960.2	14.0	S	0.0
Dalb_XP.051862400.1	Dere_XP.001981330.1	14.0	S	0.0
Dalb_XP.051862400.1	Dmir_XP.017145289.1	14.0	S	0.0
Dalb_XP.051862400.1	Dwil_XP.023034529.1	14.0	S	0.0
Dalb_XP.051862400.1	Dkik_XP.017021883.1	14.0	S	0.0
Dalb_XP.051862400.1	Dpse_XP.001357766.3	14.0	S	0.0
Dalb_XP.051862400.1	Dser_XP.020811324.1	14.0	S	0.0
Dalb_XP.051862400.1	Dsuz_XP.036674364.1	14.0	S	0.0
Dalb_XP.051862400.1	Dsec_XP.002037224.1	14.0	S	0.0
Dalb_XP.051862400.1	Dele_XP.017131043.1	14.0	S	0.0
Dalb_XP.051862400.1	Dana_XP.001964762.1	14.0	S	0.0
Agam_XP.061501728.1	Dalb_XP.034117959.2	100.0	S	0.0
Agam_XP.061501728.1	Dpse_XP.001360059.2	100.0	S	0.0
Agam_XP.061501728.1	Dkik_XP.017036725.1	100.0	S	0.0
Agam_XP.061501728.1	Dbip_XP.017102685.2	100.0	S	0.0
Agam_XP.061501728.1	Dbus_XP.017844858.1	100.0	S	0.0
Agam_XP.061501728.1	Dsuz_XP.036672900.1	100.0	S	0.0
Agam_XP.061501728.1	Dser_XP.020817775.1	100.0	S	0.0
Agam_XP.061501728.1	Dari_XP.017874225.1	100.0	S	0.0
Agam_XP.061501728.1	Dgri_XP.001990371.1	100.0	S	0.0
Agam_XP.061501728.1	Dwil_XP.002073560.1	100.0	S	0.0
Agam_XP.061501728.1	Dmel_NP.524428.1	100.0	S	0.0
Agam_XP.061501728.1	Dmir_XP.017140144.1	100.0	S	0.0
Agam_XP.061501728.1	Dsec_XP.002044276.1	100.0	S	0.0
Agam_XP.061501728.1	Dele_XP.017118537.1	100.0	S	0.0
Agam_XP.061501728.1	Dana_XP.001954937.1	100.0	S	0.0
Agam_XP.061501728.1	Dere_XP.001979344.2	100.0	S	0.0
Dmel_NP.511146.2	Dsec_XP.002042926.2	100.0	S	0.0
Dmel_NP.511146.2	Dwil_XP.002075263.1	100.0	S	0.0
Dmel_NP.511146.2	Dpse_XP.001355530.3	100.0	S	0.0
Dmel_NP.511146.2	Dbip_XP.017089150.2	100.0	S	0.0
Dmel_NP.511146.2	Dser_XP.020808350.1	100.0	S	0.0
Dmel_NP.511146.2	Dmir_XP.017136076.1	100.0	S	0.0
Dmel_NP.511146.2	Dana_XP.032309371.1	100.0	S	0.0
Dmel_NP.511146.2	Dere_XP.015010652.2	100.0	S	0.0
Dmel_NP.511146.2	Dbus_XP.017850127.1	100.0	S	0.0
Dmel_NP.511146.2	Dsuz_XP.016924080.2	100.0	S	0.0
Dmel_NP.511146.2	Dalb_XP.034099986.1	100.0	S	0.0
Dmel_NP.511146.2	Dgri_XP.043071903.1	100.0	S	0.0
Dmel_NP.511146.2	Dele_XP.017112743.2	100.0	S	0.0
Dmel_NP.511146.2	Dhyd_XP.023180022.1	100.0	S	0.0
Dmel_NP.511146.2	Dkik_XP.017034619.2	100.0	S	0.0
Dmel_NP.511146.2	Dari_XP.017869421.1	100.0	S	0.0
Dbus_XP.017847641.1	Dalb_XP.034117252.2	79.0	S	0.0
Dgri_XP.043071113.1	Dari_XP.017874634.1	92.0	S	0.0
Dgri_XP.043071113.1	Dhyd_XP.023178918.2	92.0	S	0.0
Dana_XP.014766033.1	Dbip_XP.017088683.2	100.0	S	0.0
Dser_XP.020809854.1	Dere_XP.026836830.1	85.0	S	0.0
Dkik_XP.041630485.1	Dere_XP.026836830.1	85.0	S	0.0
Dser_XP.020809854.1	Dsec_XP.002038750.1	85.0	S	0.0
Dkik_XP.041630485.1	Dsec_XP.002038750.1	85.0	S	0.0
Dser_XP.020809854.1	Dele_XP.017119779.1	85.0	S	0.0
Dkik_XP.041630485.1	Dele_XP.017119779.1	85.0	S	0.0
Dser_XP.020809854.1	Dmel_NP.001262353.1	85.0	S	0.0
Dkik_XP.041630485.1	Dmel_NP.001262353.1	85.0	S	0.0
Dser_XP.020809854.1	Dsuz_XP.036672758.1	85.0	S	0.0
Dkik_XP.041630485.1	Dsuz_XP.036672758.1	85.0	S	0.0
Dser_XP.020809854.1	Dsuz_XP.036675224.1	85.0	S	0.0
Dkik_XP.041630485.1	Dsuz_XP.036675224.1	85.0	S	0.0
Dhyd_XP.023160825.2	Dgri_XP.001996117.1	61.0	S	0.0
Dari_XP.017869153.1	Dhyd_XP.023160826.2	99.0	S	0.0
Dwil_XP.023034529.1	Dmel_NP.524549.1	35.0	S	0.0
Dwil_XP.023034529.1	Dbip_XP.017099960.2	35.0	S	0.0
Dwil_XP.023034529.1	Dere_XP.001981330.1	35.0	S	0.0
Dwil_XP.023034529.1	Dmir_XP.017145289.1	35.0	S	0.0
Dwil_XP.023034529.1	Dkik_XP.017021883.1	35.0	S	0.0
Dwil_XP.023034529.1	Dpse_XP.001357766.3	35.0	S	0.0
Dwil_XP.023034529.1	Dser_XP.020811324.1	35.0	S	0.0
Dwil_XP.023034529.1	Dsuz_XP.036674364.1	35.0	S	0.0
Dwil_XP.023034529.1	Dsec_XP.002037224.1	35.0	S	0.0
Dwil_XP.023034529.1	Dele_XP.017131043.1	35.0	S	0.0
Dwil_XP.023034529.1	Dana_XP.001964762.1	35.0	S	0.0
Dbip_XP.017102685.2	Dalb_XP.034117959.2	86.0	S	0.0
Dana_XP.001954937.1	Dalb_XP.034117959.2	86.0	S	0.0
Dbip_XP.017102685.2	Dpse_XP.001360059.2	86.0	S	0.0
Dana_XP.001954937.1	Dpse_XP.001360059.2	86.0	S	0.0
Dbip_XP.017102685.2	Dkik_XP.017036725.1	86.0	S	0.0
Dana_XP.001954937.1	Dkik_XP.017036725.1	86.0	S	0.0
Dbip_XP.017102685.2	Dbus_XP.017844858.1	86.0	S	0.0
Dana_XP.001954937.1	Dbus_XP.017844858.1	86.0	S	0.0
Dbip_XP.017102685.2	Dsuz_XP.036672900.1	86.0	S	0.0
Dana_XP.001954937.1	Dsuz_XP.036672900.1	86.0	S	0.0
Dbip_XP.017102685.2	Dser_XP.020817775.1	86.0	S	0.0
Dana_XP.001954937.1	Dser_XP.020817775.1	86.0	S	0.0
Dbip_XP.017102685.2	Dari_XP.017874225.1	86.0	S	0.0
Dana_XP.001954937.1	Dari_XP.017874225.1	86.0	S	0.0
Dbip_XP.017102685.2	Dgri_XP.001990371.1	86.0	S	0.0
Dana_XP.001954937.1	Dgri_XP.001990371.1	86.0	S	0.0
Dbip_XP.017102685.2	Dwil_XP.002073560.1	86.0	S	0.0
Dana_XP.001954937.1	Dwil_XP.002073560.1	86.0	S	0.0
Dbip_XP.017102685.2	Dmel_NP.524428.1	86.0	S	0.0
Dana_XP.001954937.1	Dmel_NP.524428.1	86.0	S	0.0
Dbip_XP.017102685.2	Dsec_XP.002044276.1	86.0	S	0.0
Dana_XP.001954937.1	Dsec_XP.002044276.1	86.0	S	0.0
Dbip_XP.017102685.2	Dele_XP.017118537.1	86.0	S	0.0
Dana_XP.001954937.1	Dele_XP.017118537.1	86.0	S	0.0
Dbip_XP.017102685.2	Dmir_XP.017140144.1	86.0	S	0.0
Dana_XP.001954937.1	Dmir_XP.017140144.1	86.0	S	0.0
Dbip_XP.017102685.2	Dere_XP.001979344.2	86.0	S	0.0
Dana_XP.001954937.1	Dere_XP.001979344.2	86.0	S	0.0
Dsec_XP.002042926.2	Dwil_XP.002075263.1	82.0	S	0.0
Dsec_XP.002042926.2	Dpse_XP.001355530.3	82.0	S	0.0
Dsec_XP.002042926.2	Dbip_XP.017089150.2	82.0	S	0.0
Dsec_XP.002042926.2	Dser_XP.020808350.1	82.0	S	0.0
Dsec_XP.002042926.2	Dmir_XP.017136076.1	82.0	S	0.0
Dsec_XP.002042926.2	Dana_XP.032309371.1	82.0	S	0.0
Dsec_XP.002042926.2	Dere_XP.015010652.2	82.0	S	0.0
Dsec_XP.002042926.2	Dbus_XP.017850127.1	82.0	S	0.0
Dsec_XP.002042926.2	Dsuz_XP.016924080.2	82.0	S	0.0
Dsec_XP.002042926.2	Dalb_XP.034099986.1	82.0	S	0.0
Dsec_XP.002042926.2	Dgri_XP.043071903.1	82.0	S	0.0
Dsec_XP.002042926.2	Dele_XP.017112743.2	82.0	S	0.0
Dsec_XP.002042926.2	Dhyd_XP.023180022.1	82.0	S	0.0
Dsec_XP.002042926.2	Dkik_XP.017034619.2	82.0	S	0.0
Dsec_XP.002042926.2	Dari_XP.017869421.1	82.0	S	0.0
Dari_XP.017874634.1	Dhyd_XP.023178918.2	100.0	S	0.0
Dkik_XP.041630485.1	Dser_XP.020809854.1	100.0	S	0.0
Dele_XP.017119779.1	Dere_XP.026836830.1	94.0	S	0.0
Dele_XP.017119779.1	Dsec_XP.002038750.1	94.0	S	0.0
Dele_XP.017119779.1	Dmel_NP.001262353.1	94.0	S	0.0
Dele_XP.017119779.1	Dsuz_XP.036672758.1	94.0	S	0.0
Dele_XP.017119779.1	Dsuz_XP.036675224.1	94.0	S	0.0
Dpse_XP.001357766.3	Dmel_NP.524549.1	27.0	S	0.0
Dmir_XP.017145289.1	Dmel_NP.524549.1	27.0	S	0.0
Dpse_XP.001357766.3	Dbip_XP.017099960.2	27.0	S	0.0
Dmir_XP.017145289.1	Dbip_XP.017099960.2	27.0	S	0.0
Dpse_XP.001357766.3	Dere_XP.001981330.1	27.0	S	0.0
Dmir_XP.017145289.1	Dere_XP.001981330.1	27.0	S	0.0
Dpse_XP.001357766.3	Dkik_XP.017021883.1	27.0	S	0.0
Dmir_XP.017145289.1	Dkik_XP.017021883.1	27.0	S	0.0
Dpse_XP.001357766.3	Dser_XP.020811324.1	27.0	S	0.0
Dmir_XP.017145289.1	Dser_XP.020811324.1	27.0	S	0.0
Dpse_XP.001357766.3	Dsuz_XP.036674364.1	27.0	S	0.0
Dmir_XP.017145289.1	Dsuz_XP.036674364.1	27.0	S	0.0
Dpse_XP.001357766.3	Dsec_XP.002037224.1	27.0	S	0.0
Dmir_XP.017145289.1	Dsec_XP.002037224.1	27.0	S	0.0
Dpse_XP.001357766.3	Dele_XP.017131043.1	27.0	S	0.0
Dmir_XP.017145289.1	Dele_XP.017131043.1	27.0	S	0.0
Dpse_XP.001357766.3	Dana_XP.001964762.1	27.0	S	0.0
Dmir_XP.017145289.1	Dana_XP.001964762.1	27.0	S	0.0
Dana_XP.001954937.1	Dbip_XP.017102685.2	98.0	S	0.0
Dalb_XP.034117959.2	Dsuz_XP.036672900.1	83.0	S	0.0
Dpse_XP.001360059.2	Dsuz_XP.036672900.1	83.0	S	0.0
Dbus_XP.017844858.1	Dsuz_XP.036672900.1	83.0	S	0.0
Dari_XP.017874225.1	Dsuz_XP.036672900.1	83.0	S	0.0
Dgri_XP.001990371.1	Dsuz_XP.036672900.1	83.0	S	0.0
Dwil_XP.002073560.1	Dsuz_XP.036672900.1	83.0	S	0.0
Dmir_XP.017140144.1	Dsuz_XP.036672900.1	83.0	S	0.0
Dalb_XP.034117959.2	Dser_XP.020817775.1	83.0	S	0.0
Dpse_XP.001360059.2	Dser_XP.020817775.1	83.0	S	0.0
Dbus_XP.017844858.1	Dser_XP.020817775.1	83.0	S	0.0
Dari_XP.017874225.1	Dser_XP.020817775.1	83.0	S	0.0
Dgri_XP.001990371.1	Dser_XP.020817775.1	83.0	S	0.0
Dwil_XP.002073560.1	Dser_XP.020817775.1	83.0	S	0.0
Dmir_XP.017140144.1	Dser_XP.020817775.1	83.0	S	0.0
Dalb_XP.034117959.2	Dkik_XP.017036725.1	83.0	S	0.0
Dpse_XP.001360059.2	Dkik_XP.017036725.1	83.0	S	0.0
Dbus_XP.017844858.1	Dkik_XP.017036725.1	83.0	S	0.0
Dari_XP.017874225.1	Dkik_XP.017036725.1	83.0	S	0.0
Dgri_XP.001990371.1	Dkik_XP.017036725.1	83.0	S	0.0
Dwil_XP.002073560.1	Dkik_XP.017036725.1	83.0	S	0.0
Dmir_XP.017140144.1	Dkik_XP.017036725.1	83.0	S	0.0
Dalb_XP.034117959.2	Dmel_NP.524428.1	83.0	S	0.0
