gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Dwil_XP.046865977.1	OG6:fox-P1-4	100.0	fox-P/fox-P1/fox-P4	100.0/91.0/100.0
Dsec_XP.032577368.1	OG6:fox-P1-4	100.0	fox-P/fox-P1/fox-P4	100.0/100.0/70.0
Dser_XP.020813734.1	OG6:fox-P1-4	100.0	fox-P/fox-P1/fox-P4	99.0/100.0/99.0
Dwil_XP.002072142.2	OG7:fox-O	100.0	fox-O	100.0
Agam_XP.061497073.1	OG7:fox-O	100.0	fox-O	70.0
Dari_XP.017859446.1	OG7:fox-O	100.0	fox-O	100.0
Dsuz_XP.036674215.1	OG7:fox-O	100.0	fox-O	91.0
Dsuz_XP.036672729.1	OG7:fox-O	100.0	fox-O	70.0
Dgri_XP.032595778.1	OG7:fox-O	100.0	fox-O	82.0
Dbip_XP.017091959.2	OG7:fox-O	100.0	fox-O	79.0
Dmir_XP.017143568.1	OG7:fox-O	100.0	fox-O	95.0
Dalb_XP.034113157.1	OG7:fox-O	100.0	fox-O	81.0
Dsec_XP.032576567.1	OG7:fox-O	100.0	fox-O	100.0
Dhyd_XP.023171342.1	OG7:fox-O	100.0	fox-O	70.0
Dbus_XP.033149836.1	OG7:fox-O	100.0	fox-O	99.0
Dere_XP.026839669.1	OG7:fox-O	100.0	fox-O	100.0
Dkik_XP.017026758.1	OG7:fox-O	100.0	fox-O	95.0
Dser_XP.020817293.1	OG7:fox-O	100.0	fox-O	95.0
Dpse_XP.033236382.1	OG7:fox-O	100.0	fox-O	95.0
Dele_XP.041565035.1	OG7:fox-O	100.0	fox-O	89.0
Dana_XP.032311428.1	OG7:fox-O	100.0	fox-O	79.0
Dmel_NP.650330.3	OG7:fox-O	100.0	fox-O	95.0
Agam_XP.001688749.2	OG8:biniou	100.0	biniou	100.0
Dmel_NP.523950.2	OG8:biniou	100.0	biniou	77.0
Dalb_XP.034105454.1	OG8:biniou	100.0	biniou	99.0
Dser_XP.020817612.1	OG8:biniou	100.0	biniou	77.0
Dele_XP.017121425.1	OG8:biniou	100.0	biniou	77.0
Dkik_XP.017017381.1	OG8:biniou	100.0	biniou	77.0
Dana_XP.001958356.2	OG8:biniou	100.0	biniou	77.0
Dari_XP.017864430.1	OG8:biniou	100.0	biniou	100.0
Dbus_XP.017841230.1	OG8:biniou	100.0	biniou	81.0
Dwil_XP.002061803.1	OG8:biniou	100.0	biniou	77.0
Dgri_XP.001983803.1	OG8:biniou	100.0	biniou	82.0
Dere_XP.001971514.2	OG8:biniou	100.0	biniou	77.0
Dsuz_XP.036672243.1	OG8:biniou	100.0	biniou	77.0
Dpse_XP.002134730.3	OG8:biniou	100.0	biniou	77.0
Dhyd_XP.030081482.1	OG8:biniou	100.0	biniou	77.0
Dbip_XP.017095285.2	OG8:biniou	100.0	biniou	77.0
Dmir_XP.017139097.1	OG8:biniou	100.0	biniou	77.0
Dsec_XP.002035641.1	OG8:biniou	100.0	biniou	77.0
Agam_XP.061503012.1	OG9:fd-2/fox-L1	100.0	fd-2/fox-L1	100.0/100.0
Dmel_NP.001246609.1	OG9:fd-2/fox-L1	100.0	fd-2/fox-L1	85.0/100.0
Dhyd_XP.023178350.2	OG9:fd-2/fox-L1	100.0	fd-2/fox-L1	95.0/85.0
Dbus_XP.017840363.1	OG9:fd-2/fox-L1	100.0	fd-2/fox-L1	99.0/85.0
Dkik_XP.017019394.1	OG9:fd-2/fox-L1	100.0	fd-2/fox-L1	85.0/95.0
Dser_XP.020807718.1	OG9:fd-2/fox-L1	100.0	fd-2/fox-L1	85.0/95.0
Dari_XP.017863042.1	OG9:fd-2/fox-L1	100.0	fd-2/fox-L1	100.0/85.0
Dsec_XP.002035260.1	OG9:fd-2/fox-L1	100.0	fd-2/fox-L1	85.0/100.0
Dere_XP.001971815.2	OG9:fd-2/fox-L1	100.0	fd-2/fox-L1	85.0/100.0
Dalb_XP.051860220.1	OG9:fd-2/fox-L1	100.0	fd-2/fox-L1	96.0/85.0
Dana_XP.001956070.1	OG9:fd-2/fox-L1	100.0	fd-2/fox-L1	99.0/99.0
Dsuz_XP.016932589.2	OG9:fd-2/fox-L1	100.0	fd-2/fox-L1	85.0/86.0
Dele_XP.017126783.1	OG9:fd-2/fox-L1	100.0	fd-2/fox-L1	85.0/86.0
Dgri_XP.001983216.1	OG9:fd-2/fox-L1	100.0	fd-2/fox-L1	96.0/85.0
Dpse_XP.001352427.1	OG9:fd-2/fox-L1	100.0	fd-2/fox-L1	95.0/85.0
Dwil_XP.002062380.1	OG9:fd-2/fox-L1	100.0	fd-2/fox-L1	94.0/85.0
Dbip_XP.017098174.2	OG9:fd-2/fox-L1	100.0	fd-2/fox-L1	99.0/99.0
Dmir_XP.017137846.1	OG9:fd-2/fox-L1	100.0	fd-2/fox-L1	95.0/85.0
Dere_XP.001977848.1	OG10:fd-19B/slp-1	100.0	fd-19B/slp-1	100.0/100.0
Dhyd_XP.030079337.1	OG10:fd-19B/slp-1	100.0	fd-19B/slp-1	100.0/99.0
Dmel_NP.608369.1	OG10:fd-19B/slp-1	100.0	fd-19B/slp-1	100.0/100.0
Dsec_XP.002039497.1	OG10:fd-19B/slp-1	100.0	fd-19B/slp-1	100.0/100.0
Dsuz_XP.016923819.2	OG10:fd-19B/slp-1	100.0	fd-19B/slp-1	100.0/100.0
Dele_XP.041565246.1	OG10:fd-19B/slp-1	100.0	fd-19B/slp-1	100.0/100.0
Dpse_XP.033239022.1	OG10:fd-19B/slp-1	100.0	fd-19B/slp-1	100.0/99.0
Dmir_XP.017134931.2	OG10:fd-19B/slp-1	100.0	fd-19B/slp-1	100.0/99.0
Dari_XP.017869476.1	OG10:fd-19B/slp-1	100.0	fd-19B/slp-1	100.0/98.0
Dgri_XP.043072169.1	OG10:fd-19B/slp-1	100.0	fd-19B/slp-1	100.0/86.0
Dalb_XP.034101064.2	OG10:fd-19B/slp-1	100.0	fd-19B/slp-1	100.0/86.0
Dwil_XP.046867097.1	OG10:fd-19B/slp-1	100.0	fd-19B/slp-1	100.0/86.0
Dser_XP.020808848.1	OG10:fd-19B/slp-1	100.0	fd-19B/slp-1	100.0/99.0
Dkik_XP.017017955.1	OG10:fd-19B/slp-1	100.0	fd-19B/slp-1	100.0/99.0
Dbus_XP.033150229.1	OG10:fd-19B/slp-1	100.0	fd-19B/slp-1	100.0/99.0
Agam_XP.061512060.1	OG11:NA	100.0	NA	NA
Dalb_XP.034098689.1	OG11:NA	100.0	NA	NA
Dgri_XP.032595015.1	OG11:NA	100.0	NA	NA
Dalb_XP.034098925.1	OG12:slp-1	100.0	slp-1	67.0
Dele_XP.017110574.1	OG12:slp-1	100.0	slp-1	100.0
Dbus_XP.017845192.1	OG12:slp-1	100.0	slp-1	78.0
Dgri_XP.001988485.1	OG12:slp-1	100.0	slp-1	96.0
Dhyd_XP.023179855.2	OG12:slp-1	100.0	slp-1	100.0
Dari_XP.017860496.1	OG12:slp-1	100.0	slp-1	78.0
Dana_XP.001961572.2	OG12:slp-1	100.0	slp-1	100.0
Dmir_XP.017155124.1	OG12:slp-1	100.0	slp-1	100.0
Dbip_XP.017105354.1	OG12:slp-1	100.0	slp-1	100.0
Dmel_NP.476730.1	OG12:slp-1	100.0	slp-1	100.0
Dere_XP.001968625.1	OG12:slp-1	100.0	slp-1	100.0
Dsec_XP.002037770.1	OG12:slp-1	100.0	slp-1	100.0
Dkik_XP.017021730.1	OG12:slp-1	100.0	slp-1	100.0
Dpse_XP.001356670.4	OG12:slp-1	100.0	slp-1	100.0
Dwil_XP.002065500.1	OG12:slp-1	100.0	slp-1	100.0
Dser_XP.020800881.1	OG12:slp-1	100.0	slp-1	100.0
Dsuz_XP.016927184.1	OG12:slp-1	100.0	slp-1	100.0
Agam_XP.061514780.1	OG13:slp-2	100.0	slp-2	100.0
Dalb_XP.034100740.1	OG13:slp-2	100.0	slp-2	81.0
Dele_XP.017110569.1	OG13:slp-2	100.0	slp-2	99.0
Dere_XP.001968626.1	OG13:slp-2	100.0	slp-2	99.0
Dbus_XP.017845289.1	OG13:slp-2	100.0	slp-2	99.0
Dsec_XP.002037771.1	OG13:slp-2	100.0	slp-2	99.0
Dpse_XP.001356669.3	OG13:slp-2	100.0	slp-2	99.0
Dmir_XP.017151517.1	OG13:slp-2	100.0	slp-2	99.0
Dkik_XP.017021724.1	OG13:slp-2	100.0	slp-2	99.0
Dana_XP.001961573.1	OG13:slp-2	100.0	slp-2	99.0
Dari_XP.017860500.1	OG13:slp-2	100.0	slp-2	100.0
Dser_XP.020800889.1	OG13:slp-2	100.0	slp-2	99.0
Dbip_XP.017105682.2	OG13:slp-2	100.0	slp-2	99.0
Dhyd_XP.023179875.2	OG13:slp-2	100.0	slp-2	99.0
Dsuz_XP.016926388.1	OG13:slp-2	100.0	slp-2	99.0
Dwil_XP.023031666.1	OG13:slp-2	100.0	slp-2	100.0
Dgri_XP.001988487.3	OG13:slp-2	100.0	slp-2	81.0
Dmel_NP.476834.1	OG13:slp-2	100.0	slp-2	99.0
Agam_XP.317309.5	OG14:fd-3-59A	100.0	fd-3/fd-59A	100.0/100.0
Dbip_XP.017090886.2	OG14:fd-3-59A	100.0	fd-3/fd-59A	70.0/99.0
Dpse_XP.001361889.1	OG14:fd-3-59A	100.0	fd-3/fd-59A	70.0/100.0
Dmel_NP.523814.1	OG14:fd-3-59A	100.0	fd-3/fd-59A	70.0/100.0
Dsuz_XP.016927872.1	OG14:fd-3-59A	100.0	fd-3/fd-59A	70.0/85.0
Dele_XP.017132051.1	OG14:fd-3-59A	100.0	fd-3/fd-59A	70.0/100.0
Dser_XP.020803123.1	OG14:fd-3-59A	100.0	fd-3/fd-59A	70.0/99.0
Dwil_XP.002061322.3	OG14:fd-3-59A	100.0	fd-3/fd-59A	96.0/96.0
Dgri_XP.001987215.1	OG14:fd-3-59A	100.0	fd-3/fd-59A	98.0/70.0
Dana_XP.001960803.1	OG14:fd-3-59A	100.0	fd-3/fd-59A	70.0/99.0
Dmir_XP.033248262.1	OG14:fd-3-59A	100.0	fd-3/fd-59A	70.0/100.0
Dalb_XP.034105309.1	OG14:fd-3-59A	100.0	fd-3/fd-59A	99.0/70.0
Dhyd_XP.030081270.1	OG14:fd-3-59A	100.0	fd-3/fd-59A	70.0/70.0
Dmir_XP.017150782.2	OG14:fd-3-59A	100.0	fd-3/fd-59A	70.0/100.0
Dkik_XP.017024427.1	OG14:fd-3-59A	100.0	fd-3/fd-59A	70.0/99.0
Dari_XP.017865679.1	OG14:fd-3-59A	100.0	fd-3/fd-59A	99.0/70.0
Dsec_XP.002039987.1	OG14:fd-3-59A	100.0	fd-3/fd-59A	70.0/82.0
Dere_XP.001976310.1	OG14:fd-3-59A	100.0	fd-3/fd-59A	70.0/100.0
Dbus_XP.017836437.1	OG14:fd-3-59A	100.0	fd-3/fd-59A	96.0/96.0
Agam_XP.315933.4	OG15:crocodile	100.0	crocodile	100.0
Dalb_XP.034109751.1	OG15:crocodile	100.0	crocodile	99.0
Dele_XP.017121437.1	OG15:crocodile	100.0	crocodile	87.0
Dmel_NP.524202.1	OG15:crocodile	100.0	crocodile	87.0
Dsec_XP.002040809.1	OG15:crocodile	100.0	crocodile	87.0
Dsuz_XP.016933536.1	OG15:crocodile	100.0	crocodile	87.0
Dari_XP.017864431.1	OG15:crocodile	100.0	crocodile	99.0
Dmir_XP.017139058.1	OG15:crocodile	100.0	crocodile	87.0
Dhyd_XP.023173236.2	OG15:crocodile	100.0	crocodile	87.0
Dbip_XP.017095284.1	OG15:crocodile	100.0	crocodile	87.0
Dwil_XP.002061802.1	OG15:crocodile	100.0	crocodile	97.0
Dser_XP.020817581.1	OG15:crocodile	100.0	crocodile	87.0
Dbus_XP.017841359.1	OG15:crocodile	100.0	crocodile	99.0
Dpse_XP.001354188.2	OG15:crocodile	100.0	crocodile	87.0
Dkik_XP.017029613.1	OG15:crocodile	100.0	crocodile	87.0
Dana_XP.001958355.1	OG15:crocodile	100.0	crocodile	87.0
Dgri_XP.001983802.1	OG15:crocodile	100.0	crocodile	99.0
Dere_XP.001973629.1	OG15:crocodile	100.0	crocodile	87.0
Dmir_XP.017144084.1	OG16:fkh	100.0	fkh	100.0
Dari_XP.017873677.1	OG16:fkh	100.0	fkh	100.0
Dpse_XP.033238940.1	OG16:fkh	100.0	fkh	100.0
Dwil_XP.002070503.2	OG16:fkh	100.0	fkh	93.0
Dsuz_XP.036673542.1	OG16:fkh	100.0	fkh	93.0
Dalb_XP.051862733.1	OG16:fkh	100.0	fkh	96.0
Dbip_XP.017092849.2	OG16:fkh	100.0	fkh	93.0
Dbus_XP.017849701.2	OG16:fkh	100.0	fkh	84.0
Dsec_XP.002043027.2	OG16:fkh	100.0	fkh	93.0
Dgri_XP.001989593.3	OG16:fkh	100.0	fkh	98.0
Dana_XP.001955055.2	OG16:fkh	100.0	fkh	93.0
Dkik_XP.017037933.1	OG16:fkh	100.0	fkh	93.0
Dser_XP.020811220.1	OG16:fkh	100.0	fkh	93.0
Dere_XP.001981453.3	OG16:fkh	100.0	fkh	93.0
Agam_XP.061497286.1	OG16:fkh	100.0	fkh	93.0
Dmel_NP.001263038.1	OG16:fkh	100.0	fkh	93.0
Dele_XP.017131720.1	OG16:fkh	100.0	fkh	93.0
Dhyd_XP.023165610.2	OG16:fkh	100.0	fkh	93.0
Dalb_XP.034114947.1	OG17:fd-5-96Cb	100.0	fd-5/fd-96Cb	100.0/100.0
Dele_XP.017123797.1	OG17:fd-5-96Cb	100.0	fd-5/fd-96Cb	96.0/96.0
Dgri_XP.001990839.1	OG17:fd-5-96Cb	100.0	fd-5/fd-96Cb	100.0/100.0
Dana_XP.001953691.1	OG17:fd-5-96Cb	100.0	fd-5/fd-96Cb	99.0/96.0
Dere_XP.001981873.2	OG17:fd-5-96Cb	100.0	fd-5/fd-96Cb	96.0/100.0
Dkik_XP.017020777.1	OG17:fd-5-96Cb	100.0	fd-5/fd-96Cb	99.0/99.0
Dwil_XP.023036287.1	OG17:fd-5-96Cb	100.0	fd-5/fd-96Cb	99.0/99.0
Dbip_XP.017103917.2	OG17:fd-5-96Cb	100.0	fd-5/fd-96Cb	99.0/96.0
Dser_XP.020817575.1	OG17:fd-5-96Cb	100.0	fd-5/fd-96Cb	99.0/99.0
Dsec_XP.002043869.2	OG17:fd-5-96Cb	100.0	fd-5/fd-96Cb	96.0/100.0
