gene	median	quant
13_distribution_divergence/01_input_alignments/OG0002397_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0002535_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0002539_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0002829_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0002889_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0003564_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0004082_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0004522_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0004625_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0004732_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0005191_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0005225_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0005329_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0006320_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0006631_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0006730_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0007780_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0008106_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0008111_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0008167_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0008224_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0008259_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0008706_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0008815_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0009134_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0009161_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0009256_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0009498_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0009865_disco_tree1_aligned_trim.faa	0	0
13_distribution_divergence/01_input_alignments/OG0009099_disco_tree1_aligned_trim.faa	0.00203793693294627	0
13_distribution_divergence/01_input_alignments/OG0004615_disco_tree1_aligned_trim.faa	0.00212768622854002	0
13_distribution_divergence/01_input_alignments/OG0000344_disco_tree1_aligned_trim.faa	0.00216103115224116	0
13_distribution_divergence/01_input_alignments/OG0007138_disco_tree1_aligned_trim.faa	0.00227676049311037	0
13_distribution_divergence/01_input_alignments/OG0000344_disco_tree2_aligned_trim.faa	0.0023533557125398	0
13_distribution_divergence/01_input_alignments/OG0008428_disco_tree1_aligned_trim.faa	0.00243340458985784	0
13_distribution_divergence/01_input_alignments/OG0000016_disco_tree3_aligned_trim.faa	0.00263533960464725	0
13_distribution_divergence/01_input_alignments/OG0007919_disco_tree1_aligned_trim.faa	0.00271189194952893	0
13_distribution_divergence/01_input_alignments/OG0000340_disco_tree2_aligned_trim.faa	0.00273418783523663	0
13_distribution_divergence/01_input_alignments/OG0002662_disco_tree1_aligned_trim.faa	0.00285099886736892	0
13_distribution_divergence/01_input_alignments/OG0009566_disco_tree1_aligned_trim.faa	0.00291241093375536	0
13_distribution_divergence/01_input_alignments/OG0004044_disco_tree1_aligned_trim.faa	0.00306988552679467	0
13_distribution_divergence/01_input_alignments/OG0002383_disco_tree1_aligned_trim.faa	0.00318579442500236	0
13_distribution_divergence/01_input_alignments/OG0000020_disco_tree4_aligned_trim.faa	0.00319964166594011	0
13_distribution_divergence/01_input_alignments/OG0000832_disco_tree1_aligned_trim.faa	0.00332724985497971	0
13_distribution_divergence/01_input_alignments/OG0010544_disco_tree1_aligned_trim.faa	0.00333993350046282	0
13_distribution_divergence/01_input_alignments/OG0007061_disco_tree1_aligned_trim.faa	0.00434797792398981	0
13_distribution_divergence/01_input_alignments/OG0002865_disco_tree1_aligned_trim.faa	0.00450765294829626	0
13_distribution_divergence/01_input_alignments/OG0001970_disco_tree1_aligned_trim.faa	0.00458232364944866	0
13_distribution_divergence/01_input_alignments/OG0003407_disco_tree1_aligned_trim.faa	0.0046304091358679	0
13_distribution_divergence/01_input_alignments/OG0008431_disco_tree1_aligned_trim.faa	0.00463105841588753	0
13_distribution_divergence/01_input_alignments/OG0002499_disco_tree1_aligned_trim.faa	0.0046420133857738	0
13_distribution_divergence/01_input_alignments/OG0010991_disco_tree1_aligned_trim.faa	0.00500784791136555	0
13_distribution_divergence/01_input_alignments/OG0009152_disco_tree1_aligned_trim.faa	0.00509289610810716	0
13_distribution_divergence/01_input_alignments/OG0010358_disco_tree1_aligned_trim.faa	0.00514467123135509	0
13_distribution_divergence/01_input_alignments/OG0001680_disco_tree1_aligned_trim.faa	0.00525473975054221	0
13_distribution_divergence/01_input_alignments/OG0000324_disco_tree2_aligned_trim.faa	0.0053048587082234	0
13_distribution_divergence/01_input_alignments/OG0010105_disco_tree1_aligned_trim.faa	0.00532807202193873	0
13_distribution_divergence/01_input_alignments/OG0006729_disco_tree1_aligned_trim.faa	0.0053704870947765	0
13_distribution_divergence/01_input_alignments/OG0007498_disco_tree1_aligned_trim.faa	0.00547423166694316	0
13_distribution_divergence/01_input_alignments/OG0007325_disco_tree1_aligned_trim.faa	0.00547673704263722	0
13_distribution_divergence/01_input_alignments/OG0004466_disco_tree1_aligned_trim.faa	0.00551243019806409	0
13_distribution_divergence/01_input_alignments/OG0008368_disco_tree1_aligned_trim.faa	0.00554222257825919	0
13_distribution_divergence/01_input_alignments/OG0009671_disco_tree1_aligned_trim.faa	0.00565896488558102	0
13_distribution_divergence/01_input_alignments/OG0004027_disco_tree1_aligned_trim.faa	0.00588795532436881	0
13_distribution_divergence/01_input_alignments/OG0008637_disco_tree1_aligned_trim.faa	0.00591784243716872	0
13_distribution_divergence/01_input_alignments/OG0000302_disco_tree1_aligned_trim.faa	0.00597536357336916	0
13_distribution_divergence/01_input_alignments/OG0007706_disco_tree1_aligned_trim.faa	0.00608855284180759	0
13_distribution_divergence/01_input_alignments/OG0004658_disco_tree1_aligned_trim.faa	0.00630133615063062	0
13_distribution_divergence/01_input_alignments/OG0004371_disco_tree1_aligned_trim.faa	0.00638287324243062	0
13_distribution_divergence/01_input_alignments/OG0008064_disco_tree1_aligned_trim.faa	0.00648862092527199	0
13_distribution_divergence/01_input_alignments/OG0001880_disco_tree1_aligned_trim.faa	0.00653214368185116	0
13_distribution_divergence/01_input_alignments/OG0000106_disco_tree3_aligned_trim.faa	0.00654704334003262	0
13_distribution_divergence/01_input_alignments/OG0001126_disco_tree1_aligned_trim.faa	0.00656396802156375	0
13_distribution_divergence/01_input_alignments/OG0000051_disco_tree3_aligned_trim.faa	0.0065820262679931	0
13_distribution_divergence/01_input_alignments/OG0006661_disco_tree1_aligned_trim.faa	0.00664893896439124	0
13_distribution_divergence/01_input_alignments/OG0009937_disco_tree1_aligned_trim.faa	0.00681567201829397	0
13_distribution_divergence/01_input_alignments/OG0001960_disco_tree1_aligned_trim.faa	0.00687469694256409	0
13_distribution_divergence/01_input_alignments/OG0003017_disco_tree1_aligned_trim.faa	0.00688191690158886	0
13_distribution_divergence/01_input_alignments/OG0003732_disco_tree1_aligned_trim.faa	0.00692932233617529	0
13_distribution_divergence/01_input_alignments/OG0008320_disco_tree1_aligned_trim.faa	0.00693566271538574	0
13_distribution_divergence/01_input_alignments/OG0003424_disco_tree1_aligned_trim.faa	0.00697782686154351	0
13_distribution_divergence/01_input_alignments/OG0001038_disco_tree1_aligned_trim.faa	0.00699096487014959	0
13_distribution_divergence/01_input_alignments/OG0001281_disco_tree1_aligned_trim.faa	0.00704614756286155	0
13_distribution_divergence/01_input_alignments/OG0006540_disco_tree1_aligned_trim.faa	0.00706662912427172	0
13_distribution_divergence/01_input_alignments/OG0007232_disco_tree1_aligned_trim.faa	0.00752661005530641	0
13_distribution_divergence/01_input_alignments/OG0005423_disco_tree1_aligned_trim.faa	0.00770634591986797	0
13_distribution_divergence/01_input_alignments/OG0000000_disco_tree2_aligned_trim.faa	0.00771742676060905	0
13_distribution_divergence/01_input_alignments/OG0009613_disco_tree1_aligned_trim.faa	0.00771752197750187	0
13_distribution_divergence/01_input_alignments/OG0004174_disco_tree1_aligned_trim.faa	0.00784254897905328	0
13_distribution_divergence/01_input_alignments/OG0005958_disco_tree1_aligned_trim.faa	0.00792904310020816	0
13_distribution_divergence/01_input_alignments/OG0004019_disco_tree1_aligned_trim.faa	0.0079312979204144	0
13_distribution_divergence/01_input_alignments/OG0002564_disco_tree1_aligned_trim.faa	0.00797254145896758	0
13_distribution_divergence/01_input_alignments/OG0002092_disco_tree1_aligned_trim.faa	0.00802974560327325	0
13_distribution_divergence/01_input_alignments/OG0008592_disco_tree1_aligned_trim.faa	0.00827316011975109	0
13_distribution_divergence/01_input_alignments/OG0006471_disco_tree1_aligned_trim.faa	0.00844822747207782	0
13_distribution_divergence/01_input_alignments/OG0001943_disco_tree1_aligned_trim.faa	0.0085216733473686	0
13_distribution_divergence/01_input_alignments/OG0003251_disco_tree1_aligned_trim.faa	0.00852463867981617	0
13_distribution_divergence/01_input_alignments/OG0001921_disco_tree1_aligned_trim.faa	0.00874574625660464	0
13_distribution_divergence/01_input_alignments/OG0007332_disco_tree1_aligned_trim.faa	0.00908283158707884	0
13_distribution_divergence/01_input_alignments/OG0000286_disco_tree2_aligned_trim.faa	0.00940026675499949	0
13_distribution_divergence/01_input_alignments/OG0007811_disco_tree1_aligned_trim.faa	0.00940407007952777	0
13_distribution_divergence/01_input_alignments/OG0007978_disco_tree1_aligned_trim.faa	0.00949174153410591	0
13_distribution_divergence/01_input_alignments/OG0005088_disco_tree1_aligned_trim.faa	0.00966174981520511	0
13_distribution_divergence/01_input_alignments/OG0002695_disco_tree1_aligned_trim.faa	0.00978826137692077	0
13_distribution_divergence/01_input_alignments/OG0004417_disco_tree1_aligned_trim.faa	0.00989594959532028	0
13_distribution_divergence/01_input_alignments/OG0001081_disco_tree1_aligned_trim.faa	0.00992395551934547	0
13_distribution_divergence/01_input_alignments/OG0001740_disco_tree1_aligned_trim.faa	0.00996159674219052	0
13_distribution_divergence/01_input_alignments/OG0009612_disco_tree1_aligned_trim.faa	0.0100006333026336	0
13_distribution_divergence/01_input_alignments/OG0005150_disco_tree1_aligned_trim.faa	0.0101500482685009	0
13_distribution_divergence/01_input_alignments/OG0006160_disco_tree1_aligned_trim.faa	0.0102137153133706	0
13_distribution_divergence/01_input_alignments/OG0000020_disco_tree1_aligned_trim.faa	0.0102946926269667	0
13_distribution_divergence/01_input_alignments/OG0008089_disco_tree1_aligned_trim.faa	0.0105011278465916	0
13_distribution_divergence/01_input_alignments/OG0005027_disco_tree1_aligned_trim.faa	0.0107034079444498	0
13_distribution_divergence/01_input_alignments/OG0009234_disco_tree1_aligned_trim.faa	0.0108844006268692	0
13_distribution_divergence/01_input_alignments/OG0006606_disco_tree1_aligned_trim.faa	0.0109475109898417	0
13_distribution_divergence/01_input_alignments/OG0005509_disco_tree1_aligned_trim.faa	0.0110611361519838	0
13_distribution_divergence/01_input_alignments/OG0002187_disco_tree1_aligned_trim.faa	0.0111212803243614	0
13_distribution_divergence/01_input_alignments/OG0000668_disco_tree1_aligned_trim.faa	0.0112414518630617	0
13_distribution_divergence/01_input_alignments/OG0000903_disco_tree1_aligned_trim.faa	0.0115430202842808	0
13_distribution_divergence/01_input_alignments/OG0003248_disco_tree1_aligned_trim.faa	0.0115644544713642	0
13_distribution_divergence/01_input_alignments/OG0002647_disco_tree1_aligned_trim.faa	0.0116473962888108	0
13_distribution_divergence/01_input_alignments/OG0001578_disco_tree1_aligned_trim.faa	0.0119203710013339	0
13_distribution_divergence/01_input_alignments/OG0004661_disco_tree1_aligned_trim.faa	0.0119367654008717	0
13_distribution_divergence/01_input_alignments/OG0010404_disco_tree1_aligned_trim.faa	0.0120554983715441	0
13_distribution_divergence/01_input_alignments/OG0001435_disco_tree1_aligned_trim.faa	0.0122146977645907	0
13_distribution_divergence/01_input_alignments/OG0001719_disco_tree1_aligned_trim.faa	0.0122228966694919	0
13_distribution_divergence/01_input_alignments/OG0009100_disco_tree1_aligned_trim.faa	0.0122307761179397	0
13_distribution_divergence/01_input_alignments/OG0000355_disco_tree1_aligned_trim.faa	0.0122864574821023	0
13_distribution_divergence/01_input_alignments/OG0009150_disco_tree1_aligned_trim.faa	0.0123591816629936	0
13_distribution_divergence/01_input_alignments/OG0000188_disco_tree1_aligned_trim.faa	0.0128298961873196	0
13_distribution_divergence/01_input_alignments/OG0000301_disco_tree2_aligned_trim.faa	0.0129377948951651	0
13_distribution_divergence/01_input_alignments/OG0000296_disco_tree1_aligned_trim.faa	0.0129714410259839	0
13_distribution_divergence/01_input_alignments/OG0004146_disco_tree1_aligned_trim.faa	0.0131301458896617	0
13_distribution_divergence/01_input_alignments/OG0002023_disco_tree1_aligned_trim.faa	0.0132939090556654	0
13_distribution_divergence/01_input_alignments/OG0001003_disco_tree1_aligned_trim.faa	0.0133016692529216	0
13_distribution_divergence/01_input_alignments/OG0006197_disco_tree1_aligned_trim.faa	0.0134784532953179	0
13_distribution_divergence/01_input_alignments/OG0010610_disco_tree1_aligned_trim.faa	0.0135232450705082	0
13_distribution_divergence/01_input_alignments/OG0008552_disco_tree1_aligned_trim.faa	0.0136551260121426	0
13_distribution_divergence/01_input_alignments/OG0006344_disco_tree1_aligned_trim.faa	0.0138141901957164	0
13_distribution_divergence/01_input_alignments/OG0000892_disco_tree1_aligned_trim.faa	0.0139844936006272	0
13_distribution_divergence/01_input_alignments/OG0002733_disco_tree1_aligned_trim.faa	0.0140747632193016	0
13_distribution_divergence/01_input_alignments/OG0003211_disco_tree1_aligned_trim.faa	0.0141040647773489	0
13_distribution_divergence/01_input_alignments/OG0001063_disco_tree1_aligned_trim.faa	0.0142102739588294	0
13_distribution_divergence/01_input_alignments/OG0011034_disco_tree1_aligned_trim.faa	0.0142196046635308	0
13_distribution_divergence/01_input_alignments/OG0002003_disco_tree1_aligned_trim.faa	0.014282094140235	0
13_distribution_divergence/01_input_alignments/OG0003471_disco_tree1_aligned_trim.faa	0.0142855161530544	0
13_distribution_divergence/01_input_alignments/OG0000691_disco_tree1_aligned_trim.faa	0.0142979045692009	0
13_distribution_divergence/01_input_alignments/OG0008800_disco_tree1_aligned_trim.faa	0.0143627912722416	0
13_distribution_divergence/01_input_alignments/OG0002949_disco_tree1_aligned_trim.faa	0.0143685684795309	0
13_distribution_divergence/01_input_alignments/OG0007196_disco_tree1_aligned_trim.faa	0.0143834663046942	0
13_distribution_divergence/01_input_alignments/OG0008377_disco_tree1_aligned_trim.faa	0.0144529552880779	0
13_distribution_divergence/01_input_alignments/OG0000933_disco_tree1_aligned_trim.faa	0.0144685189883516	0
13_distribution_divergence/01_input_alignments/OG0007324_disco_tree1_aligned_trim.faa	0.014559051136385	0
13_distribution_divergence/01_input_alignments/OG0010488_disco_tree1_aligned_trim.faa	0.0146465641020688	0
13_distribution_divergence/01_input_alignments/OG0009016_disco_tree1_aligned_trim.faa	0.0146565796635418	0
13_distribution_divergence/01_input_alignments/OG0005303_disco_tree1_aligned_trim.faa	0.0146646942726468	0
13_distribution_divergence/01_input_alignments/OG0004457_disco_tree1_aligned_trim.faa	0.0147237282718893	0
13_distribution_divergence/01_input_alignments/OG0006662_disco_tree1_aligned_trim.faa	0.0147374000455367	0
13_distribution_divergence/01_input_alignments/OG0004451_disco_tree1_aligned_trim.faa	0.0147504630028754	0
13_distribution_divergence/01_input_alignments/OG0003132_disco_tree1_aligned_trim.faa	0.0147612988554254	0
13_distribution_divergence/01_input_alignments/OG0001875_disco_tree1_aligned_trim.faa	0.0148723060184828	0
13_distribution_divergence/01_input_alignments/OG0001330_disco_tree1_aligned_trim.faa	0.0148940358002407	0
13_distribution_divergence/01_input_alignments/OG0000627_disco_tree1_aligned_trim.faa	0.0149041537625176	0
13_distribution_divergence/01_input_alignments/OG0002691_disco_tree1_aligned_trim.faa	0.0149774544712572	0
13_distribution_divergence/01_input_alignments/OG0001208_disco_tree1_aligned_trim.faa	0.0149848988850696	0
13_distribution_divergence/01_input_alignments/OG0005631_disco_tree1_aligned_trim.faa	0.0151139589550054	0
13_distribution_divergence/01_input_alignments/OG0000301_disco_tree1_aligned_trim.faa	0.0151179756723369	0
13_distribution_divergence/01_input_alignments/OG0003009_disco_tree1_aligned_trim.faa	0.0152576331258985	0
13_distribution_divergence/01_input_alignments/OG0007066_disco_tree1_aligned_trim.faa	0.0152587928882974	0
13_distribution_divergence/01_input_alignments/OG0005904_disco_tree1_aligned_trim.faa	0.0153337390585595	0
13_distribution_divergence/01_input_alignments/OG0003736_disco_tree1_aligned_trim.faa	0.0153821300463101	0
13_distribution_divergence/01_input_alignments/OG0008752_disco_tree1_aligned_trim.faa	0.0154709827761649	0
13_distribution_divergence/01_input_alignments/OG0010315_disco_tree1_aligned_trim.faa	0.0155669278915273	0
13_distribution_divergence/01_input_alignments/OG0008860_disco_tree1_aligned_trim.faa	0.0156298509949364	0
13_distribution_divergence/01_input_alignments/OG0006547_disco_tree1_aligned_trim.faa	0.0156636671517872	0
13_distribution_divergence/01_input_alignments/OG0000248_disco_tree1_aligned_trim.faa	0.0156766703425127	0
13_distribution_divergence/01_input_alignments/OG0000001_disco_tree2_aligned_trim.faa	0.0158841567569265	0
13_distribution_divergence/01_input_alignments/OG0006908_disco_tree1_aligned_trim.faa	0.0159364570047643	0
13_distribution_divergence/01_input_alignments/OG0000275_disco_tree1_aligned_trim.faa	0.0160106465677476	0
13_distribution_divergence/01_input_alignments/OG0002794_disco_tree1_aligned_trim.faa	0.0160615858667227	0
13_distribution_divergence/01_input_alignments/OG0003805_disco_tree1_aligned_trim.faa	0.0161022958833805	0
13_distribution_divergence/01_input_alignments/OG0007159_disco_tree1_aligned_trim.faa	0.0161243327231526	0
13_distribution_divergence/01_input_alignments/OG0009747_disco_tree1_aligned_trim.faa	0.016185181128279	0
13_distribution_divergence/01_input_alignments/OG0003388_disco_tree1_aligned_trim.faa	0.0163082673616454	0
13_distribution_divergence/01_input_alignments/OG0000293_disco_tree1_aligned_trim.faa	0.0164043397658136	0
13_distribution_divergence/01_input_alignments/OG0000441_disco_tree2_aligned_trim.faa	0.0164715762585111	0
13_distribution_divergence/01_input_alignments/OG0000106_disco_tree1_aligned_trim.faa	0.0164774036097203	0
13_distribution_divergence/01_input_alignments/OG0010923_disco_tree1_aligned_trim.faa	0.0165578623844888	0
13_distribution_divergence/01_input_alignments/OG0002120_disco_tree1_aligned_trim.faa	0.0166030248195371	0
13_distribution_divergence/01_input_alignments/OG0007173_disco_tree1_aligned_trim.faa	0.0166329549942225	0
13_distribution_divergence/01_input_alignments/OG0000412_disco_tree1_aligned_trim.faa	0.0167402143151337	0
13_distribution_divergence/01_input_alignments/OG0003606_disco_tree1_aligned_trim.faa	0.0167785612303697	0
13_distribution_divergence/01_input_alignments/OG0005614_disco_tree1_aligned_trim.faa	0.0170037650773816	0
13_distribution_divergence/01_input_alignments/OG0002441_disco_tree1_aligned_trim.faa	0.0170837230938241	0
13_distribution_divergence/01_input_alignments/OG0005126_disco_tree1_aligned_trim.faa	0.0171942253369755	0
13_distribution_divergence/01_input_alignments/OG0001706_disco_tree1_aligned_trim.faa	0.0173222890670417	0
13_distribution_divergence/01_input_alignments/OG0008944_disco_tree1_aligned_trim.faa	0.0175312920174348	0
13_distribution_divergence/01_input_alignments/OG0008769_disco_tree1_aligned_trim.faa	0.0175442467408453	0
13_distribution_divergence/01_input_alignments/OG0006623_disco_tree1_aligned_trim.faa	0.01757568728065	0
13_distribution_divergence/01_input_alignments/OG0005298_disco_tree1_aligned_trim.faa	0.0177329993121982	0
13_distribution_divergence/01_input_alignments/OG0007864_disco_tree1_aligned_trim.faa	0.0178222458933079	0
13_distribution_divergence/01_input_alignments/OG0003036_disco_tree1_aligned_trim.faa	0.0178865882513131	0
13_distribution_divergence/01_input_alignments/OG0010225_disco_tree1_aligned_trim.faa	0.0178901479870571	0
13_distribution_divergence/01_input_alignments/OG0009849_disco_tree1_aligned_trim.faa	0.017967306619714	0
13_distribution_divergence/01_input_alignments/OG0007168_disco_tree1_aligned_trim.faa	0.0179743777731624	0
13_distribution_divergence/01_input_alignments/OG0000330_disco_tree2_aligned_trim.faa	0.0180549552877001	0
13_distribution_divergence/01_input_alignments/OG0000017_disco_tree3_aligned_trim.faa	0.0181872571552851	0
13_distribution_divergence/01_input_alignments/OG0002167_disco_tree1_aligned_trim.faa	0.0182209353044354	0
13_distribution_divergence/01_input_alignments/OG0004598_disco_tree1_aligned_trim.faa	0.0182298086878874	0
13_distribution_divergence/01_input_alignments/OG0004749_disco_tree1_aligned_trim.faa	0.0185896654001266	0
13_distribution_divergence/01_input_alignments/OG0008962_disco_tree1_aligned_trim.faa	0.018596269413962	0
13_distribution_divergence/01_input_alignments/OG0010144_disco_tree1_aligned_trim.faa	0.0186571749461303	0
13_distribution_divergence/01_input_alignments/OG0002175_disco_tree1_aligned_trim.faa	0.0189291544253857	0
13_distribution_divergence/01_input_alignments/OG0007466_disco_tree1_aligned_trim.faa	0.0189536707931212	0
13_distribution_divergence/01_input_alignments/OG0008020_disco_tree1_aligned_trim.faa	0.0189676065168051	0
13_distribution_divergence/01_input_alignments/OG0010140_disco_tree1_aligned_trim.faa	0.0190113824310574	0
13_distribution_divergence/01_input_alignments/OG0000385_disco_tree2_aligned_trim.faa	0.0190387164368383	0
13_distribution_divergence/01_input_alignments/OG0007372_disco_tree1_aligned_trim.faa	0.0190564124954897	0
13_distribution_divergence/01_input_alignments/OG0003823_disco_tree1_aligned_trim.faa	0.019084428370169	0
13_distribution_divergence/01_input_alignments/OG0003674_disco_tree1_aligned_trim.faa	0.019101386432447	0
13_distribution_divergence/01_input_alignments/OG0004221_disco_tree1_aligned_trim.faa	0.0191568440682393	0
13_distribution_divergence/01_input_alignments/OG0008325_disco_tree1_aligned_trim.faa	0.01920752817732	0
13_distribution_divergence/01_input_alignments/OG0009864_disco_tree1_aligned_trim.faa	0.0192382014379817	0
13_distribution_divergence/01_input_alignments/OG0009085_disco_tree1_aligned_trim.faa	0.0192824300477577	0
13_distribution_divergence/01_input_alignments/OG0003083_disco_tree1_aligned_trim.faa	0.0192977979282401	0
13_distribution_divergence/01_input_alignments/OG0006600_disco_tree1_aligned_trim.faa	0.0193671907982306	0
13_distribution_divergence/01_input_alignments/OG0000351_disco_tree2_aligned_trim.faa	0.0195306728388195	0
13_distribution_divergence/01_input_alignments/OG0003772_disco_tree1_aligned_trim.faa	0.0195409335990215	0
13_distribution_divergence/01_input_alignments/OG0003163_disco_tree1_aligned_trim.faa	0.0196921955926654	0
13_distribution_divergence/01_input_alignments/OG0007575_disco_tree1_aligned_trim.faa	0.0198095322590276	0
13_distribution_divergence/01_input_alignments/OG0003152_disco_tree1_aligned_trim.faa	0.0199018293883215	0
13_distribution_divergence/01_input_alignments/OG0003382_disco_tree1_aligned_trim.faa	0.0199053773709865	0
13_distribution_divergence/01_input_alignments/OG0009064_disco_tree1_aligned_trim.faa	0.0199410945810294	0
13_distribution_divergence/01_input_alignments/OG0007729_disco_tree1_aligned_trim.faa	0.0199822976155174	0
13_distribution_divergence/01_input_alignments/OG0007139_disco_tree1_aligned_trim.faa	0.0202810844363987	0
13_distribution_divergence/01_input_alignments/OG0002559_disco_tree1_aligned_trim.faa	0.0203465223565092	0
13_distribution_divergence/01_input_alignments/OG0003489_disco_tree1_aligned_trim.faa	0.0204971600712294	0
13_distribution_divergence/01_input_alignments/OG0009687_disco_tree1_aligned_trim.faa	0.0206212433932493	0
13_distribution_divergence/01_input_alignments/OG0000283_disco_tree2_aligned_trim.faa	0.0206584794746851	0
13_distribution_divergence/01_input_alignments/OG0005892_disco_tree1_aligned_trim.faa	0.0207047994931108	0
13_distribution_divergence/01_input_alignments/OG0002933_disco_tree1_aligned_trim.faa	0.0207215113497523	0
13_distribution_divergence/01_input_alignments/OG0003917_disco_tree1_aligned_trim.faa	0.0207590628158819	0
13_distribution_divergence/01_input_alignments/OG0003358_disco_tree1_aligned_trim.faa	0.0210305936055117	0
13_distribution_divergence/01_input_alignments/OG0003016_disco_tree1_aligned_trim.faa	0.0212772215161748	0
13_distribution_divergence/01_input_alignments/OG0009053_disco_tree1_aligned_trim.faa	0.0213188843401071	0
13_distribution_divergence/01_input_alignments/OG0000822_disco_tree1_aligned_trim.faa	0.0216502264442224	0
