gene	median
13_distribution_divergence/01_input_alignments/OG0000494_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000494_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000498_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000510_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000522_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000528_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000528_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000554_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000567_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000569_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000589_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000592_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000605_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000607_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000611_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000623_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000650_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000685_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000695_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000695_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000715_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000720_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000745_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000756_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000772_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000794_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000800_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000800_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000802_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000804_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000804_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000812_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000857_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000866_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000879_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000879_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000882_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000892_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000903_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000903_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000942_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000948_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0000991_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001019_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001047_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001109_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001236_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001241_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001268_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001282_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001394_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001411_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001435_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001441_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001471_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001496_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001550_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001556_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001560_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001567_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001609_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001622_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001656_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001709_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001714_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001753_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001754_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001754_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001759_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001765_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001782_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001813_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001865_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001896_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0001921_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002029_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002047_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002068_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002098_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002141_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002286_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002304_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002319_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002331_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002360_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002415_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002431_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002502_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002587_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002658_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002666_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002711_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002740_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002856_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002870_disco_tree2_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002937_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0002940_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0003188_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0003222_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0003274_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0003340_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0003418_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0003517_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0003576_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0003586_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0003613_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0003695_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0004584_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0004617_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0004696_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0004705_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0004963_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0005165_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0005256_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0005674_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0005695_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0006286_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0006639_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0006703_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0007080_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0007749_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0008164_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0008495_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0009125_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0009185_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0009543_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0009598_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0009845_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0010035_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0012127_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0012920_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0013060_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0013210_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0013909_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0014356_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0015079_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0015457_disco_tree1_aligned_trim.faa	0
13_distribution_divergence/01_input_alignments/OG0004899_disco_tree1_aligned_trim.faa	0.000453277486048363
13_distribution_divergence/01_input_alignments/OG0003459_disco_tree1_aligned_trim.faa	0.000781959419265889
13_distribution_divergence/01_input_alignments/OG0000163_disco_tree2_aligned_trim.faa	0.00116708295097254
13_distribution_divergence/01_input_alignments/OG0001087_disco_tree1_aligned_trim.faa	0.00118684590513591
13_distribution_divergence/01_input_alignments/OG0009326_disco_tree1_aligned_trim.faa	0.00123656543144093
13_distribution_divergence/01_input_alignments/OG0008889_disco_tree1_aligned_trim.faa	0.00126061359244715
13_distribution_divergence/01_input_alignments/OG0012185_disco_tree1_aligned_trim.faa	0.00131835114772168
13_distribution_divergence/01_input_alignments/OG0000856_disco_tree1_aligned_trim.faa	0.00154348667220494
13_distribution_divergence/01_input_alignments/OG0000649_disco_tree2_aligned_trim.faa	0.001567351997762
13_distribution_divergence/01_input_alignments/OG0008235_disco_tree1_aligned_trim.faa	0.00164584607549491
13_distribution_divergence/01_input_alignments/OG0008623_disco_tree1_aligned_trim.faa	0.00164670950938825
13_distribution_divergence/01_input_alignments/OG0014541_disco_tree1_aligned_trim.faa	0.00172088790174994
13_distribution_divergence/01_input_alignments/OG0006870_disco_tree1_aligned_trim.faa	0.00174771608274423
13_distribution_divergence/01_input_alignments/OG0005573_disco_tree1_aligned_trim.faa	0.00175115993324173
13_distribution_divergence/01_input_alignments/OG0008024_disco_tree1_aligned_trim.faa	0.00181468804092487
13_distribution_divergence/01_input_alignments/OG0000692_disco_tree2_aligned_trim.faa	0.00186481177369074
13_distribution_divergence/01_input_alignments/OG0004361_disco_tree1_aligned_trim.faa	0.00187245648563342
13_distribution_divergence/01_input_alignments/OG0009582_disco_tree1_aligned_trim.faa	0.00191954590841984
13_distribution_divergence/01_input_alignments/OG0004018_disco_tree1_aligned_trim.faa	0.00209645644919934
13_distribution_divergence/01_input_alignments/OG0008944_disco_tree1_aligned_trim.faa	0.00209847089622721
13_distribution_divergence/01_input_alignments/OG0000689_disco_tree2_aligned_trim.faa	0.00210175797013272
13_distribution_divergence/01_input_alignments/OG0001095_disco_tree1_aligned_trim.faa	0.00220276972036244
13_distribution_divergence/01_input_alignments/OG0000031_disco_tree2_aligned_trim.faa	0.00223569650667216
13_distribution_divergence/01_input_alignments/OG0009749_disco_tree1_aligned_trim.faa	0.00225874039274987
13_distribution_divergence/01_input_alignments/OG0000503_disco_tree1_aligned_trim.faa	0.00226788096028483
13_distribution_divergence/01_input_alignments/OG0010340_disco_tree1_aligned_trim.faa	0.00227849862647053
13_distribution_divergence/01_input_alignments/OG0002139_disco_tree1_aligned_trim.faa	0.00230880818198494
13_distribution_divergence/01_input_alignments/OG0000612_disco_tree2_aligned_trim.faa	0.00232730254639017
13_distribution_divergence/01_input_alignments/OG0005709_disco_tree1_aligned_trim.faa	0.00233801450762021
13_distribution_divergence/01_input_alignments/OG0007769_disco_tree1_aligned_trim.faa	0.00235060637115657
13_distribution_divergence/01_input_alignments/OG0000682_disco_tree2_aligned_trim.faa	0.00235292016045563
13_distribution_divergence/01_input_alignments/OG0001998_disco_tree1_aligned_trim.faa	0.00237748634782659
13_distribution_divergence/01_input_alignments/OG0012689_disco_tree1_aligned_trim.faa	0.00238323975013147
13_distribution_divergence/01_input_alignments/OG0010447_disco_tree1_aligned_trim.faa	0.00238521231145203
13_distribution_divergence/01_input_alignments/OG0002724_disco_tree1_aligned_trim.faa	0.00239688180531916
13_distribution_divergence/01_input_alignments/OG0001722_disco_tree1_aligned_trim.faa	0.00239987961216133
13_distribution_divergence/01_input_alignments/OG0003306_disco_tree1_aligned_trim.faa	0.00240625363146355
13_distribution_divergence/01_input_alignments/OG0006369_disco_tree1_aligned_trim.faa	0.00241101316926276
13_distribution_divergence/01_input_alignments/OG0008951_disco_tree1_aligned_trim.faa	0.00241202667626297
13_distribution_divergence/01_input_alignments/OG0013021_disco_tree1_aligned_trim.faa	0.00241805955739009
13_distribution_divergence/01_input_alignments/OG0000494_disco_tree3_aligned_trim.faa	0.00242478534270469
13_distribution_divergence/01_input_alignments/OG0000594_disco_tree1_aligned_trim.faa	0.00244256834170761
13_distribution_divergence/01_input_alignments/OG0000634_disco_tree2_aligned_trim.faa	0.00244979568859846
13_distribution_divergence/01_input_alignments/OG0001964_disco_tree1_aligned_trim.faa	0.00245476054782869
13_distribution_divergence/01_input_alignments/OG0013149_disco_tree1_aligned_trim.faa	0.00253272976634923
13_distribution_divergence/01_input_alignments/OG0000594_disco_tree2_aligned_trim.faa	0.0025361771725911
13_distribution_divergence/01_input_alignments/OG0002866_disco_tree1_aligned_trim.faa	0.00255248501018016
13_distribution_divergence/01_input_alignments/OG0002769_disco_tree1_aligned_trim.faa	0.00256905616363804
13_distribution_divergence/01_input_alignments/OG0008166_disco_tree1_aligned_trim.faa	0.00257072000610327
13_distribution_divergence/01_input_alignments/OG0005101_disco_tree1_aligned_trim.faa	0.00258764721686386
13_distribution_divergence/01_input_alignments/OG0002116_disco_tree1_aligned_trim.faa	0.0025938620461722
13_distribution_divergence/01_input_alignments/OG0013842_disco_tree1_aligned_trim.faa	0.00266337044806569
13_distribution_divergence/01_input_alignments/OG0003191_disco_tree1_aligned_trim.faa	0.0027115237176623
13_distribution_divergence/01_input_alignments/OG0001357_disco_tree1_aligned_trim.faa	0.00277921121014113
13_distribution_divergence/01_input_alignments/OG0000620_disco_tree1_aligned_trim.faa	0.00278435913852798
13_distribution_divergence/01_input_alignments/OG0000275_disco_tree1_aligned_trim.faa	0.00281784136121356
13_distribution_divergence/01_input_alignments/OG0000171_disco_tree1_aligned_trim.faa	0.00284961929261739
13_distribution_divergence/01_input_alignments/OG0001449_disco_tree1_aligned_trim.faa	0.00285648169212684
13_distribution_divergence/01_input_alignments/OG0004877_disco_tree1_aligned_trim.faa	0.00290324839010811
13_distribution_divergence/01_input_alignments/OG0004151_disco_tree1_aligned_trim.faa	0.00292066432561971
13_distribution_divergence/01_input_alignments/OG0000165_disco_tree1_aligned_trim.faa	0.00293243361959445
13_distribution_divergence/01_input_alignments/OG0000712_disco_tree1_aligned_trim.faa	0.00298349375587999
13_distribution_divergence/01_input_alignments/OG0000055_disco_tree1_aligned_trim.faa	0.00301686937171935
13_distribution_divergence/01_input_alignments/OG0000674_disco_tree1_aligned_trim.faa	0.00303429129593717
13_distribution_divergence/01_input_alignments/OG0003815_disco_tree1_aligned_trim.faa	0.00303889655022091
13_distribution_divergence/01_input_alignments/OG0003417_disco_tree1_aligned_trim.faa	0.00306719725434162
13_distribution_divergence/01_input_alignments/OG0000480_disco_tree1_aligned_trim.faa	0.00308477922613058
13_distribution_divergence/01_input_alignments/OG0000123_disco_tree1_aligned_trim.faa	0.00308764639885116
13_distribution_divergence/01_input_alignments/OG0002326_disco_tree1_aligned_trim.faa	0.00308960894473538
13_distribution_divergence/01_input_alignments/OG0006467_disco_tree1_aligned_trim.faa	0.00309675208295748
13_distribution_divergence/01_input_alignments/OG0001451_disco_tree1_aligned_trim.faa	0.00310111673404441
13_distribution_divergence/01_input_alignments/OG0000668_disco_tree2_aligned_trim.faa	0.00318406534493499
13_distribution_divergence/01_input_alignments/OG0008782_disco_tree1_aligned_trim.faa	0.00319187321148159
13_distribution_divergence/01_input_alignments/OG0000247_disco_tree3_aligned_trim.faa	0.00320324790871822
13_distribution_divergence/01_input_alignments/OG0000588_disco_tree2_aligned_trim.faa	0.00326900284006378
13_distribution_divergence/01_input_alignments/OG0001849_disco_tree1_aligned_trim.faa	0.00328667144893091
13_distribution_divergence/01_input_alignments/OG0002548_disco_tree1_aligned_trim.faa	0.00332207878163712
13_distribution_divergence/01_input_alignments/OG0003824_disco_tree1_aligned_trim.faa	0.00332533087335022
13_distribution_divergence/01_input_alignments/OG0002410_disco_tree1_aligned_trim.faa	0.00334138022969004
13_distribution_divergence/01_input_alignments/OG0006894_disco_tree1_aligned_trim.faa	0.00334154770722669
13_distribution_divergence/01_input_alignments/OG0000472_disco_tree1_aligned_trim.faa	0.0033560748672776
13_distribution_divergence/01_input_alignments/OG0013839_disco_tree1_aligned_trim.faa	0.00344655051124069
13_distribution_divergence/01_input_alignments/OG0000163_disco_tree1_aligned_trim.faa	0.00349070005612075
13_distribution_divergence/01_input_alignments/OG0008260_disco_tree1_aligned_trim.faa	0.00349492975510568
13_distribution_divergence/01_input_alignments/OG0009295_disco_tree1_aligned_trim.faa	0.00351725724235659
13_distribution_divergence/01_input_alignments/OG0004785_disco_tree1_aligned_trim.faa	0.00355165320114157
13_distribution_divergence/01_input_alignments/OG0003056_disco_tree1_aligned_trim.faa	0.00356336250288779
13_distribution_divergence/01_input_alignments/OG0006514_disco_tree1_aligned_trim.faa	0.00363967565430837
13_distribution_divergence/01_input_alignments/OG0014495_disco_tree1_aligned_trim.faa	0.0037262391972281
13_distribution_divergence/01_input_alignments/OG0004640_disco_tree1_aligned_trim.faa	0.00373840120338015
13_distribution_divergence/01_input_alignments/OG0000741_disco_tree2_aligned_trim.faa	0.00374036840356175
13_distribution_divergence/01_input_alignments/OG0007641_disco_tree1_aligned_trim.faa	0.00374920325230723
13_distribution_divergence/01_input_alignments/OG0009555_disco_tree1_aligned_trim.faa	0.00376004590303087
13_distribution_divergence/01_input_alignments/OG0015501_disco_tree1_aligned_trim.faa	0.00380593067608019
13_distribution_divergence/01_input_alignments/OG0011198_disco_tree1_aligned_trim.faa	0.00390390664021944
13_distribution_divergence/01_input_alignments/OG0007208_disco_tree1_aligned_trim.faa	0.00391640003503532
13_distribution_divergence/01_input_alignments/OG0000891_disco_tree2_aligned_trim.faa	0.00392118548528415
13_distribution_divergence/01_input_alignments/OG0004049_disco_tree1_aligned_trim.faa	0.00393412106635006
13_distribution_divergence/01_input_alignments/OG0003772_disco_tree1_aligned_trim.faa	0.00396884250459522
13_distribution_divergence/01_input_alignments/OG0001918_disco_tree1_aligned_trim.faa	0.00399692325774775
13_distribution_divergence/01_input_alignments/OG0012290_disco_tree1_aligned_trim.faa	0.00399873266889297
13_distribution_divergence/01_input_alignments/OG0000567_disco_tree2_aligned_trim.faa	0.00403663994089031
13_distribution_divergence/01_input_alignments/OG0016950_disco_tree1_aligned_trim.faa	0.00404747783484501
13_distribution_divergence/01_input_alignments/OG0007394_disco_tree1_aligned_trim.faa	0.00409261319304305
13_distribution_divergence/01_input_alignments/OG0011013_disco_tree1_aligned_trim.faa	0.00413932536487841
13_distribution_divergence/01_input_alignments/OG0001472_disco_tree1_aligned_trim.faa	0.00417020228203132
13_distribution_divergence/01_input_alignments/OG0000973_disco_tree1_aligned_trim.faa	0.00420549943228662
13_distribution_divergence/01_input_alignments/OG0000701_disco_tree2_aligned_trim.faa	0.00420911293205269
13_distribution_divergence/01_input_alignments/OG0009834_disco_tree1_aligned_trim.faa	0.00422599801042708
13_distribution_divergence/01_input_alignments/OG0011571_disco_tree1_aligned_trim.faa	0.00423133727153492
13_distribution_divergence/01_input_alignments/OG0000689_disco_tree1_aligned_trim.faa	0.00424907205203022
13_distribution_divergence/01_input_alignments/OG0012565_disco_tree1_aligned_trim.faa	0.00425892754660899
13_distribution_divergence/01_input_alignments/OG0002787_disco_tree1_aligned_trim.faa	0.00426553322147385
13_distribution_divergence/01_input_alignments/OG0000064_disco_tree1_aligned_trim.faa	0.00426766096524346
13_distribution_divergence/01_input_alignments/OG0000611_disco_tree2_aligned_trim.faa	0.00428242591482204
13_distribution_divergence/01_input_alignments/OG0005181_disco_tree1_aligned_trim.faa	0.00429251583873131
13_distribution_divergence/01_input_alignments/OG0000317_disco_tree2_aligned_trim.faa	0.0043015139936272
13_distribution_divergence/01_input_alignments/OG0002365_disco_tree1_aligned_trim.faa	0.00432342400221796
13_distribution_divergence/01_input_alignments/OG0012818_disco_tree1_aligned_trim.faa	0.00436044561988254
13_distribution_divergence/01_input_alignments/OG0005222_disco_tree1_aligned_trim.faa	0.00448017829158601
13_distribution_divergence/01_input_alignments/OG0006748_disco_tree1_aligned_trim.faa	0.00449043128423145
13_distribution_divergence/01_input_alignments/OG0000685_disco_tree1_aligned_trim.faa	0.00449219993505856
13_distribution_divergence/01_input_alignments/OG0002434_disco_tree1_aligned_trim.faa	0.00452082871736655
13_distribution_divergence/01_input_alignments/OG0009561_disco_tree1_aligned_trim.faa	0.00452314530339613
13_distribution_divergence/01_input_alignments/OG0001561_disco_tree1_aligned_trim.faa	0.00454394963820969
13_distribution_divergence/01_input_alignments/OG0000957_disco_tree1_aligned_trim.faa	0.00459206202284226
13_distribution_divergence/01_input_alignments/OG0002315_disco_tree1_aligned_trim.faa	0.00460947834492665
13_distribution_divergence/01_input_alignments/OG0005535_disco_tree1_aligned_trim.faa	0.00462171006012116
13_distribution_divergence/01_input_alignments/OG0000562_disco_tree2_aligned_trim.faa	0.00462993420655424
