gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Casi_XP.006840010.1	OG6:foxO3-3B	98.0	foxO3/foxO3B	99.0/99.0
Mjav_XP.036868157.1	OG6:foxO3-3B	98.0	foxO3/foxO3B	77.0/99.0
Cpor_XP.023419223.1	OG6:foxO3-3B	98.0	foxO3/foxO3B	77.0/99.0
Hsap_NP.963853.1	OG6:foxO3-3B	98.0	foxO3/foxO3B	77.0/99.0
Drot_XP.024407555.2	OG6:foxO3-3B	98.0	foxO3/foxO3B	77.0/99.0
Lcat_XP.045400090.1	OG6:foxO3-3B	98.0	foxO3/foxO3B	77.0/99.0
Ttru_XP.033723495.1	OG6:foxO3-3B	98.0	foxO3/foxO3B	77.0/99.0
Oana_XP.001511165.3	OG6:foxO3-3B	98.0	foxO3/foxO3B	91.0/91.0
Csim_XP.014636634.1	OG6:foxO3-3B	98.0	foxO3/foxO3B	77.0/99.0
Cdro_XP.031311979.1	OG6:foxO3-3B	98.0	foxO3/foxO3B	77.0/99.0
Tman_XP.023583398.1	OG6:foxO3-3B	98.0	foxO3/foxO3B	100.0/77.0
Amel_XP.034524842.1	OG6:foxO3-3B	98.0	foxO3/foxO3B	77.0/99.0
Rfer_XP.032957487.1	OG6:foxO3-3B	98.0	foxO3/foxO3B	77.0/99.0
Hamp_XP.057593622.1	OG6:foxO3-3B	98.0	foxO3/foxO3B	77.0/99.0
Shar_XP.023352140.2	OG7:foxQ1	100.0	foxQ1	100.0
Mang_XP.045721917.1	OG7:foxQ1	100.0	foxQ1	88.0
Oana_XP.039766532.1	OG7:foxQ1	100.0	foxQ1	100.0
Mdom_XP.007488113.2	OG7:foxQ1	100.0	foxQ1	100.0
Oana_XP.039766897.1	OG7:foxQ1	100.0	foxQ1	100.0
Lcat_XP.045407521.1	OG7:foxQ1	100.0	foxQ1	88.0
Csim_XP.014639916.1	OG7:foxQ1	100.0	foxQ1	88.0
Rfer_XP.032969223.1	OG7:foxQ1	100.0	foxQ1	88.0
Emax_XP.049738363.1	OG7:foxQ1	100.0	foxQ1	88.0
Scar_XP.047414319.1	OG7:foxQ1	100.0	foxQ1	88.0
Drot_XP.024408099.2	OG7:foxQ1	100.0	foxQ1	88.0
Ggal_XP.015137671.3	OG7:foxQ1	100.0	foxQ1	88.0
Clup_XP.038440419.1	OG7:foxQ1	100.0	foxQ1	88.0
Bmus_XP.036726386.1	OG7:foxQ1	100.0	foxQ1	88.0
Hamp_XP.057556649.1	OG7:foxQ1	100.0	foxQ1	88.0
Ttru_XP.019800554.1	OG7:foxQ1	100.0	foxQ1	88.0
Cdid_XP.037700042.1	OG7:foxQ1	100.0	foxQ1	100.0
Cdro_XP.031291204.1	OG7:foxQ1	100.0	foxQ1	88.0
Equa_XP.046496965.1	OG7:foxQ1	100.0	foxQ1	88.0
Mjav_XP.036867494.1	OG7:foxQ1	100.0	foxQ1	88.0
Ptig_XP.042841203.1	OG7:foxQ1	100.0	foxQ1	88.0
Bbub_XP.025120519.3	OG7:foxQ1	100.0	foxQ1	88.0
Mmus_NP.032265.3	OG7:foxQ1	100.0	foxQ1	88.0
Cimi_XP.017352994.1	OG7:foxQ1	100.0	foxQ1	88.0
Opri_XP.058528571.1	OG7:foxQ1	100.0	foxQ1	88.0
Dnov_XP.058141147.1	OG7:foxQ1	100.0	foxQ1	100.0
Oafe_XP.007933584.1	OG7:foxQ1	100.0	foxQ1	100.0
Pgig_XP.039725409.1	OG7:foxQ1	100.0	foxQ1	88.0
Casi_XP.006870628.1	OG7:foxQ1	100.0	foxQ1	100.0
Pafr_XP.047651460.1	OG7:foxQ1	100.0	foxQ1	88.0
Hsap_NP.150285.3	OG7:foxQ1	100.0	foxQ1	88.0
Cimi_XP.037597639.1	OG8:foxG1	100.0	foxG1	100.0
Lcat_XP.045411043.1	OG8:foxG1	100.0	foxG1	24.0
Cdro_XP.010984479.2	OG8:foxG1	100.0	foxG1	44.0
Rfer_XP.032965585.1	OG8:foxG1	100.0	foxG1	44.0
Drot_XP.024407046.1	OG8:foxG1	100.0	foxG1	44.0
Pafr_XP.047651592.1	OG8:foxG1	100.0	foxG1	51.0
Oana_XP.039770060.1	OG8:foxG1	100.0	foxG1	44.0
Pgig_XP.039726380.1	OG8:foxG1	100.0	foxG1	44.0
Dnov_XP.058149613.1	OG8:foxG1	100.0	foxG1	81.0
Mdom_XP.001364896.1	OG8:foxG1	100.0	foxG1	44.0
Mang_XP.045757915.1	OG8:foxG1	100.0	foxG1	24.0
Mjav_XP.017501197.2	OG8:foxG1	100.0	foxG1	44.0
Emax_XP.049754324.1	OG8:foxG1	100.0	foxG1	24.0
Ttru_XP.019779874.1	OG8:foxG1	100.0	foxG1	24.0
Cdid_XP.037690644.1	OG8:foxG1	100.0	foxG1	81.0
Hsap_NP.005240.3	OG8:foxG1	100.0	foxG1	24.0
Shar_XP.031808132.1	OG8:foxG1	100.0	foxG1	44.0
Ptig_XP.042845427.1	OG8:foxG1	100.0	foxG1	44.0
Scar_XP.047396708.1	OG8:foxG1	100.0	foxG1	44.0
Clup_XP.038400306.1	OG8:foxG1	100.0	foxG1	20.0
Hamp_XP.057580105.1	OG8:foxG1	100.0	foxG1	24.0
Casi_XP.006835434.1	OG8:foxG1	100.0	foxG1	61.0
Opri_XP.058521348.1	OG8:foxG1	100.0	foxG1	44.0
Bmus_XP.036700190.1	OG8:foxG1	100.0	foxG1	50.0
Bbub_XP.025126917.1	OG8:foxG1	100.0	foxG1	41.0
Mmus_NP.001153584.1	OG8:foxG1	100.0	foxG1	44.0
Ggal_NP.989659.2	OG9:foxO1	100.0	foxO1	100.0
Cimi_XP.017397972.1	OG9:foxO1	100.0	foxO1	97.0
Rfer_XP.032960350.1	OG9:foxO1	100.0	foxO1	83.0
Casi_XP.006873780.1	OG9:foxO1	100.0	foxO1	98.0
Pgig_XP.039695386.1	OG9:foxO1	100.0	foxO1	83.0
Dnov_XP.058132895.1	OG9:foxO1	100.0	foxO1	63.0
Ttru_XP.019792245.1	OG9:foxO1	100.0	foxO1	56.0
Oana_XP.001512968.3	OG9:foxO1	100.0	foxO1	98.0
Hsap_NP.002006.2	OG9:foxO1	100.0	foxO1	83.0
Mang_XP.045725787.1	OG9:foxO1	100.0	foxO1	56.0
Bmus_XP.036687548.1	OG9:foxO1	100.0	foxO1	56.0
Amel_XP.034519677.1	OG9:foxO1	100.0	foxO1	63.0
Scar_XP.047409558.1	OG9:foxO1	100.0	foxO1	63.0
Mmus_NP.062713.2	OG9:foxO1	100.0	foxO1	63.0
Opri_XP.012782130.2	OG9:foxO1	100.0	foxO1	63.0
Cdid_XP.037656524.1	OG9:foxO1	100.0	foxO1	63.0
Mjav_XP.036867814.1	OG9:foxO1	100.0	foxO1	56.0
Cdro_XP.031321792.1	OG9:foxO1	100.0	foxO1	63.0
Lcat_XP.045423168.1	OG9:foxO1	100.0	foxO1	63.0
Clup_XP.038429080.1	OG9:foxO1	100.0	foxO1	63.0
Cpor_XP.023416198.1	OG9:foxO1	100.0	foxO1	63.0
Drot_XP.024424320.2	OG9:foxO1	100.0	foxO1	56.0
Mdom_XP.001368312.2	OG9:foxO1	100.0	foxO1	97.0
Shar_XP.003764601.3	OG9:foxO1	100.0	foxO1	97.0
Csim_XP.004443237.1	OG9:foxO1	100.0	foxO1	63.0
Tman_XP.023597991.1	OG9:foxO1	100.0	foxO1	97.0
Emax_XP.049709381.1	OG9:foxO1	100.0	foxO1	83.0
Pafr_XP.047611907.1	OG9:foxO1	100.0	foxO1	56.0
Bbub_XP.006065837.2	OG9:foxO1	100.0	foxO1	95.0
Ptig_XP.007097795.2	OG9:foxO1	100.0	foxO1	63.0
Hamp_XP.057563333.1	OG9:foxO1	100.0	foxO1	56.0
Oafe_XP.007943433.1	OG9:foxO1	100.0	foxO1	99.0
Mang_XP.045725786.1	OG9:foxO1	100.0	foxO1	56.0
Ggal_XP.015134143.3	OG10:foxO4	100.0	foxO4	100.0
Casi_XP.006868595.1	OG10:foxO4	100.0	foxO4	92.0
Mdom_XP.056665439.1	OG10:foxO4	100.0	foxO4	100.0
Csim_XP.004439923.1	OG10:foxO4	100.0	foxO4	92.0
Cdid_XP.037677588.1	OG10:foxO4	100.0	foxO4	73.0
Hsap_NP.005929.2	OG10:foxO4	100.0	foxO4	87.0
Emax_XP.049727631.1	OG10:foxO4	100.0	foxO4	87.0
Ptig_XP.007099158.2	OG10:foxO4	100.0	foxO4	73.0
Drot_XP.053773393.1	OG10:foxO4	100.0	foxO4	40.0
Bmus_XP.036696517.1	OG10:foxO4	100.0	foxO4	40.0
Oafe_XP.007957073.1	OG10:foxO4	100.0	foxO4	100.0
Cimi_XP.017372253.1	OG10:foxO4	100.0	foxO4	87.0
Mjav_XP.017525885.1	OG10:foxO4	100.0	foxO4	82.0
Rfer_XP.032969557.1	OG10:foxO4	100.0	foxO4	40.0
Pafr_XP.047621021.1	OG10:foxO4	100.0	foxO4	40.0
Mmus_NP.061259.1	OG10:foxO4	100.0	foxO4	88.0
Mang_XP.045735285.1	OG10:foxO4	100.0	foxO4	40.0
Pgig_XP.039697652.1	OG10:foxO4	100.0	foxO4	40.0
Scar_XP.047393133.1	OG10:foxO4	100.0	foxO4	99.0
Oana_XP.039768253.1	OG10:foxO4	100.0	foxO4	99.0
Dnov_XP.058146903.1	OG10:foxO4	100.0	foxO4	73.0
Cdid_XP.037678715.1	OG10:foxO4	100.0	foxO4	73.0
Amel_XP.002929104.1	OG10:foxO4	100.0	foxO4	40.0
Tman_XP.023590438.1	OG10:foxO4	100.0	foxO4	100.0
Clup_XP.038443581.1	OG10:foxO4	100.0	foxO4	40.0
Cpor_XP.013009181.1	OG10:foxO4	100.0	foxO4	92.0
Lcat_XP.045394627.1	OG10:foxO4	100.0	foxO4	87.0
Hamp_XP.057575075.1	OG10:foxO4	100.0	foxO4	40.0
Bbub_XP.006076433.1	OG10:foxO4	100.0	foxO4	40.0
Ttru_XP.033705152.1	OG10:foxO4	100.0	foxO4	40.0
Equa_XP.046529856.1	OG10:foxO4	100.0	foxO4	92.0
Opri_XP.004595290.1	OG10:foxO4	100.0	foxO4	40.0
Drot_XP.053773548.1	OG10:foxO4	100.0	foxO4	40.0
Cdro_XP.010977055.2	OG10:foxO4	100.0	foxO4	40.0
Pgig_XP.039724773.1	OG11:foxJ3	100.0	foxJ3	100.0
Mdom_XP.007492986.2	OG11:foxJ3	100.0	foxJ3	12.0
Lcat_XP.045401678.1	OG11:foxJ3	100.0	foxJ3	13.0
Shar_XP.031818195.1	OG11:foxJ3	100.0	foxJ3	12.0
Equa_XP.046517148.1	OG11:foxJ3	100.0	foxJ3	76.0
Mjav_XP.036858181.1	OG11:foxJ3	100.0	foxJ3	12.0
Oafe_XP.007953745.1	OG11:foxJ3	100.0	foxJ3	25.0
Mmus_NP.766287.1	OG11:foxJ3	100.0	foxJ3	76.0
Drot_XP.024410422.2	OG11:foxJ3	100.0	foxJ3	32.0
Tman_XP.023582916.1	OG11:foxJ3	100.0	foxJ3	84.0
Dnov_XP.004477472.1	OG11:foxJ3	100.0	foxJ3	89.0
Hsap_XP.005270689.1	OG11:foxJ3	100.0	foxJ3	12.0
Csim_XP.004443185.1	OG11:foxJ3	100.0	foxJ3	32.0
Scar_XP.047408133.1	OG11:foxJ3	100.0	foxJ3	32.0
Cimi_XP.017397267.1	OG11:foxJ3	100.0	foxJ3	12.0
Bmus_XP.036706277.1	OG11:foxJ3	100.0	foxJ3	32.0
Cdid_XP.037683454.1	OG11:foxJ3	100.0	foxJ3	80.0
Cpor_XP.004999975.1	OG11:foxJ3	100.0	foxJ3	76.0
Oana_XP.028921226.1	OG11:foxJ3	100.0	foxJ3	12.0
Bbub_XP.044801100.1	OG11:foxJ3	100.0	foxJ3	32.0
Ttru_XP.019793563.1	OG11:foxJ3	100.0	foxJ3	32.0
Casi_XP.006839889.1	OG11:foxJ3	100.0	foxJ3	84.0
Clup_XP.038413618.1	OG11:foxJ3	100.0	foxJ3	76.0
Emax_XP.049734920.1	OG11:foxJ3	100.0	foxJ3	12.0
Pafr_XP.047645481.1	OG11:foxJ3	100.0	foxJ3	12.0
Mang_XP.054368911.1	OG11:foxJ3	100.0	foxJ3	76.0
Opri_XP.058535693.1	OG11:foxJ3	100.0	foxJ3	12.0
Amel_XP.011233273.1	OG11:foxJ3	100.0	foxJ3	76.0
Hamp_XP.057563297.1	OG11:foxJ3	100.0	foxJ3	32.0
Ptig_XP.042852753.1	OG11:foxJ3	100.0	foxJ3	80.0
Cdro_XP.031320784.1	OG11:foxJ3	100.0	foxJ3	80.0
Oana_XP.028910333.1	OG12:foxJ2	100.0	foxJ2	100.0
Hamp_XP.057559090.1	OG12:foxJ2	100.0	foxJ2	66.0
Pafr_XP.047643563.1	OG12:foxJ2	100.0	foxJ2	36.0
Ttru_XP.033722947.1	OG12:foxJ2	100.0	foxJ2	66.0
Pgig_XP.039730188.1	OG12:foxJ2	100.0	foxJ2	96.0
Hsap_XP.011519063.1	OG12:foxJ2	100.0	foxJ2	67.0
Equa_XP.046526439.1	OG12:foxJ2	100.0	foxJ2	63.0
Shar_XP.031794189.1	OG12:foxJ2	100.0	foxJ2	90.0
Scar_XP.047406645.1	OG12:foxJ2	100.0	foxJ2	67.0
Cimi_XP.017367793.1	OG12:foxJ2	100.0	foxJ2	70.0
Csim_XP.004438721.1	OG12:foxJ2	100.0	foxJ2	40.0
Emax_XP.049738321.1	OG12:foxJ2	100.0	foxJ2	67.0
Tman_XP.004387308.1	OG12:foxJ2	100.0	foxJ2	98.0
Bmus_XP.036722276.1	OG12:foxJ2	100.0	foxJ2	66.0
Dnov_XP.004455323.1	OG12:foxJ2	100.0	foxJ2	36.0
Mmus_NP.068699.1	OG12:foxJ2	100.0	foxJ2	66.0
Bbub_XP.025138942.2	OG12:foxJ2	100.0	foxJ2	66.0
Casi_XP.006875525.1	OG12:foxJ2	100.0	foxJ2	62.0
Mjav_XP.017507797.1	OG12:foxJ2	100.0	foxJ2	36.0
Drot_XP.053777818.1	OG12:foxJ2	100.0	foxJ2	62.0
Mdom_XP.001364301.2	OG12:foxJ2	100.0	foxJ2	90.0
Rfer_XP.032973158.1	OG12:foxJ2	100.0	foxJ2	66.0
Cdro_XP.031300018.1	OG12:foxJ2	100.0	foxJ2	36.0
Opri_XP.004596477.2	OG12:foxJ2	100.0	foxJ2	90.0
Cpor_XP.003470329.1	OG12:foxJ2	100.0	foxJ2	67.0
Ptig_XP.042847649.1	OG12:foxJ2	100.0	foxJ2	36.0
Ggal_XP.046759046.1	OG12:foxJ2	100.0	foxJ2	90.0
Amel_XP.034501007.1	OG12:foxJ2	100.0	foxJ2	36.0
Oafe_XP.007935347.1	OG12:foxJ2	100.0	foxJ2	67.0
Mang_XP.045729866.1	OG12:foxJ2	100.0	foxJ2	66.0
Lcat_XP.045410352.1	OG12:foxJ2	100.0	foxJ2	47.0
Cdid_XP.037701021.1	OG12:foxJ2	100.0	foxJ2	67.0
Clup_XP.038432619.1	OG12:foxJ2	100.0	foxJ2	36.0
Opri_XP.004592944.1	OG13:foxJ1	100.0	foxJ1	100.0
Bmus_XP.036692694.1	OG13:foxJ1	100.0	foxJ1	62.0
Ttru_XP.033703524.1	OG13:foxJ1	100.0	foxJ1	62.0
Mdom_XP.016286122.1	OG13:foxJ1	100.0	foxJ1	62.0
Pafr_XP.047614731.1	OG13:foxJ1	100.0	foxJ1	62.0
Mjav_XP.017529912.2	OG13:foxJ1	100.0	foxJ1	62.0
Cpor_XP.003461484.1	OG13:foxJ1	100.0	foxJ1	62.0
Mmus_XP.006532332.1	OG13:foxJ1	100.0	foxJ1	62.0
Ptig_XP.042823405.1	OG13:foxJ1	100.0	foxJ1	62.0
Equa_XP.046530684.1	OG13:foxJ1	100.0	foxJ1	62.0
Clup_XP.038402010.1	OG13:foxJ1	100.0	foxJ1	62.0
Emax_XP.049715791.1	OG13:foxJ1	100.0	foxJ1	62.0
Oana_XP.028912588.1	OG13:foxJ1	100.0	foxJ1	25.0
Tman_XP.004374194.1	OG13:foxJ1	100.0	foxJ1	81.0
Drot_XP.045046069.2	OG13:foxJ1	100.0	foxJ1	62.0
Hsap_NP.001445.2	OG13:foxJ1	100.0	foxJ1	62.0
Pgig_XP.039715456.1	OG13:foxJ1	100.0	foxJ1	62.0
Cimi_XP.017391310.1	OG13:foxJ1	100.0	foxJ1	62.0
Rfer_XP.032946522.1	OG13:foxJ1	100.0	foxJ1	62.0
Lcat_XP.045381684.1	OG13:foxJ1	100.0	foxJ1	62.0
Dnov_XP.004454510.2	OG13:foxJ1	100.0	foxJ1	62.0
Ggal_NP.001308464.2	OG13:foxJ1	100.0	foxJ1	25.0
Hamp_XP.057572756.1	OG13:foxJ1	100.0	foxJ1	62.0
Cdro_XP.031325009.1	OG13:foxJ1	100.0	foxJ1	62.0
Oafe_XP.007957820.1	OG13:foxJ1	100.0	foxJ1	72.0
Amel_XP.034497541.1	OG13:foxJ1	100.0	foxJ1	62.0
Cdid_XP.037665215.1	OG13:foxJ1	100.0	foxJ1	62.0
Shar_XP.031821724.1	OG13:foxJ1	100.0	foxJ1	62.0
Scar_XP.047399365.1	OG13:foxJ1	100.0	foxJ1	62.0
Csim_XP.004432853.1	OG13:foxJ1	100.0	foxJ1	62.0
Casi_XP.006869617.1	OG13:foxJ1	100.0	foxJ1	72.0
Bbub_XP.006045356.1	OG13:foxJ1	100.0	foxJ1	62.0
Mang_XP.045743961.1	OG13:foxJ1	100.0	foxJ1	62.0
Oana_XP.039768325.1	OG14:foxP3	99.0	foxP3	99.0
Pgig_XP.039699607.1	OG14:foxP3	99.0	foxP3	94.0
Csim_XP.014646458.1	OG14:foxP3	99.0	foxP3	94.0
Equa_XP.046528495.1	OG14:foxP3	99.0	foxP3	94.0
Cpor_XP.023417629.1	OG14:foxP3	99.0	foxP3	94.0
Rfer_XP.032973683.1	OG14:foxP3	99.0	foxP3	94.0
Oafe_XP.007956564.1	OG14:foxP3	99.0	foxP3	100.0
Shar_XP.023363009.2	OG14:foxP3	99.0	foxP3	98.0
Bmus_XP.036695836.1	OG14:foxP3	99.0	foxP3	94.0
Mdom_XP.056665055.1	OG14:foxP3	99.0	foxP3	98.0
Cimi_XP.037589291.1	OG14:foxP3	99.0	foxP3	94.0
Emax_XP.049728302.1	OG14:foxP3	99.0	foxP3	92.0
Drot_XP.053773440.1	OG14:foxP3	99.0	foxP3	94.0
Mjav_XP.036852243.1	OG14:foxP3	99.0	foxP3	55.0
Mmus_NP.001186276.1	OG14:foxP3	99.0	foxP3	98.0
Ttru_XP.033704944.1	OG14:foxP3	99.0	foxP3	94.0
Cdid_XP.037677418.1	OG14:foxP3	99.0	foxP3	92.0
