gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Tman_XP.004371314.1	OG4:sox-30	100.0	sox-30	13.0
Hsap_NP.848511.1	OG4:sox-30	100.0	sox-30	85.0
Casi_XP.006863994.1	OG4:sox-30	100.0	sox-30	44.0
Amel_XP.034508949.1	OG4:sox-30	100.0	sox-30	59.0
Scar_XP.047389638.1	OG5:sox-8	46.0	sox-8	46.0
Bmus_XP.036681892.1	OG5:sox-8	46.0	sox-8	48.0
Pafr_XP.047635134.1	OG5:sox-8	46.0	sox-8	48.0
Drot_XP.024409185.2	OG5:sox-8	46.0	sox-8	48.0
Mjav_XP.017502547.2	OG5:sox-8	46.0	sox-8	48.0
Clup_XP.038394815.1	OG5:sox-8	46.0	sox-8	48.0
Rfer_XP.032957935.1	OG5:sox-8	46.0	sox-8	48.0
Equa_XP.046523802.1	OG5:sox-8	46.0	sox-8	48.0
Amel_XP.034525488.1	OG5:sox-8	46.0	sox-8	48.0
Cimi_XP.017366444.1	OG5:sox-8	46.0	sox-8	100.0
Csim_XP.004438275.1	OG5:sox-8	46.0	sox-8	48.0
Bbub_XP.025130606.3	OG5:sox-8	46.0	sox-8	48.0
Lcat_XP.045397007.1	OG5:sox-8	46.0	sox-8	97.0
Hamp_XP.057551434.1	OG5:sox-8	46.0	sox-8	48.0
Pgig_XP.039740781.1	OG5:sox-8	46.0	sox-8	48.0
Hsap_NP.055402.2	OG5:sox-8	46.0	sox-8	100.0
Mang_XP.045730580.1	OG5:sox-8	46.0	sox-8	48.0
Cdro_XP.010989436.2	OG5:sox-8	46.0	sox-8	48.0
Ptig_XP.042827523.1	OG5:sox-8	46.0	sox-8	48.0
Ttru_XP.033696379.1	OG5:sox-8	46.0	sox-8	48.0
Bmus_XP.036722097.1	OG6:NA	1.0	NA	NA
Ttru_XP.019791993.1	OG7:NA	1.0	NA	NA
Oana_XP.028908350.1	OG8:sox-4	100.0	sox-4	100.0
Opri_XP.058523457.1	OG8:sox-4	100.0	sox-4	20.0
Ggal_NP.989815.2	OG8:sox-4	100.0	sox-4	100.0
Casi_XP.006860848.1	OG8:sox-4	100.0	sox-4	92.0
Lcat_XP.045407834.1	OG8:sox-4	100.0	sox-4	77.0
Ttru_XP.033719780.1	OG8:sox-4	100.0	sox-4	72.0
Cpor_XP.003468908.2	OG8:sox-4	100.0	sox-4	20.0
Mdom_XP.007487941.1	OG8:sox-4	100.0	sox-4	77.0
Scar_XP.047414294.1	OG8:sox-4	100.0	sox-4	59.0
Hsap_NP.003098.1	OG8:sox-4	100.0	sox-4	59.0
Bbub_XP.025121975.3	OG8:sox-4	100.0	sox-4	20.0
Hamp_XP.057555091.1	OG8:sox-4	100.0	sox-4	20.0
Mmus_NP.033264.2	OG8:sox-4	100.0	sox-4	20.0
Drot_XP.053776704.1	OG8:sox-4	100.0	sox-4	59.0
Oafe_XP.007950280.1	OG8:sox-4	100.0	sox-4	95.0
Dnov_XP.012385001.3	OG8:sox-4	100.0	sox-4	20.0
Clup_XP.038440195.1	OG8:sox-4	100.0	sox-4	37.0
Equa_XP.046497050.1	OG8:sox-4	100.0	sox-4	77.0
Amel_XP.034516148.1	OG8:sox-4	100.0	sox-4	19.0
Cdro_XP.031290990.1	OG8:sox-4	100.0	sox-4	82.0
Emax_XP.049732340.1	OG8:sox-4	100.0	sox-4	59.0
Csim_XP.004432138.1	OG8:sox-4	100.0	sox-4	71.0
Mjav_XP.036850086.1	OG8:sox-4	100.0	sox-4	20.0
Pgig_XP.039722376.1	OG8:sox-4	100.0	sox-4	59.0
Ptig_XP.042841543.1	OG8:sox-4	100.0	sox-4	77.0
Bmus_XP.036725088.1	OG8:sox-4	100.0	sox-4	72.0
Tman_XP.023594118.1	OG8:sox-4	100.0	sox-4	97.0
Pafr_XP.047651758.1	OG8:sox-4	100.0	sox-4	20.0
Mang_XP.045722257.1	OG8:sox-4	100.0	sox-4	20.0
Rfer_XP.032971451.1	OG8:sox-4	100.0	sox-4	59.0
Cdid_XP.037700378.1	OG8:sox-4	100.0	sox-4	82.0
Cimi_XP.017399572.1	OG8:sox-4	100.0	sox-4	20.0
Shar_XP.031802646.1	OG8:sox-4	100.0	sox-4	77.0
Shar_XP.003775357.4	OG9:sox-15	100.0	sox-15	100.0
Dnov_XP.004468798.1	OG9:sox-15	100.0	sox-15	94.0
Mdom_XP.056673573.1	OG9:sox-15	100.0	sox-15	100.0
Oana_XP.039766818.1	OG9:sox-15	100.0	sox-15	100.0
Clup_XP.038392636.1	OG9:sox-15	100.0	sox-15	90.0
Mjav_XP.017527261.1	OG9:sox-15	100.0	sox-15	90.0
Cdid_XP.037664941.1	OG9:sox-15	100.0	sox-15	94.0
Pgig_XP.039703166.1	OG9:sox-15	100.0	sox-15	90.0
Pafr_XP.047613485.1	OG9:sox-15	100.0	sox-15	90.0
Bmus_XP.036692236.1	OG9:sox-15	100.0	sox-15	90.0
Ttru_XP.033704061.1	OG9:sox-15	100.0	sox-15	90.0
Emax_XP.049714749.1	OG9:sox-15	100.0	sox-15	90.0
Opri_XP.004594843.2	OG9:sox-15	100.0	sox-15	90.0
Cpor_XP.003466299.1	OG9:sox-15	100.0	sox-15	90.0
Rfer_XP.032947056.1	OG9:sox-15	100.0	sox-15	90.0
Cimi_XP.037595583.1	OG9:sox-15	100.0	sox-15	90.0
Hamp_XP.057571542.1	OG9:sox-15	100.0	sox-15	90.0
Equa_XP.046531541.1	OG9:sox-15	100.0	sox-15	90.0
Ptig_XP.042823564.1	OG9:sox-15	100.0	sox-15	90.0
Lcat_XP.045426075.1	OG9:sox-15	100.0	sox-15	90.0
Cdro_XP.031323594.1	OG9:sox-15	100.0	sox-15	90.0
Mang_XP.045746055.1	OG9:sox-15	100.0	sox-15	90.0
Drot_XP.024420518.1	OG9:sox-15	100.0	sox-15	90.0
Tman_XP.004376270.1	OG9:sox-15	100.0	sox-15	100.0
Bbub_XP.006062923.4	OG9:sox-15	100.0	sox-15	90.0
Hsap_NP.008873.1	OG9:sox-15	100.0	sox-15	90.0
Oafe_XP.007950453.1	OG9:sox-15	100.0	sox-15	100.0
Scar_XP.047400352.1	OG9:sox-15	100.0	sox-15	90.0
Mmus_NP.033261.1	OG9:sox-15	100.0	sox-15	90.0
Csim_XP.004433180.1	OG9:sox-15	100.0	sox-15	90.0
Amel_XP.019660673.2	OG9:sox-15	100.0	sox-15	90.0
Casi_XP.006863559.1	OG9:sox-15	100.0	sox-15	100.0
Rfer_XP.032974648.1	OG10:NA	96.0	NA	NA
Pgig_XP.039738421.1	OG10:NA	96.0	NA	NA
Dnov_XP.058138887.1	OG10:NA	96.0	NA	NA
Drot_XP.024431130.1	OG10:NA	96.0	NA	NA
Ggal_XP.015151955.3	OG11:sox-12	100.0	sox-12	100.0
Equa_XP.046533915.1	OG11:sox-12	100.0	sox-12	95.0
Emax_XP.049725681.1	OG11:sox-12	100.0	sox-12	74.0
Rfer_XP.032951289.1	OG11:sox-12	100.0	sox-12	95.0
Cpor_XP.005006612.1	OG11:sox-12	100.0	sox-12	100.0
Bmus_XP.036683115.1	OG11:sox-12	100.0	sox-12	95.0
Tman_XP.004370660.1	OG11:sox-12	100.0	sox-12	92.0
Bbub_XP.025119497.1	OG11:sox-12	100.0	sox-12	95.0
Mang_XP.045741538.1	OG11:sox-12	100.0	sox-12	95.0
Opri_XP.058535679.1	OG11:sox-12	100.0	sox-12	92.0
Cdid_XP.037667390.1	OG11:sox-12	100.0	sox-12	95.0
Pafr_XP.047627358.1	OG11:sox-12	100.0	sox-12	95.0
Mmus_NP.035568.1	OG11:sox-12	100.0	sox-12	100.0
Csim_XP.014645525.1	OG11:sox-12	100.0	sox-12	95.0
Ttru_XP.004331924.3	OG11:sox-12	100.0	sox-12	95.0
Scar_XP.047398506.1	OG11:sox-12	100.0	sox-12	71.0
Ptig_XP.042836628.1	OG11:sox-12	100.0	sox-12	95.0
Shar_XP.031810003.1	OG11:sox-12	100.0	sox-12	100.0
Pgig_XP.039719928.1	OG11:sox-12	100.0	sox-12	95.0
Casi_XP.006860781.1	OG11:sox-12	100.0	sox-12	92.0
Hsap_NP.008874.2	OG11:sox-12	100.0	sox-12	74.0
Oafe_XP.007932707.1	OG11:sox-12	100.0	sox-12	92.0
Mjav_XP.017521282.2	OG11:sox-12	100.0	sox-12	95.0
Clup_XP.038427830.1	OG11:sox-12	100.0	sox-12	95.0
Dnov_XP.058142829.1	OG11:sox-12	100.0	sox-12	95.0
Hamp_XP.057559844.1	OG11:sox-12	100.0	sox-12	95.0
Lcat_XP.045385476.1	OG11:sox-12	100.0	sox-12	80.0
Drot_XP.024415008.3	OG11:sox-12	100.0	sox-12	95.0
Cdro_XP.031289888.1	OG11:sox-12	100.0	sox-12	95.0
Cimi_XP.017370646.1	OG11:sox-12	100.0	sox-12	80.0
Mdom_XP.007474545.2	OG11:sox-12	100.0	sox-12	100.0
Oana_XP.028907426.1	OG12:sox-11	100.0	sox-11	100.0
Cdro_XP.031322369.1	OG12:sox-11	100.0	sox-11	99.0
Pafr_XP.047635202.1	OG12:sox-11	100.0	sox-11	99.0
Cdid_XP.037669298.1	OG12:sox-11	100.0	sox-11	89.0
Mdom_XP.007476236.1	OG12:sox-11	100.0	sox-11	96.0
Dnov_XP.058143908.1	OG12:sox-11	100.0	sox-11	89.0
Mang_XP.045739658.1	OG12:sox-11	100.0	sox-11	99.0
Casi_XP.006864036.1	OG12:sox-11	100.0	sox-11	89.0
Tman_XP.004373138.1	OG12:sox-11	100.0	sox-11	100.0
Hamp_XP.057599420.1	OG12:sox-11	100.0	sox-11	99.0
Pgig_XP.039710941.1	OG12:sox-11	100.0	sox-11	99.0
Cimi_XP.017397486.1	OG12:sox-11	100.0	sox-11	99.0
Lcat_XP.045404807.1	OG12:sox-11	100.0	sox-11	99.0
Emax_XP.049759749.1	OG12:sox-11	100.0	sox-11	99.0
Ptig_XP.042835747.1	OG12:sox-11	100.0	sox-11	99.0
Shar_XP.031807046.1	OG12:sox-11	100.0	sox-11	96.0
Cpor_XP.003464995.1	OG12:sox-11	100.0	sox-11	99.0
Mjav_XP.017522349.2	OG12:sox-11	100.0	sox-11	99.0
Scar_XP.047379435.1	OG12:sox-11	100.0	sox-11	99.0
Opri_XP.004582643.2	OG12:sox-11	100.0	sox-11	99.0
Clup_XP.038416510.1	OG12:sox-11	100.0	sox-11	99.0
Drot_XP.024408195.2	OG12:sox-11	100.0	sox-11	99.0
Ggal_NP.001382976.1	OG12:sox-11	100.0	sox-11	96.0
Equa_XP.046516078.1	OG12:sox-11	100.0	sox-11	99.0
Amel_XP.034515849.1	OG12:sox-11	100.0	sox-11	99.0
Hsap_NP.003099.1	OG12:sox-11	100.0	sox-11	99.0
Oafe_XP.007933317.1	OG12:sox-11	100.0	sox-11	89.0
Bmus_XP.036729557.1	OG12:sox-11	100.0	sox-11	99.0
Bbub_XP.025117398.3	OG12:sox-11	100.0	sox-11	99.0
Rfer_XP.032980233.1	OG12:sox-11	100.0	sox-11	99.0
Ttru_XP.019798147.1	OG12:sox-11	100.0	sox-11	99.0
Csim_XP.014647619.1	OG12:sox-11	100.0	sox-11	99.0
Mmus_NP.033260.4	OG12:sox-11	100.0	sox-11	99.0
Ggal_NP.989526.1	OG13:sox-3/sry	89.0	sox-3/sry	89.0/89.0
Shar_XP.023362772.2	OG13:sox-3/sry	89.0	sox-3	81.0
Ptig_XP.042831086.1	OG13:sox-3/sry	89.0	sox-3	28.0
Dnov_XP.058147425.1	OG13:sox-3/sry	89.0	sox-3	28.0
Rfer_XP.032973530.1	OG13:sox-3/sry	89.0	sox-3	28.0
Oafe_XP.007949915.1	OG13:sox-3/sry	89.0	sox-3	99.0
Csim_XP.014651689.1	OG13:sox-3/sry	89.0	sox-3	28.0
Drot_XP.024434131.1	OG13:sox-3/sry	89.0	sox-3/sry	81.0/66.0
Hsap_NP.003131.1	OG13:sox-3/sry	89.0	sox-3/sry	81.0/66.0
Equa_XP.046528503.1	OG13:sox-3/sry	89.0	sox-3	28.0
Emax_XP.049728984.1	OG13:sox-3/sry	89.0	sox-3	28.0
Opri_XP.058514980.1	OG13:sox-3/sry	89.0	sox-3	28.0
Ttru_XP.033705620.1	OG13:sox-3/sry	89.0	sox-3	28.0
Clup_XP.038442551.1	OG13:sox-3/sry	89.0	sox-3	28.0
Oana_XP.001520781.2	OG13:sox-3/sry	89.0	sox-3/sry	81.0/81.0
Hsap_NP.005625.2	OG13:sox-3/sry	89.0	sox-3	28.0
Mjav_XP.036859504.1	OG13:sox-3/sry	89.0	sox-3	28.0
Mdom_XP.056665898.1	OG13:sox-3/sry	89.0	sox-3/sry	81.0/96.0
Emax_XP.049729443.1	OG13:sox-3/sry	89.0	sox-3/sry	81.0/66.0
Cdro_XP.031300930.1	OG13:sox-3/sry	89.0	sox-3	28.0
Pgig_XP.039735027.1	OG13:sox-3/sry	89.0	sox-3/sry	81.0/66.0
Shar_XP.031801149.1	OG13:sox-3/sry	89.0	sox-3/sry	81.0/96.0
Lcat_XP.045393696.1	OG13:sox-3/sry	89.0	sox-3	28.0
Cimi_XP.017374345.1	OG13:sox-3/sry	89.0	sox-3/sry	81.0/66.0
Hamp_XP.057574656.1	OG13:sox-3/sry	89.0	sox-3	28.0
Mmus_NP.033263.2	OG13:sox-3/sry	89.0	sox-3	28.0
Amel_XP.034504946.1	OG13:sox-3/sry	89.0	sox-3	28.0
Cdid_XP.037678811.1	OG13:sox-3/sry	89.0	sox-3	28.0
Bmus_XP.036696323.1	OG13:sox-3/sry	89.0	sox-3	28.0
Ttru_XP.033706224.1	OG13:sox-3/sry	89.0	sox-3/sry	81.0/66.0
Bbub_XP.025132502.3	OG13:sox-3/sry	89.0	sox-3	28.0
Cdid_XP.037680520.1	OG13:sox-3/sry	89.0	sox-3/sry	81.0/100.0
Cpor_XP.003464754.2	OG13:sox-3/sry	89.0	sox-3	28.0
Scar_XP.047393176.1	OG13:sox-3/sry	89.0	sox-3/sry	81.0/66.0
Opri_XP.058515261.1	OG13:sox-3/sry	89.0	sox-3/sry	81.0/66.0
Pafr_XP.047620863.1	OG13:sox-3/sry	89.0	sox-3	28.0
Mmus_NP.035694.1	OG13:sox-3/sry	89.0	sox-3/sry	81.0/66.0
Drot_XP.053773489.1	OG13:sox-3/sry	89.0	sox-3	28.0
Mdom_XP.007507433.1	OG13:sox-3/sry	89.0	sox-3	81.0
Scar_XP.047392867.1	OG13:sox-3/sry	89.0	sox-3	28.0
Oafe_XP.007957280.1	OG13:sox-3/sry	89.0	sox-3/sry	81.0/100.0
Cimi_XP.017355427.1	OG13:sox-3/sry	89.0	sox-3	28.0
Ttru_XP.033706225.1	OG13:sox-3/sry	89.0	sox-3/sry	81.0/66.0
Mang_XP.045726266.1	OG13:sox-3/sry	89.0	sox-3	28.0
Casi_XP.006875033.1	OG13:sox-3/sry	89.0	sox-3	28.0
Opri_XP.058515255.1	OG13:sox-3/sry	89.0	sox-3/sry	81.0/66.0
Mjav_XP.036857050.1	OG13:sox-3/sry	89.0	sox-3/sry	81.0/66.0
Dnov_XP.058142693.1	OG14:sox-8	47.0	sox-8	47.0
Casi_XP.006873911.1	OG14:sox-8	47.0	sox-8	100.0
Cdid_XP.037670405.1	OG14:sox-8	47.0	sox-8	47.0
Emax_XP.049759218.1	OG14:sox-8	47.0	sox-8	100.0
Tman_XP.023584110.1	OG14:sox-8	47.0	sox-8	100.0
Oafe_XP.007955685.1	OG14:sox-8	47.0	sox-8	100.0
Mjav_XP.017510601.1	OG15:NA	1.0	NA	NA
Clup_XP.038432983.1	OG16:NA	1.0	NA	NA
Ptig_XP.042847878.1	OG16:NA	1.0	NA	NA
Mang_XP.054363126.1	OG16:NA	1.0	NA	NA
Amel_XP.019650885.1	OG16:NA	1.0	NA	NA
Ggal_NP.989664.1	OG17:sox-1	98.0	sox-1	98.0
Mjav_XP.036880873.1	OG17:sox-1	98.0	sox-1	93.0
Amel_XP.034519706.1	OG17:sox-1	98.0	sox-1	93.0
Lcat_XP.045422689.1	OG17:sox-1	98.0	sox-1	93.0
Oana_XP.028904097.1	OG17:sox-1	98.0	sox-1	96.0
Opri_XP.058526612.1	OG17:sox-1	98.0	sox-1	93.0
Cdid_XP.037656244.1	OG17:sox-1	98.0	sox-1	99.0
Scar_XP.047410448.1	OG17:sox-1	98.0	sox-1	93.0
Mdom_XP.007501341.1	OG17:sox-1	98.0	sox-1	99.0
Equa_XP.046519750.1	OG17:sox-1	98.0	sox-1	93.0
Ttru_XP.019776483.2	OG17:sox-1	98.0	sox-1	93.0
Clup_XP.038425993.1	OG17:sox-1	98.0	sox-1	93.0
Cdro_XP.031322193.1	OG17:sox-1	98.0	sox-1	93.0
Shar_XP.031814590.1	OG17:sox-1	98.0	sox-1	99.0
Oafe_XP.007940578.1	OG17:sox-1	98.0	sox-1	99.0
Rfer_XP.032959657.1	OG17:sox-1	98.0	sox-1	93.0
Mmus_NP.033259.2	OG17:sox-1	98.0	sox-1	93.0
Dnov_XP.058132394.1	OG17:sox-1	98.0	sox-1	99.0
Bmus_XP.036687021.1	OG17:sox-1	98.0	sox-1	93.0
Pafr_XP.047612043.1	OG17:sox-1	98.0	sox-1	93.0
Drot_XP.045042640.2	OG17:sox-1	98.0	sox-1	93.0
Ptig_XP.042814197.1	OG17:sox-1	98.0	sox-1	93.0
Cimi_XP.017357713.1	OG17:sox-1	98.0	sox-1	93.0
Mang_XP.045723818.1	OG17:sox-1	98.0	sox-1	93.0
Casi_XP.006851579.1	OG17:sox-1	98.0	sox-1	99.0
Cpor_XP.005007254.3	OG17:sox-1	98.0	sox-1	93.0
Hsap_NP.005977.2	OG17:sox-1	98.0	sox-1	93.0
Hamp_XP.057563730.1	OG17:sox-1	98.0	sox-1	93.0
Pgig_XP.039721974.1	OG17:sox-1	98.0	sox-1	93.0
Bbub_XP.025118363.1	OG17:sox-1	98.0	sox-1	93.0
Emax_XP.049723386.1	OG17:sox-1	98.0	sox-1	93.0
Mdom_XP.001373727.1	OG18:NA	1.0	NA	NA
Shar_XP.003762017.1	OG19:NA	1.0	NA	NA
Hamp_XP.057557078.1	OG20:sox-5	1.0	sox-5	1.0
Equa_XP.046497249.1	OG20:sox-5	1.0	sox-5	1.0
Bbub_XP.045021534.1	OG20:sox-5	1.0	sox-5	1.0
Csim_XP.014646859.1	OG20:sox-5	1.0	sox-5	1.0
Cdro_XP.031299822.1	OG20:sox-5	1.0	sox-5	1.0
Tman_XP.023593782.1	OG20:sox-5	1.0	sox-5	1.0
Emax_XP.049741103.1	OG20:sox-5	1.0	sox-5	100.0
Oafe_XP.007944956.1	OG20:sox-5	1.0	sox-5	1.0
Pafr_XP.047643337.1	OG20:sox-5	1.0	sox-5	1.0
