gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Rfer_XP.032970385.1	OG0:dmrtB1	100.0	dmrtB1	34.0
Clup_XP.038393419.1	OG0:dmrtB1	100.0	dmrtB1	34.0
Tman_XP.012409672.2	OG0:dmrtB1	100.0	dmrtB1	98.0
Ggal_NP.001232910.1	OG0:dmrtB1	100.0	dmrtB1	34.0
Oafe_XP.007954175.1	OG1:dmrt2	100.0	dmrt2	100.0
Hsap_NP.870987.2	OG1:dmrt2	100.0	dmrt2	63.0
Dnov_XP.004459445.2	OG1:dmrt2	100.0	dmrt2	63.0
Shar_XP.003761708.1	OG1:dmrt2	100.0	dmrt2	63.0
Cpor_XP.005004778.1	OG1:dmrt2	100.0	dmrt2	63.0
Ttru_XP.019790310.1	OG1:dmrt2	100.0	dmrt2	63.0
Ggal_XP.003643035.3	OG1:dmrt2	100.0	dmrt2	63.0
Mdom_XP.001374295.1	OG1:dmrt2	100.0	dmrt2	63.0
Oana_XP.028911116.1	OG1:dmrt2	100.0	dmrt2	63.0
Tman_XP.004373589.1	OG1:dmrt2	100.0	dmrt2	89.0
Equa_XP.046519727.1	OG1:dmrt2	100.0	dmrt2	63.0
Bmus_XP.036712720.1	OG1:dmrt2	100.0	dmrt2	63.0
Cdid_XP.037653375.1	OG1:dmrt2	100.0	dmrt2	63.0
Opri_XP.058513365.1	OG1:dmrt2	100.0	dmrt2	63.0
Lcat_XP.045418965.1	OG1:dmrt2	100.0	dmrt2	63.0
Cimi_XP.017373822.1	OG1:dmrt2	100.0	dmrt2	63.0
Rfer_XP.032979206.1	OG1:dmrt2	100.0	dmrt2	63.0
Pgig_XP.039723855.1	OG1:dmrt2	100.0	dmrt2	63.0
Ptig_XP.042820943.1	OG1:dmrt2	100.0	dmrt2	63.0
Hamp_XP.057579943.1	OG1:dmrt2	100.0	dmrt2	63.0
Pafr_XP.047623676.1	OG1:dmrt2	100.0	dmrt2	63.0
Cdro_XP.031305655.1	OG1:dmrt2	100.0	dmrt2	63.0
Mmus_NP.665830.1	OG1:dmrt2	100.0	dmrt2	63.0
Csim_XP.014650903.1	OG1:dmrt2	100.0	dmrt2	63.0
Casi_XP.006863797.1	OG1:dmrt2	100.0	dmrt2	58.0
Emax_XP.049752756.1	OG1:dmrt2	100.0	dmrt2	63.0
Mjav_XP.017529816.2	OG1:dmrt2	100.0	dmrt2	63.0
Amel_XP.034503257.1	OG1:dmrt2	100.0	dmrt2	63.0
Clup_XP.038383091.1	OG1:dmrt2	100.0	dmrt2	63.0
Mang_XP.045738142.1	OG1:dmrt2	100.0	dmrt2	63.0
Bbub_XP.044795850.1	OG1:dmrt2	100.0	dmrt2	63.0
Drot_XP.045047034.2	OG1:dmrt2	100.0	dmrt2	63.0
Scar_XP.047380961.1	OG1:dmrt2	100.0	dmrt2	63.0
Cdro_XP.031312888.1	OG2:dmrtC2	100.0	dmrtC2	100.0
Clup_XP.038381591.1	OG2:dmrtC2	100.0	dmrtC2	68.0
Csim_XP.004440164.1	OG2:dmrtC2	100.0	NA	NA
Casi_XP.006871451.1	OG2:dmrtC2	100.0	dmrtC2	100.0
Mang_XP.045746349.1	OG2:dmrtC2	100.0	dmrtC2	68.0
Bmus_XP.036690564.1	OG2:dmrtC2	100.0	dmrtC2	46.0
Lcat_XP.045387563.1	OG2:dmrtC2	100.0	dmrtC2	77.0
Hamp_XP.057568752.1	OG2:dmrtC2	100.0	dmrtC2	46.0
Cdid_XP.037676589.1	OG2:dmrtC2	100.0	dmrtC2	98.0
Pafr_XP.047644735.1	OG2:dmrtC2	100.0	dmrtC2	46.0
Mmus_XP.017167796.1	OG2:dmrtC2	100.0	dmrtC2	77.0
Equa_XP.046507274.1	OG2:dmrtC2	100.0	NA	NA
Oafe_XP.007941145.1	OG2:dmrtC2	100.0	dmrtC2	100.0
Tman_XP.004388803.1	OG2:dmrtC2	100.0	dmrtC2	96.0
Drot_XP.024433509.1	OG2:dmrtC2	100.0	dmrtC2	75.0
Oana_XP.007664048.1	OG2:dmrtC2	100.0	dmrtC2	68.0
Ttru_XP.033699919.1	OG2:dmrtC2	100.0	dmrtC2	46.0
Amel_XP.034494561.1	OG2:dmrtC2	100.0	dmrtC2	68.0
Opri_XP.058531141.1	OG2:dmrtC2	100.0	dmrtC2	98.0
Pgig_XP.039731326.1	OG2:dmrtC2	100.0	NA	NA
Lcat_XP.045393814.1	OG2:dmrtC2	100.0	NA	NA
Lcat_XP.045393815.1	OG2:dmrtC2	100.0	NA	NA
Lcat_XP.045393818.1	OG2:dmrtC2	100.0	NA	NA
Scar_XP.047383853.1	OG2:dmrtC2	100.0	dmrtC2	77.0
Pgig_XP.039705918.1	OG2:dmrtC2	100.0	dmrtC2	75.0
Hsap_XP.016882612.1	OG2:dmrtC2	100.0	dmrtC2	77.0
Equa_XP.046540061.1	OG2:dmrtC2	100.0	NA	NA
Mjav_XP.036869866.1	OG2:dmrtC2	100.0	dmrtC2	68.0
Rfer_XP.032984641.1	OG2:dmrtC2	100.0	dmrtC2	75.0
Shar_XP.031819119.1	OG2:dmrtC2	100.0	dmrtC2	68.0
Emax_XP.049757407.1	OG2:dmrtC2	100.0	dmrtC2	77.0
Lcat_XP.045393817.1	OG2:dmrtC2	100.0	NA	NA
Ptig_XP.042825393.1	OG2:dmrtC2	100.0	dmrtC2	68.0
Bbub_XP.025124040.1	OG2:dmrtC2	100.0	dmrtC2	46.0
Cimi_XP.037585356.1	OG2:dmrtC2	100.0	dmrtC2	77.0
Cpor_XP.003464597.1	OG2:dmrtC2	100.0	dmrtC2	77.0
Csim_XP.004443941.1	OG2:dmrtC2	100.0	NA	NA
Mdom_XP.007506399.1	OG2:dmrtC2	100.0	dmrtC2	68.0
Dnov_XP.058135474.1	OG2:dmrtC2	100.0	dmrtC2	98.0
Lcat_XP.045393811.1	OG2:dmrtC2	100.0	NA	NA
Hsap_NP.067063.1	OG3:dmrt3	100.0	dmrt3	100.0
Rfer_XP.032979350.1	OG3:dmrt3	100.0	dmrt3	51.0
Cimi_XP.017373824.1	OG3:dmrt3	100.0	dmrt3	55.0
Oafe_XP.007954185.1	OG3:dmrt3	100.0	dmrt3	63.0
Cdid_XP.037653502.1	OG3:dmrt3	100.0	dmrt3	51.0
Mjav_XP.036847248.1	OG3:dmrt3	100.0	dmrt3	51.0
Mmus_XP.006527129.1	OG3:dmrt3	100.0	dmrt3	56.0
Equa_XP.046521022.1	OG3:dmrt3	100.0	dmrt3	51.0
Drot_XP.053780057.1	OG3:dmrt3	100.0	dmrt3	51.0
Hamp_XP.057581111.1	OG3:dmrt3	100.0	dmrt3	51.0
Lcat_XP.045418289.1	OG3:dmrt3	100.0	dmrt3	56.0
Clup_XP.038381546.1	OG3:dmrt3	100.0	dmrt3	56.0
Bmus_XP.036712559.1	OG3:dmrt3	100.0	dmrt3	51.0
Oana_XP.028910685.1	OG3:dmrt3	100.0	dmrt3	51.0
Casi_XP.006863796.1	OG3:dmrt3	100.0	dmrt3	63.0
Scar_XP.047381281.1	OG3:dmrt3	100.0	dmrt3	40.0
Ptig_XP.042820871.1	OG3:dmrt3	100.0	dmrt3	56.0
Cpor_XP.003472245.1	OG3:dmrt3	100.0	dmrt3	40.0
Mdom_XP.001365681.1	OG3:dmrt3	100.0	dmrt3	51.0
Csim_XP.004440708.1	OG3:dmrt3	100.0	dmrt3	51.0
Emax_XP.049752714.1	OG3:dmrt3	100.0	dmrt3	100.0
Opri_XP.004591889.2	OG3:dmrt3	100.0	dmrt3	56.0
Shar_XP.031799800.1	OG3:dmrt3	100.0	dmrt3	51.0
Cdro_XP.031305659.1	OG3:dmrt3	100.0	dmrt3	51.0
Bbub_XP.025137363.1	OG3:dmrt3	100.0	dmrt3	51.0
Pafr_XP.047625503.1	OG3:dmrt3	100.0	dmrt3	51.0
Mang_XP.045737886.1	OG3:dmrt3	100.0	dmrt3	56.0
Dnov_XP.004459447.2	OG3:dmrt3	100.0	dmrt3	51.0
Pgig_XP.039743957.1	OG3:dmrt3	100.0	dmrt3	51.0
Ttru_XP.019789710.1	OG3:dmrt3	100.0	dmrt3	51.0
Ggal_XP.429193.2	OG3:dmrt3	100.0	dmrt3	51.0
Amel_XP.034503143.1	OG3:dmrt3	100.0	dmrt3	56.0
Oafe_XP.007954174.1	OG4:dmrt1	100.0	dmrt1	100.0
Mdom_XP.001365618.1	OG4:dmrt1	100.0	dmrt1	76.0
Tman_XP.004373524.1	OG4:dmrt1	100.0	dmrt1	81.0
Cdro_XP.031305660.1	OG4:dmrt1	100.0	dmrt1	76.0
Bmus_XP.036711655.1	OG4:dmrt1	100.0	dmrt1	76.0
Shar_XP.031799789.1	OG4:dmrt1	100.0	dmrt1	76.0
Equa_XP.046519850.1	OG4:dmrt1	100.0	dmrt1	76.0
Bbub_XP.025137364.1	OG4:dmrt1	100.0	dmrt1	76.0
Hsap_XP.006716795.1	OG4:dmrt1	100.0	dmrt1	76.0
Pafr_XP.047625504.1	OG4:dmrt1	100.0	dmrt1	76.0
Drot_XP.053774861.1	OG4:dmrt1	100.0	dmrt1	76.0
Cpor_XP.023421841.1	OG4:dmrt1	100.0	dmrt1	76.0
Mang_XP.045738144.1	OG4:dmrt1	100.0	dmrt1	76.0
Emax_XP.049752111.1	OG4:dmrt1	100.0	dmrt1	76.0
Clup_XP.038383087.1	OG4:dmrt1	100.0	dmrt1	76.0
Ptig_XP.042820071.1	OG4:dmrt1	100.0	dmrt1	76.0
Mmus_NP.056641.2	OG4:dmrt1	100.0	dmrt1	76.0
Opri_XP.058513291.1	OG4:dmrt1	100.0	dmrt1	76.0
Csim_XP.014650940.1	OG4:dmrt1	100.0	dmrt1	76.0
Pgig_XP.039744060.1	OG4:dmrt1	100.0	dmrt1	76.0
Ggal_XP.040511578.1	OG4:dmrt1	100.0	dmrt1	76.0
Oana_XP.028910684.1	OG4:dmrt1	100.0	dmrt1	76.0
Amel_XP.011224113.2	OG4:dmrt1	100.0	dmrt1	76.0
Ttru_XP.033714027.1	OG4:dmrt1	100.0	dmrt1	76.0
Cdid_XP.037653737.1	OG4:dmrt1	100.0	dmrt1	76.0
Hamp_XP.057579864.1	OG4:dmrt1	100.0	dmrt1	76.0
Rfer_XP.032979671.1	OG4:dmrt1	100.0	dmrt1	76.0
Casi_XP.006863795.1	OG4:dmrt1	100.0	dmrt1	75.0
Scar_XP.047381742.1	OG4:dmrt1	100.0	dmrt1	76.0
Mjav_XP.036847220.1	OG4:dmrt1	100.0	dmrt1	76.0
Lcat_XP.045418248.1	OG4:dmrt1	100.0	dmrt1	76.0
Cimi_XP.017373819.1	OG4:dmrt1	100.0	dmrt1	76.0
Dnov_XP.058158898.1	OG4:dmrt1	100.0	dmrt1	76.0
Oana_XP.039766676.1	OG5:dmrtA1	98.0	dmrtA1	98.0
Cimi_XP.017401520.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Mdom_XP.001374014.2	OG5:dmrtA1	98.0	dmrtA1	98.0
Mang_XP.045737916.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Bmus_XP.036712737.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Tman_XP.004373619.1	OG5:dmrtA1	98.0	dmrtA1	100.0
Hsap_NP.071443.2	OG5:dmrtA1	98.0	dmrtA1	94.0
Emax_XP.049751570.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Drot_XP.053780867.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Scar_XP.047381594.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Hamp_XP.057580644.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Ttru_XP.004321228.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Opri_XP.058528639.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Rfer_XP.032978102.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Amel_XP.034519591.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Clup_XP.038408464.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Oafe_XP.007946600.1	OG5:dmrtA1	98.0	dmrtA1	99.0
Pafr_XP.047625485.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Pgig_XP.039736661.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Cpor_XP.003478909.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Mmus_NP.783578.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Lcat_XP.045418524.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Bbub_XP.006067119.4	OG5:dmrtA1	98.0	dmrtA1	94.0
Cdro_XP.010982933.2	OG5:dmrtA1	98.0	dmrtA1	94.0
Csim_XP.004428451.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Mjav_XP.017516191.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Ptig_XP.007098573.2	OG5:dmrtA1	98.0	dmrtA1	94.0
Casi_XP.006864558.1	OG5:dmrtA1	98.0	dmrtA1	98.0
Cdid_XP.037653778.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Equa_XP.046520805.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Dnov_XP.004456130.1	OG5:dmrtA1	98.0	dmrtA1	94.0
Ggal_XP.015146712.1	OG6:dmrtA2	100.0	dmrtA2	100.0
Amel_XP.034508227.1	OG6:dmrtA2	100.0	dmrtA2	74.0
Opri_XP.004588718.2	OG6:dmrtA2	100.0	dmrtA2	98.0
Oana_XP.028902450.1	OG6:dmrtA2	100.0	dmrtA2	98.0
Bbub_XP.025145263.1	OG6:dmrtA2	100.0	dmrtA2	74.0
Oafe_XP.007944067.1	OG6:dmrtA2	100.0	dmrtA2	99.0
Dnov_XP.004476539.1	OG6:dmrtA2	100.0	dmrtA2	69.0
Cdid_XP.037672757.1	OG6:dmrtA2	100.0	dmrtA2	69.0
Pgig_XP.039741660.1	OG6:dmrtA2	100.0	dmrtA2	74.0
Hsap_NP.115486.1	OG6:dmrtA2	100.0	dmrtA2	74.0
Mmus_NP.758500.2	OG6:dmrtA2	100.0	dmrtA2	69.0
Ttru_XP.019793397.2	OG6:dmrtA2	100.0	dmrtA2	74.0
Hamp_XP.057564703.1	OG6:dmrtA2	100.0	dmrtA2	74.0
Csim_XP.014649324.1	OG6:dmrtA2	100.0	dmrtA2	74.0
Bmus_XP.036726057.1	OG6:dmrtA2	100.0	dmrtA2	74.0
Clup_XP.038413502.1	OG6:dmrtA2	100.0	dmrtA2	74.0
Mjav_XP.036877643.1	OG6:dmrtA2	100.0	dmrtA2	74.0
Pafr_XP.047648562.1	OG6:dmrtA2	100.0	dmrtA2	74.0
Cdro_XP.031320961.1	OG6:dmrtA2	100.0	dmrtA2	74.0
Cimi_XP.017404203.1	OG6:dmrtA2	100.0	dmrtA2	74.0
Scar_XP.047394472.1	OG6:dmrtA2	100.0	dmrtA2	74.0
Mang_XP.045751377.1	OG6:dmrtA2	100.0	dmrtA2	74.0
Casi_XP.006839813.1	OG6:dmrtA2	100.0	dmrtA2	89.0
Tman_XP.023582760.1	OG6:dmrtA2	100.0	dmrtA2	98.0
Drot_XP.045060264.2	OG6:dmrtA2	100.0	dmrtA2	74.0
Lcat_XP.045402400.1	OG6:dmrtA2	100.0	dmrtA2	100.0
Rfer_XP.032969204.1	OG6:dmrtA2	100.0	dmrtA2	74.0
Emax_XP.049731145.1	OG6:dmrtA2	100.0	dmrtA2	74.0
Mdom_XP.001362692.2	OG6:dmrtA2	100.0	dmrtA2	98.0
Cpor_XP.003463125.2	OG6:dmrtA2	100.0	dmrtA2	98.0
Equa_XP.046516465.1	OG6:dmrtA2	100.0	dmrtA2	74.0
Ptig_XP.042853035.1	OG6:dmrtA2	100.0	dmrtA2	74.0
